"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PAITA (000)",39827,98099,89106,,2215,90.8,2.3
"De 12 a 14 años (001)",3603,12,12,,2,100,16.7
"De 15 a 19 años (002)",5633,768,755,213,98.3,27.7,
"De 20 a 24 años (003)",5020,4173,4100,637,98.3,15.3,
"De 25 a 29 años (004)",4848,7790,7620,620,97.8,8,
"De 30 a 34 años (005)",4259,10045,9769,425,97.3,4.2,
"De 35 a 39 años (006)",3756,10955,10491,244,95.8,2.2,
"De 40 a 44 años (007)",3115,10835,10214,63,94.3,0.6,
"De 45 a 49 años (008)",2476,10568,9726,11,92,0.1,
"De 50 y más años (009)",7117,42953,36419,,84.8,,
"Sin nivel (010)",3388,19602,16281,76,83.1,0.4,
"De 12 a 14 años (011)",53,,,,,,
"De 15 a 19 años (012)",76,16,16,3,100,18.8,
"De 20 a 24 años (013)",75,88,85,12,96.6,13.6,
"De 25 a 29 años (014)",107,203,196,10,96.6,4.9,
"De 30 a 34 años (015)",241,715,691,31,96.6,4.3,
"De 35 a 39 años (016)",250,879,825,15,93.9,1.7,
"De 40 a 44 años (017)",282,1153,1074,5,93.1,0.4,
"De 45 a 49 años (018)",264,1480,1314,,88.8,,
"De 50 y más años (019)",2040,15068,12080,,80.2,,
"Educacion Inicial (020)",86,106,99,3,93.4,2.8,
"De 12 a 14 años (021)",31,,,,,,
"De 15 a 19 años (022)",6,,,,,,
"De 20 a 24 años (023)",10,7,7,1,100,14.3,
"De 25 a 29 años (024)",14,22,21,2,95.5,9.1,
"De 30 a 34 años (025)",13,45,43,,95.6,,
"De 35 a 39 años (026)",12,32,28,,87.5,,
"Primaria (030)",14428,45254,41056,771,90.7,1.7,
"De 12 a 14 años (031)",1775,8,8,2,100,25,
"De 15 a 19 años (032)",1102,231,229,66,99.1,28.6,
"De 20 a 24 años (033)",1224,1482,1459,218,98.4,14.7,
"De 25 a 29 años (034)",1430,2888,2812,212,97.4,7.3,
"De 30 a 34 años (035)",1408,3922,3781,145,96.4,3.7,
"De 35 a 39 años (036)",1433,4737,4505,92,95.1,1.9,
"De 40 a 44 años (037)",1380,5437,5076,30,93.4,0.6,
"De 45 a 49 años (038)",1183,5593,5111,6,91.4,0.1,
"De 50 y más años (039)",3493,20956,18075,,86.3,,
