"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ATALAYA (000)",12955,843,5157,4250,2379,326
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",27,,3,16,7,1
"Profes., científicos e intelectuales (002)",879,,236,502,138,3
"Técnicos de nivel medio y trab. asimilados (003)",250,,103,94,51,2
"Jefes y empleados de oficina (004)",298,,120,120,57,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1019,20,372,374,226,27
"Agricult. trabaj. calif.agrop. y pesqueros (006)",2402,27,848,780,621,126
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",540,14,227,181,104,14
"Obreros construc., conf., papel, fab., instr. (008)",917,5,365,347,188,12
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",6123,773,2673,1659,898,120
"Otra (010)",84,,32,47,5,
"Ocupación no especificada (011)",416,4,178,130,84,20
"Hombres (012)",8875,509,3413,2938,1759,256
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",21,,2,13,5,1
"Profes., científicos e intelectuales (014)",514,,104,300,108,2
"Técnicos de nivel medio y trab. asimilados (015)",198,,76,73,47,2
"Jefes y empleados de oficina (016)",179,,52,80,46,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",435,15,124,159,120,17
"Agricult. trabaj. calif.agrop. y pesqueros (018)",2023,14,691,676,533,109
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",487,13,210,162,90,12
"Obreros construc., conf., papel, fab., instr. (020)",866,5,346,327,176,12
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",3820,458,1674,1020,578,90
"Otra (022)",83,,31,47,5,
"Ocupación no especificada (023)",249,4,103,81,51,10
"Mujeres (024)",4080,334,1744,1312,620,70
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",6,,1,3,2,
"Profes., científicos e intelectuales (026)",365,,132,202,30,1
"Técnicos de nivel medio y trab. asimilados (027)",52,,27,21,4,
"Jefes y empleados de oficina (028)",119,,68,40,11,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",584,5,248,215,106,10
"Agricult. trabaj. calif.agrop. y pesqueros (030)",379,13,157,104,88,17
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",53,1,17,19,14,2
"Obreros construc., conf., papel, fab., instr. (032)",51,,19,20,12,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",2303,315,999,639,320,30
