"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia YAULI (000)",19627,4968,7602,5098,271,607,180,901
"Agric., ganadería, caza y silvicultura (001)",1449,30,569,581,33,236,,
"Pesca (002)",69,3,13,46,1,6,,
"Explotación de minas y canteras (003)",3876,590,3230,38,14,4,,
"Industrias manufactureras (004)",1583,221,877,427,35,23,,
"Suministro de electricidad, gas y agua (005)",100,31,64,5,,,,
"Construcción (006)",1617,161,1183,251,13,9,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2870,499,323,1763,75,210,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",499,73,254,152,14,6,,
"Comercio al por mayor (009)",94,36,11,35,5,7,,
"Comercio al por menor (010)",2277,390,58,1576,56,197,,
"Hoteles y restaurantes (011)",1135,436,104,524,37,34,,
"Trans., almac. y comunicaciones (012)",1730,489,505,689,22,25,,
"Intermediación financiera (013)",49,47,,,2,,,
"Activid.inmobil., empres. y alquileres (014)",1194,844,234,94,19,3,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",459,379,80,,,,,
"Enseñanza (016)",709,637,3,63,1,5,,
"Servicios sociales y de salud (017)",252,215,3,29,3,2,,
"Otras activ. serv.comun.soc y personales (018)",693,208,67,402,7,9,,
"Hogares privados con servicio doméstico (019)",180,,,,,,180,
"Actividad economica no especificada (021)",761,178,347,186,9,41,,
"Desocupado (022)",901,,,,,,,901
"Hombres (023)",14453,3164,7167,3014,178,251,12,667
"Agric., ganadería, caza y silvicultura (024)",1049,25,415,454,28,127,,
"Pesca (025)",57,3,13,37,1,3,,
"Explotación de minas y canteras (026)",3801,544,3202,37,14,4,,
"Industrias manufactureras (027)",1378,189,851,301,24,13,,
"Suministro de electricidad, gas y agua (028)",97,28,64,5,,,,
"Construcción (029)",1574,144,1163,245,13,9,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",1438,240,318,796,37,47,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",472,65,251,139,14,3,,
"Comercio al por mayor (032)",48,14,10,20,4,,,
"Comercio al por menor (033)",918,161,57,637,19,44,,
"Hoteles y restaurantes (034)",411,159,68,155,17,12,,
"Trans., almac. y comunicaciones (035)",1616,407,498,674,19,18,,
"Intermediación financiera (036)",32,30,,,2,,,
"Activid.inmobil., empres. y alquileres (037)",928,646,201,70,11,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",321,270,51,,,,,
"Enseñanza (039)",280,246,3,30,,1,,
"Servicios sociales y de salud (040)",74,55,1,17,1,,,
"Otras activ. serv.comun.soc y personales (041)",271,92,49,122,5,3,,
"Hogares privados con servicio doméstico (042)",12,,,,,,12,
"Actividad economica no especificada (044)",447,86,270,71,6,14,,
"Desocupado (045)",667,,,,,,,667
"Mujeres (046)",5174,1804,435,2084,93,356,168,234
"Agric., ganadería, caza y silvicultura (047)",400,5,154,127,5,109,,
"Pesca (048)",12,,,9,,3,,
"Explotación de minas y canteras (049)",75,46,28,1,,,,
"Industrias manufactureras (050)",205,32,26,126,11,10,,
"Suministro de electricidad, gas y agua (051)",3,3,,,,,,
"Construcción (052)",43,17,20,6,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1432,259,5,967,38,163,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",27,8,3,13,,3,,
"Comercio al por mayor (055)",46,22,1,15,1,7,,
"Comercio al por menor (056)",1359,229,1,939,37,153,,
"Hoteles y restaurantes (057)",724,277,36,369,20,22,,
"Trans., almac. y comunicaciones (058)",114,82,7,15,3,7,,
"Intermediación financiera (059)",17,17,,,,,,
"Activid.inmobil., empres. y alquileres (060)",266,198,33,24,8,3,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",138,109,29,,,,,
"Enseñanza (062)",429,391,,33,1,4,,
"Servicios sociales y de salud (063)",178,160,2,12,2,2,,
"Otras activ. serv.comun.soc y personales (064)",422,116,18,280,2,6,,
"Hogares privados con servicio doméstico (065)",168,,,,,,168,
"Actividad economica no especificada (067)",314,92,77,115,3,27,,
,,,,,,,,
"URBANA (068)",17013,4604,6246,4517,246,416,174,810
"Agric., ganadería, caza y silvicultura (069)",489,23,158,225,14,69,,
"Pesca (070)",27,1,9,16,,1,,
"Explotación de minas y canteras (071)",3128,461,2615,35,14,3,,
"Industrias manufactureras (072)",1544,220,856,411,34,23,,
"Suministro de electricidad, gas y agua (073)",68,28,35,5,,,,
"Construcción (074)",1512,154,1094,242,13,9,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",2720,476,297,1673,73,201,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",454,68,240,130,13,3,,
"Comercio al por mayor (077)",87,34,7,34,5,7,,
"Comercio al por menor (078)",2179,374,50,1509,55,191,,
"Hoteles y restaurantes (079)",1059,411,87,498,35,28,,
"Trans., almac. y comunicaciones (080)",1608,460,431,670,22,25,,
"Intermediación financiera (081)",49,47,,,2,,,
"Activid.inmobil., empres. y alquileres (082)",1085,759,215,89,19,3,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",431,360,71,,,,,
"Enseñanza (084)",695,625,3,61,1,5,,
"Servicios sociales y de salud (085)",244,208,3,28,3,2,,
"Otras activ. serv.comun.soc y personales (086)",661,200,61,385,7,8,,
"Hogares privados con servicio doméstico (087)",174,,,,,,174,
"Actividad economica no especificada (089)",709,171,311,179,9,39,,
"Desocupado (090)",810,,,,,,,810
"Hombres (091)",12349,2857,5973,2604,159,154,11,591
"Agric., ganadería, caza y silvicultura (092)",385,18,134,182,13,38,,
"Pesca (093)",25,1,9,15,,,,
"Explotación de minas y canteras (094)",3063,422,2590,34,14,3,,
"Industrias manufactureras (095)",1344,188,830,290,23,13,,
"Suministro de electricidad, gas y agua (096)",65,25,35,5,,,,
"Construcción (097)",1471,138,1075,236,13,9,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",1344,222,292,750,36,44,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",433,60,237,121,13,2,,
"Comercio al por mayor (100)",41,12,6,19,4,,,
"Comercio al por menor (101)",870,150,49,610,19,42,,
"Hoteles y restaurantes (102)",383,152,59,145,16,11,,
"Trans., almac. y comunicaciones (103)",1496,379,425,655,19,18,,
"Intermediación financiera (104)",32,30,,,2,,,
"Activid.inmobil., empres. y alquileres (105)",833,568,187,67,11,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",297,254,43,,,,,
"Enseñanza (107)",271,237,3,30,,1,,
"Servicios sociales y de salud (108)",71,53,1,16,1,,,
"Otras activ. serv.comun.soc y personales (109)",251,88,44,111,5,3,,
"Hogares privados con servicio doméstico (110)",11,,,,,,11,
"Actividad economica no especificada (112)",416,82,246,68,6,14,,
"Desocupado (113)",591,,,,,,,591
"Mujeres (114)",4664,1747,273,1913,87,262,163,219
