"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",443,5,138,142,121,37
"Hogares privados con servicio doméstico (041)",43,7,20,6,10,
"Actividad economica no especificada (043)",714,5,226,243,197,43
"Mujeres (045)",8737,101,2523,3480,2330,303
"Agric., ganadería, caza y silvicultura (046)",1444,34,454,535,366,55
"Pesca (047)",7,,1,4,1,1
"Explotación de minas y canteras (048)",1,,1,,,
"Industrias manufactureras (049)",344,5,105,126,96,12
"Suministro de electricidad, gas y agua (050)",5,,4,1,,
"Construcción (051)",35,,13,15,6,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",2473,29,595,941,777,131
"Venta, mant.y rep. veh.autom.y motoc. (053)",63,,33,24,6,
"Comercio al por mayor (054)",93,,29,34,24,6
"Comercio al por menor (055)",2317,29,533,883,747,125
"Hoteles y restaurantes (056)",771,11,207,282,239,32
"Trans., almac. y comunicaciones (057)",162,1,77,56,25,3
"Intermediación financiera (058)",45,,32,10,3,
"Activid.inmobil., empres. y alquileres (059)",328,,150,122,54,2
"Admin.pub. y defensa; p. segur.soc.afil (060)",194,,54,86,49,5
"Enseñanza (061)",1136,,193,632,297,14
"Servicios sociales y de salud (062)",274,,62,112,99,1
"Otras activ. serv.comun.soc y personales (063)",297,2,86,134,70,5
"Hogares privados con servicio doméstico (064)",833,18,359,290,149,17
"Actividad economica no especificada (066)",388,1,130,134,99,24
,,,,,,
"URBANA (067)",29336,321,8498,11005,8197,1315
"Agric., ganadería, caza y silvicultura (068)",8334,129,2378,2833,2451,543
"Pesca (069)",293,1,67,111,106,8
"Explotación de minas y canteras (070)",61,,18,30,13,
"Industrias manufactureras (071)",2378,27,801,889,579,82
"Suministro de electricidad, gas y agua (072)",53,,13,32,7,1
"Construcción (073)",2018,14,619,768,551,66
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",5263,84,1378,1896,1613,292
"Venta, mant.y rep. veh.autom.y motoc. (075)",706,4,279,234,167,22
"Comercio al por mayor (076)",237,,78,90,58,11
"Comercio al por menor (077)",4320,80,1021,1572,1388,259
"Hoteles y restaurantes (078)",1117,16,325,384,341,51
"Trans., almac. y comunicaciones (079)",2937,12,1047,1141,674,63
"Intermediación financiera (080)",97,,53,27,17,
"Activid.inmobil., empres. y alquileres (081)",1170,1,409,471,261,28
"Admin.pub. y defensa; p. segur.soc.afil (082)",714,,110,326,255,23
"Enseñanza (083)",1827,,269,983,545,30
"Servicios sociales y de salud (084)",420,,79,177,158,6
"Otras activ. serv.comun.soc y personales (085)",731,7,222,274,187,41
"Hogares privados con servicio doméstico (086)",848,24,363,290,154,17
"Actividad economica no especificada (088)",1075,6,347,373,285,64
"Hombres (089)",20921,226,6099,7642,5937,1017
"Agric., ganadería, caza y silvicultura (090)",7083,101,1996,2365,2129,492
"Pesca (091)",286,1,66,107,105,7
"Explotación de minas y canteras (092)",60,,17,30,13,
"Industrias manufactureras (093)",2037,22,698,764,483,70
"Suministro de electricidad, gas y agua (094)",48,,9,31,7,1
"Construcción (095)",1983,14,606,753,545,65
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",2843,55,799,976,851,162
"Venta, mant.y rep. veh.autom.y motoc. (097)",644,4,246,211,161,22
"Comercio al por mayor (098)",153,,52,59,36,6
"Comercio al por menor (099)",2046,51,501,706,654,134
"Hoteles y restaurantes (100)",351,5,119,106,102,19
"Trans., almac. y comunicaciones (101)",2775,11,970,1085,649,60
"Intermediación financiera (102)",52,,21,17,14,
"Activid.inmobil., empres. y alquileres (103)",851,1,264,352,208,26
"Admin.pub. y defensa; p. segur.soc.afil (104)",521,,56,241,206,18
"Enseñanza (105)",706,,82,360,248,16
"Servicios sociales y de salud (106)",151,,19,66,61,5
"Otras activ. serv.comun.soc y personales (107)",437,5,137,142,117,36
"Hogares privados con servicio doméstico (108)",41,6,20,6,9,
"Actividad economica no especificada (110)",696,5,220,241,190,40
"Mujeres (112)",8415,95,2399,3363,2260,298
"Agric., ganadería, caza y silvicultura (113)",1251,28,382,468,322,51
"Pesca (114)",7,,1,4,1,1
"Explotación de minas y canteras (115)",1,,1,,,
"Industrias manufactureras (116)",341,5,103,125,96,12
"Suministro de electricidad, gas y agua (117)",5,,4,1,,
"Construcción (118)",35,,13,15,6,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",2420,29,579,920,762,130
"Venta, mant.y rep. veh.autom.y motoc. (120)",62,,33,23,6,
"Comercio al por mayor (121)",84,,26,31,22,5
"Comercio al por menor (122)",2274,29,520,866,734,125
"Hoteles y restaurantes (123)",766,11,206,278,239,32
"Trans., almac. y comunicaciones (124)",162,1,77,56,25,3
"Intermediación financiera (125)",45,,32,10,3,
"Activid.inmobil., empres. y alquileres (126)",319,,145,119,53,2
"Admin.pub. y defensa; p. segur.soc.afil (127)",193,,54,85,49,5
"Enseñanza (128)",1121,,187,623,297,14
"Servicios sociales y de salud (129)",269,,60,111,97,1
"Otras activ. serv.comun.soc y personales (130)",294,2,85,132,70,5
"Hogares privados con servicio doméstico (131)",807,18,343,284,145,17
"Actividad economica no especificada (133)",379,1,127,132,95,24
,,,,,,
"RURAL (134)",2166,35,764,682,570,115
"Agric., ganadería, caza y silvicultura (135)",1686,32,575,506,468,105
"Pesca (136)",5,1,,1,3,
"Explotación de minas y canteras (137)",1,,1,,,
"Industrias manufactureras (138)",37,,25,8,4,
"Suministro de electricidad, gas y agua (139)",9,,1,5,3,
"Construcción (140)",65,,28,18,15,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",111,1,35,47,27,1
"Venta, mant.y rep. veh.autom.y motoc. (142)",10,,5,4,1,
"Comercio al por mayor (143)",15,1,5,4,4,1
"Comercio al por menor (144)",86,,25,39,22,
"Hoteles y restaurantes (145)",8,,1,6,1,
"Trans., almac. y comunicaciones (146)",102,,42,43,16,1
"Intermediación financiera (147)",1,,1,,,
"Activid.inmobil., empres. y alquileres (148)",40,,17,16,7,
"Admin.pub. y defensa; p. segur.soc.afil (149)",4,,,3,1,
"Enseñanza (150)",23,,7,14,2,
"Servicios sociales y de salud (151)",10,,4,3,3,
"Otras activ. serv.comun.soc y personales (152)",9,,2,2,4,1
"Hogares privados con servicio doméstico (153)",28,1,16,6,5,
"Actividad economica no especificada (155)",27,,9,4,11,3
"Hombres (156)",1844,29,640,565,500,110
"Agric., ganadería, caza y silvicultura (157)",1493,26,503,439,424,101
"Pesca (158)",5,1,,1,3,
"Explotación de minas y canteras (159)",1,,1,,,
"Industrias manufactureras (160)",34,,23,7,4,
"Suministro de electricidad, gas y agua (161)",9,,1,5,3,
"Construcción (162)",65,,28,18,15,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",58,1,19,26,12,
"Venta, mant.y rep. veh.autom.y motoc. (164)",9,,5,3,1,
"Comercio al por mayor (165)",6,1,2,1,2,
"Comercio al por menor (166)",43,,12,22,9,
"Hoteles y restaurantes (167)",3,,,2,1,
"Trans., almac. y comunicaciones (168)",102,,42,43,16,1
"Intermediación financiera (169)",1,,1,,,
"Activid.inmobil., empres. y alquileres (170)",31,,12,13,6,
"Admin.pub. y defensa; p. segur.soc.afil (171)",3,,,2,1,
"Enseñanza (172)",8,,1,5,2,
"Servicios sociales y de salud (173)",5,,2,2,1,
"Otras activ. serv.comun.soc y personales (174)",6,,1,,4,1
"Hogares privados con servicio doméstico (175)",2,1,,,1,
"Actividad economica no especificada (177)",18,,6,2,7,3
"Mujeres (179)",322,6,124,117,70,5
"Agric., ganadería, caza y silvicultura (180)",193,6,72,67,44,4
"Industrias manufactureras (183)",3,,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",53,,16,21,15,1
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,1,,
"Comercio al por mayor (188)",9,,3,3,2,1
"Comercio al por menor (189)",43,,13,17,13,
"Hoteles y restaurantes (190)",5,,1,4,,
"Activid.inmobil., empres. y alquileres (193)",9,,5,3,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",1,,,1,,
"Enseñanza (195)",15,,6,9,,
"Servicios sociales y de salud (196)",5,,2,1,2,
"Otras activ. serv.comun.soc y personales (197)",3,,1,2,,
"Hogares privados con servicio doméstico (198)",26,,16,6,4,
"Actividad economica no especificada (200)",9,,3,2,4,
