"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",793,,,,,294,324,170,5
"Superior univ. incompleto (037)",360,,,,38,176,81,63,2
"Superior univ. completo (038)",697,,,,,199,272,215,11
"Hombres (040)",16413,880,2256,2492,1923,2821,2497,2937,607
"Sin nivel (041)",2266,880,257,31,33,97,178,526,264
"Educación inicial (042)",519,,483,17,3,6,10,,
"Primaria (043)",6977,,1516,1777,406,624,934,1443,277
"Secundaria (044)",5221,,,667,1432,1610,867,597,48
"Superior no univ. incompleto (045)",318,,,,23,138,101,55,1
"Superior no univ. completo (046)",408,,,,,129,171,103,5
"Superior univ. incompleto (047)",247,,,,26,110,56,53,2
"Superior univ. completo (048)",457,,,,,107,180,160,10
"Mujeres (050)",15714,883,2204,2335,1697,2687,2308,2859,741
"Sin nivel (051)",3823,883,232,25,30,162,455,1444,592
"Educación inicial (052)",513,,467,13,9,13,11,,
"Primaria (053)",6698,,1505,1704,385,910,1049,1012,133
"Secundaria (054)",3698,,,593,1246,1136,455,254,14
"Superior no univ. incompleto (055)",244,,,,15,143,68,17,1
"Superior no univ. completo (056)",385,,,,,165,153,67,
"Superior univ. incompleto (057)",113,,,,12,66,25,10,
"Superior univ. completo (058)",240,,,,,92,92,55,1
,,,,,,,,,
"RURAL (060)",45999,2927,7372,6974,4399,7076,5827,8505,2919
"Sin nivel (061)",12437,2927,1729,88,115,365,1107,3872,2234
"Educación inicial (062)",1144,,1093,14,4,10,23,,
"Primaria (063)",23281,,4550,6013,1758,3236,3280,3815,629
"Secundaria (064)",8250,,,859,2491,3100,1136,620,44
"Superior no univ. incompleto (065)",250,,,,20,117,63,46,4
"Superior no univ. completo (066)",294,,,,,112,116,65,1
"Superior univ. incompleto (067)",116,,,,11,63,17,24,1
"Superior univ. completo (068)",227,,,,,73,85,63,6
"Hombres (070)",23854,1510,3749,3684,2355,3910,3030,4223,1393
"Sin nivel (071)",4723,1510,904,51,51,112,254,1018,823
"Educación inicial (072)",563,,544,7,1,4,7,,
"Primaria (073)",12477,,2301,3127,841,1454,1704,2528,522
"Secundaria (074)",5470,,,499,1446,2096,880,512,37
"Superior no univ. incompleto (075)",178,,,,10,79,47,38,4
"Superior no univ. completo (076)",196,,,,,71,74,50,1
"Superior univ. incompleto (077)",90,,,,6,48,13,22,1
"Superior univ. completo (078)",157,,,,,46,51,55,5
"Mujeres (080)",22145,1417,3623,3290,2044,3166,2797,4282,1526
"Sin nivel (081)",7714,1417,825,37,64,253,853,2854,1411
"Educación inicial (082)",581,,549,7,3,6,16,,
"Primaria (083)",10804,,2249,2886,917,1782,1576,1287,107
"Secundaria (084)",2780,,,360,1045,1004,256,108,7
"Superior no univ. incompleto (085)",72,,,,10,38,16,8,
"Superior no univ. completo (086)",98,,,,,41,42,15,
"Superior univ. incompleto (087)",26,,,,5,15,4,2,
"Superior univ. completo (088)",70,,,,,27,34,8,1
