"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PICOTA (000)",12582,37034,33924,,715,91.6,1.9
"De 12 a 14 años (001)",1305,10,10,,4,100,40
"De 15 a 19 años (002)",1815,607,589,137,97,22.6,
"De 20 a 24 años (003)",1484,1828,1781,180,97.4,9.8,
"De 25 a 29 años (004)",1460,2986,2915,180,97.6,6,
"De 30 a 34 años (005)",1228,3429,3293,110,96,3.2,
"De 35 a 39 años (006)",1192,4350,4125,77,94.8,1.8,
"De 40 a 44 años (007)",1060,4656,4333,19,93.1,0.4,
"De 45 a 49 años (008)",737,3685,3435,8,93.2,0.2,
"De 50 y más años (009)",2301,15483,13443,,86.8,,
"Conviviente (010)",4579,12603,11908,483,94.5,3.8,
"De 12 a 14 años (011)",34,8,8,4,100,50,
"De 15 a 19 años (012)",565,433,420,104,97,24,
"De 20 a 24 años (013)",952,1329,1299,131,97.7,9.9,
"De 25 a 29 años (014)",908,1937,1883,118,97.2,6.1,
"De 30 a 34 años (015)",650,1881,1800,72,95.7,3.8,
"De 35 a 39 años (016)",503,1868,1790,40,95.8,2.1,
"De 40 a 44 años (017)",378,1676,1582,9,94.4,0.5,
"De 45 a 49 años (018)",220,1189,1114,5,93.7,0.4,
"De 50 y más años (019)",369,2282,2012,,88.2,,
"Separado(a) (020)",244,833,752,18,90.3,2.2,
"De 15 a 19 años (022)",27,28,28,8,100,28.6,
"De 20 a 24 años (023)",34,45,44,6,97.8,13.3,
"De 25 a 29 años (024)",27,63,61,3,96.8,4.8,
"De 30 a 34 años (025)",23,60,57,,95,,
"De 35 a 39 años (026)",30,106,99,1,93.4,0.9,
"De 40 a 44 años (027)",27,106,95,,89.6,,
"De 45 a 49 años (028)",20,89,81,,91,,
"De 50 y más años (029)",56,336,287,,85.4,,
"Casado(a) (030)",4177,19468,17722,183,91,0.9,
"De 12 a 14 años (031)",3,,,,,,
"De 15 a 19 años (032)",83,83,79,14,95.2,16.9,
"De 20 a 24 años (033)",213,354,339,33,95.8,9.3,
"De 25 a 29 años (034)",390,889,874,53,98.3,6,
"De 30 a 34 años (035)",471,1395,1347,35,96.6,2.5,
"De 35 a 39 años (036)",582,2245,2114,35,94.2,1.6,
"De 40 a 44 años (037)",602,2734,2535,10,92.7,0.4,
"De 45 a 49 años (038)",456,2280,2123,3,93.1,0.1,
