"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia OXAPAMPA (000)",32420,4291,6265,15070,585,5420,789
"Agric., ganadería, caza y silvicultura (001)",19596,82,4200,10166,343,4805,
"Pesca (002)",21,6,6,6,,3,
"Explotación de minas y canteras (003)",489,96,391,1,1,,
"Industrias manufactureras (004)",1007,43,342,539,40,43,
"Suministro de electricidad, gas y agua (005)",30,17,12,1,,,
"Construcción (006)",941,48,662,204,22,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2989,366,54,2141,85,343,
"Venta, mant.y rep. veh.autom.y motoc. (008)",354,31,38,256,17,12,
"Comercio al por mayor (009)",129,24,7,64,9,25,
"Comercio al por menor (010)",2506,311,9,1821,59,306,
"Hoteles y restaurantes (011)",936,242,35,550,35,74,
"Trans., almac. y comunicaciones (012)",1283,300,178,764,18,23,
"Intermediación financiera (013)",26,24,,1,1,,
"Activid.inmobil., empres. y alquileres (014)",504,357,29,101,17,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",696,491,205,,,,
"Enseñanza (016)",1506,1457,2,47,,,
"Servicios sociales y de salud (017)",483,427,,52,2,2,
"Otras activ. serv.comun.soc y personales (018)",347,161,24,153,3,6,
"Hogares privados con servicio doméstico (019)",789,,,,,,789
"Organiz. y organos extraterritoriales (020)",1,1,,,,,
"Actividad economica no especificada (021)",776,173,125,344,18,116,
"Hombres (022)",23696,2271,5510,12072,495,3178,170
"Agric., ganadería, caza y silvicultura (023)",16213,68,3663,9178,318,2986,
"Pesca (024)",18,5,6,5,,2,
"Explotación de minas y canteras (025)",479,89,388,1,1,,
"Industrias manufactureras (026)",831,29,301,441,33,27,
"Suministro de electricidad, gas y agua (027)",26,13,12,1,,,
"Construcción (028)",899,43,626,203,22,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1421,163,52,1057,65,84,
"Venta, mant.y rep. veh.autom.y motoc. (030)",316,20,37,234,17,8,
"Comercio al por mayor (031)",73,15,7,42,7,2,
"Comercio al por menor (032)",1032,128,8,781,41,74,
"Hoteles y restaurantes (033)",214,65,14,104,8,23,
"Trans., almac. y comunicaciones (034)",1193,247,172,737,17,20,
"Intermediación financiera (035)",13,12,,,1,,
"Activid.inmobil., empres. y alquileres (036)",355,233,26,81,15,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",482,332,150,,,,
"Enseñanza (038)",661,643,1,17,,,
"Servicios sociales y de salud (039)",205,175,,29,,1,
"Otras activ. serv.comun.soc y personales (040)",163,91,18,53,,1,
"Hogares privados con servicio doméstico (041)",170,,,,,,170
"Organiz. y organos extraterritoriales (042)",1,1,,,,,
"Actividad economica no especificada (043)",352,62,81,165,15,29,
"Mujeres (044)",8724,2020,755,2998,90,2242,619
"Agric., ganadería, caza y silvicultura (045)",3383,14,537,988,25,1819,
"Pesca (046)",3,1,,1,,1,
"Explotación de minas y canteras (047)",10,7,3,,,,
"Industrias manufactureras (048)",176,14,41,98,7,16,
"Suministro de electricidad, gas y agua (049)",4,4,,,,,
"Construcción (050)",42,5,36,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1568,203,2,1084,20,259,
"Venta, mant.y rep. veh.autom.y motoc. (052)",38,11,1,22,,4,
"Comercio al por mayor (053)",56,9,,22,2,23,
"Comercio al por menor (054)",1474,183,1,1040,18,232,
"Hoteles y restaurantes (055)",722,177,21,446,27,51,
"Trans., almac. y comunicaciones (056)",90,53,6,27,1,3,
"Intermediación financiera (057)",13,12,,1,,,
"Activid.inmobil., empres. y alquileres (058)",149,124,3,20,2,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",214,159,55,,,,
"Enseñanza (060)",845,814,1,30,,,
"Servicios sociales y de salud (061)",278,252,,23,2,1,
"Otras activ. serv.comun.soc y personales (062)",184,70,6,100,3,5,
"Hogares privados con servicio doméstico (063)",619,,,,,,619
"Actividad economica no especificada (065)",424,111,44,179,3,87,
,,,,,,,
"URBANA (066)",13208,3362,2280,5881,298,914,473
"Agric., ganadería, caza y silvicultura (067)",3619,59,800,2163,114,483,
"Pesca (068)",14,5,2,4,,3,
"Explotación de minas y canteras (069)",469,93,374,1,1,,
"Industrias manufactureras (070)",707,36,226,396,30,19,
"Suministro de electricidad, gas y agua (071)",26,16,9,1,,,
"Construcción (072)",680,43,453,164,17,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2391,338,41,1667,63,282,
"Venta, mant.y rep. veh.autom.y motoc. (074)",316,30,31,229,15,11,
"Comercio al por mayor (075)",110,22,3,55,7,23,
"Comercio al por menor (076)",1965,286,7,1383,41,248,
"Hoteles y restaurantes (077)",768,211,25,443,30,59,
"Trans., almac. y comunicaciones (078)",1035,260,116,626,14,19,
"Intermediación financiera (079)",25,23,,1,1,,
"Activid.inmobil., empres. y alquileres (080)",439,306,21,95,17,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",567,435,132,,,,
"Enseñanza (082)",1002,963,2,37,,,
"Servicios sociales y de salud (083)",367,315,,48,2,2,
"Otras activ. serv.comun.soc y personales (084)",279,133,14,127,2,3,
"Hogares privados con servicio doméstico (085)",473,,,,,,473
"Organiz. y organos extraterritoriales (086)",1,1,,,,,
"Actividad economica no especificada (087)",346,125,65,108,7,41,
"Hombres (088)",8756,1798,2009,4204,234,449,62
"Agric., ganadería, caza y silvicultura (089)",3092,50,684,1940,106,312,
"Pesca (090)",11,4,2,3,,2,
"Explotación de minas y canteras (091)",459,86,371,1,1,,
"Industrias manufactureras (092)",581,23,195,323,24,16,
"Suministro de electricidad, gas y agua (093)",22,12,9,1,,,
"Construcción (094)",648,39,426,163,17,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1172,155,39,865,45,68,
"Venta, mant.y rep. veh.autom.y motoc. (096)",284,20,30,212,15,7,
"Comercio al por mayor (097)",59,14,3,35,5,2,
"Comercio al por menor (098)",829,121,6,618,25,59,
"Hoteles y restaurantes (099)",189,60,8,94,7,20,
"Trans., almac. y comunicaciones (100)",960,215,113,603,13,16,
"Intermediación financiera (101)",12,11,,,1,,
"Activid.inmobil., empres. y alquileres (102)",302,193,18,76,15,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",386,296,90,,,,
"Enseñanza (104)",418,403,1,14,,,
"Servicios sociales y de salud (105)",151,124,,26,,1,
"Otras activ. serv.comun.soc y personales (106)",138,77,11,49,,1,
"Hogares privados con servicio doméstico (107)",62,,,,,,62
"Organiz. y organos extraterritoriales (108)",1,1,,,,,
"Actividad economica no especificada (109)",152,49,42,46,5,10,
"Mujeres (110)",4452,1564,271,1677,64,465,411
"Agric., ganadería, caza y silvicultura (111)",527,9,116,223,8,171,
"Pesca (112)",3,1,,1,,1,
"Explotación de minas y canteras (113)",10,7,3,,,,
"Industrias manufactureras (114)",126,13,31,73,6,3,
"Suministro de electricidad, gas y agua (115)",4,4,,,,,
