"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia MOHO (000)",7783,94,302,763,1106,1481,2029,2008
"De 12 a 14 años (001)",11,,,,,,,11
"De 15 a 19 años (002)",143,,,,,,79,64
"De 20 a 24 años (003)",459,,,,,,283,176
"De 25 a 29 años (004)",662,,,,,14,445,203
"De 30 a 34 años (005)",693,,,,,98,420,175
"De 35 a 39 años (006)",722,,,,5,215,362,140
"De 40 a 44 años (007)",697,,,,26,255,284,132
"De 45 a 49 años (008)",602,,,,77,298,124,103
"De 50 y más años (009)",3794,94,302,763,998,601,32,1004
"Conviviente (010)",1487,,12,26,45,153,813,438
"De 12 a 14 años (011)",7,,,,,,,7
"De 15 a 19 años (012)",95,,,,,,55,40
"De 20 a 24 años (013)",272,,,,,,187,85
"De 25 a 29 años (014)",326,,,,,4,240,82
"De 30 a 34 años (015)",244,,,,,25,160,59
"De 35 a 39 años (016)",175,,,,1,35,101,38
"De 40 a 44 años (017)",116,,,,1,27,51,37
"De 45 a 49 años (018)",71,,,,9,29,16,17
"De 50 y más años (019)",181,,12,26,34,33,3,73
"Separado(a) (020)",258,2,5,11,26,57,83,74
"De 15 a 19 años (022)",11,,,,,,8,3
"De 20 a 24 años (023)",22,,,,,,17,5
"De 25 a 29 años (024)",27,,,,,1,17,9
"De 30 a 34 años (025)",25,,,,,2,18,5
"De 35 a 39 años (026)",37,,,,,16,15,6
"De 40 a 44 años (027)",23,,,,2,10,5,6
"De 45 a 49 años (028)",23,,,,3,15,2,3
"De 50 y más años (029)",90,2,5,11,21,13,1,37
"Casado(a) (030)",4321,20,119,436,791,1121,1015,819
"De 12 a 14 años (031)",2,,,,,,,2
"De 15 a 19 años (032)",15,,,,,,3,12
"De 20 a 24 años (033)",80,,,,,,54,26
"De 25 a 29 años (034)",211,,,,,7,165,39
"De 30 a 34 años (035)",342,,,,,59,225,58
"De 35 a 39 años (036)",439,,,,3,140,229,67
"De 40 a 44 años (037)",486,,,,18,191,215,62
"De 45 a 49 años (038)",446,,,,57,235,98,56
"De 50 y más años (039)",2300,20,119,436,713,489,26,497
"Viudo(a) (040)",1239,69,156,273,219,104,41,377
"De 20 a 24 años (043)",2,,,,,,,2
"De 25 a 29 años (044)",7,,,,,,6,1
"De 30 a 34 años (045)",18,,,,,4,8,6
"De 35 a 39 años (046)",26,,,,,10,11,5
"De 40 a 44 años (047)",35,,,,3,15,8,9
"De 45 a 49 años (048)",36,,,,3,15,7,11
"De 50 y más años (049)",1115,69,156,273,213,60,1,343
"Divorciado(a) (050)",30,,,4,5,7,5,9
"De 20 a 24 años (053)",2,,,,,,1,1
"De 30 a 34 años (055)",1,,,,,,1,
