"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Enseñanza (016)",335,6,296,2,11,,,1,,19,,
"Servicios sociales y de salud (017)",139,,36,67,9,7,,,3,17,,
"Otras activ. serv.comun.soc y personales (018)",343,,17,69,14,71,,4,1,167,,
"Hogares privados con servicio doméstico (019)",387,,,,,1,,,,386,,
"Actividad economica no especificada (021)",984,,1,4,24,,,,3,27,,925
"Hombres (022)",21646,16,244,579,354,976,4292,2296,1922,10408,21,538
"Agric., ganadería, caza y silvicultura (023)",12892,,32,182,55,,4273,118,152,8080,,
"Pesca (024)",104,,,,,,19,,,85,,
"Explotación de minas y canteras (025)",82,,1,1,1,,,44,4,31,,
"Industrias manufactureras (026)",2759,,22,102,83,16,,1812,117,607,,
"Suministro de electricidad, gas y agua (027)",41,,2,5,4,,,5,11,14,,
"Construcción (028)",1230,,6,17,3,,,39,601,564,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1338,,7,55,14,690,,255,34,283,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",244,,,9,1,28,,191,10,5,,
"Comercio al por mayor (031)",135,,2,15,8,67,,4,9,30,,
"Comercio al por menor (032)",959,,5,31,5,595,,60,15,248,,
"Hoteles y restaurantes (033)",188,,1,11,1,98,,1,1,75,,
"Trans., almac. y comunicaciones (034)",1349,,2,12,51,,,4,965,315,,
"Intermediación financiera (035)",18,,1,3,13,,,,,1,,
"Activid.inmobil., empres. y alquileres (036)",479,,34,90,40,145,,8,25,137,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",170,12,9,12,57,12,,6,5,36,21,
"Enseñanza (038)",123,4,94,2,7,,,1,,15,,
"Servicios sociales y de salud (039)",66,,17,26,5,2,,,3,13,,
"Otras activ. serv.comun.soc y personales (040)",211,,15,59,6,13,,3,1,114,,
"Hogares privados con servicio doméstico (041)",21,,,,,,,,,21,,
"Actividad economica no especificada (043)",575,,1,2,14,,,,3,17,,538
"Mujeres (044)",8700,5,262,226,204,1553,558,1287,53,4165,,387
"Agric., ganadería, caza y silvicultura (045)",3275,,6,40,5,,557,60,4,2603,,
"Pesca (046)",5,,,,,,1,,,4,,
"Explotación de minas y canteras (047)",5,,1,,2,,,1,,1,,
"Industrias manufactureras (048)",1698,,5,36,31,3,,1215,15,393,,
"Suministro de electricidad, gas y agua (049)",4,,1,,1,,,,1,1,,
"Construcción (050)",129,,,,,,,,13,116,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1473,,7,29,12,1150,,9,3,263,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",22,,1,,1,13,,7,,,,
"Comercio al por mayor (053)",82,,,10,4,55,,2,,11,,
"Comercio al por menor (054)",1369,,6,19,7,1082,,,3,252,,
"Hoteles y restaurantes (055)",597,,1,19,7,331,,,,239,,
"Trans., almac. y comunicaciones (056)",80,,1,11,12,1,,,12,43,,
"Intermediación financiera (057)",22,,,6,16,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",156,,14,30,56,4,,1,2,49,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",64,3,3,2,36,,,,3,17,,
"Enseñanza (060)",212,2,202,,4,,,,,4,,
"Servicios sociales y de salud (061)",73,,19,41,4,5,,,,4,,
"Otras activ. serv.comun.soc y personales (062)",132,,2,10,8,58,,1,,53,,
"Hogares privados con servicio doméstico (063)",366,,,,,1,,,,365,,
"Actividad economica no especificada (065)",409,,,2,10,,,,,10,,387
,,,,,,,,,,,,
"URBANA (066)",23837,17,407,733,516,2296,3108,3374,1716,10928,20,722
"Agric., ganadería, caza y silvicultura (067)",11245,,24,199,57,,3088,173,135,7569,,
"Pesca (068)",58,,,,,,20,,,38,,
"Explotación de minas y canteras (069)",77,,2,1,2,,,42,4,26,,
"Industrias manufactureras (070)",4135,,25,130,109,15,,2866,102,888,,
"Suministro de electricidad, gas y agua (071)",40,,3,5,4,,,5,10,13,,
"Construcción (072)",1097,,5,14,2,,,33,552,491,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2566,,13,79,26,1657,,236,35,520,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",230,,1,9,2,30,,174,10,4,,
"Comercio al por mayor (075)",201,,2,22,12,111,,5,9,40,,
"Comercio al por menor (076)",2135,,10,48,12,1516,,57,16,476,,
"Hoteles y restaurantes (077)",741,,1,29,7,403,,1,1,299,,
"Trans., almac. y comunicaciones (078)",1267,,3,21,61,1,,4,841,336,,
"Intermediación financiera (079)",37,,1,8,27,,,,,1,,
"Activid.inmobil., empres. y alquileres (080)",568,,34,108,84,137,,5,23,177,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",206,11,10,13,86,11,,5,6,44,20,
"Enseñanza (082)",274,6,238,2,9,,,1,,18,,
"Servicios sociales y de salud (083)",119,,31,55,8,7,,,3,15,,
"Otras activ. serv.comun.soc y personales (084)",306,,16,65,10,64,,3,1,147,,
"Hogares privados con servicio doméstico (085)",325,,,,,1,,,,324,,
"Actividad economica no especificada (087)",776,,1,4,24,,,,3,22,,722
"Hombres (088)",16363,13,204,532,333,880,2652,2138,1677,7500,20,414
"Agric., ganadería, caza y silvicultura (089)",8662,,20,161,54,,2633,113,132,5549,,
"Pesca (090)",53,,,,,,19,,,34,,
"Explotación de minas y canteras (091)",72,,1,1,,,,41,4,25,,
"Industrias manufactureras (092)",2539,,20,98,80,12,,1702,95,532,,
"Suministro de electricidad, gas y agua (093)",37,,2,5,3,,,5,10,12,,
"Construcción (094)",998,,5,14,2,,,33,541,403,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1213,,7,53,14,614,,227,32,266,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",210,,,9,1,19,,167,10,4,,
"Comercio al por mayor (097)",126,,2,14,8,60,,3,9,30,,
"Comercio al por menor (098)",877,,5,30,5,535,,57,13,232,,
"Hoteles y restaurantes (099)",181,,,11,1,95,,1,1,72,,
"Trans., almac. y comunicaciones (100)",1189,,2,11,49,,,4,830,293,,
"Intermediación financiera (101)",16,,1,2,12,,,,,1,,
"Activid.inmobil., empres. y alquileres (102)",439,,29,83,39,133,,4,21,130,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",153,9,8,11,53,11,,5,4,32,20,
"Enseñanza (104)",103,4,77,2,5,,,1,,14,,
"Servicios sociales y de salud (105)",59,,16,22,4,2,,,3,12,,
"Otras activ. serv.comun.soc y personales (106)",186,,15,56,3,13,,2,1,96,,
"Hogares privados con servicio doméstico (107)",16,,,,,,,,,16,,
"Actividad economica no especificada (109)",447,,1,2,14,,,,3,13,,414
"Mujeres (110)",7474,4,203,201,183,1416,456,1236,39,3428,,308
"Agric., ganadería, caza y silvicultura (111)",2583,,4,38,3,,455,60,3,2020,,
"Pesca (112)",5,,,,,,1,,,4,,
"Explotación de minas y canteras (113)",5,,1,,2,,,1,,1,,
"Industrias manufactureras (114)",1596,,5,32,29,3,,1164,7,356,,
"Suministro de electricidad, gas y agua (115)",3,,1,,1,,,,,1,,
"Construcción (116)",99,,,,,,,,11,88,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1353,,6,26,12,1043,,9,3,254,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",20,,1,,1,11,,7,,,,
"Comercio al por mayor (119)",75,,,8,4,51,,2,,10,,
"Comercio al por menor (120)",1258,,5,18,7,981,,,3,244,,
"Hoteles y restaurantes (121)",560,,1,18,6,308,,,,227,,
"Trans., almac. y comunicaciones (122)",78,,1,10,12,1,,,11,43,,
"Intermediación financiera (123)",21,,,6,15,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",129,,5,25,45,4,,1,2,47,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",53,2,2,2,33,,,,2,12,,
"Enseñanza (126)",171,2,161,,4,,,,,4,,
"Servicios sociales y de salud (127)",60,,15,33,4,5,,,,3,,
"Otras activ. serv.comun.soc y personales (128)",120,,1,9,7,51,,1,,51,,
"Hogares privados con servicio doméstico (129)",309,,,,,1,,,,308,,
"Actividad economica no especificada (131)",329,,,2,10,,,,,9,,308
,,,,,,,,,,,,
"RURAL (132)",6509,4,99,72,42,233,1742,209,259,3645,1,203
"Agric., ganadería, caza y silvicultura (133)",4922,,14,23,3,,1742,5,21,3114,,
"Pesca (134)",51,,,,,,,,,51,,
"Explotación de minas y canteras (135)",10,,,,1,,,3,,6,,
"Industrias manufactureras (136)",322,,2,8,5,4,,161,30,112,,
"Suministro de electricidad, gas y agua (137)",5,,,,1,,,,2,2,,
"Construcción (138)",262,,1,3,1,,,6,62,189,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",245,,1,5,,183,,28,2,26,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",36,,,,,11,,24,,1,,
"Comercio al por mayor (141)",16,,,3,,11,,1,,1,,
"Comercio al por menor (142)",193,,1,2,,161,,3,2,24,,
"Hoteles y restaurantes (143)",44,,1,1,1,26,,,,15,,
"Trans., almac. y comunicaciones (144)",162,,,2,2,,,,136,22,,
"Intermediación financiera (145)",3,,,1,2,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",67,,14,12,12,12,,4,4,9,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",28,4,2,1,7,1,,1,2,9,1,
"Enseñanza (148)",61,,58,,2,,,,,1,,
"Servicios sociales y de salud (149)",20,,5,12,1,,,,,2,,
"Otras activ. serv.comun.soc y personales (150)",37,,1,4,4,7,,1,,20,,
"Hogares privados con servicio doméstico (151)",62,,,,,,,,,62,,
"Actividad economica no especificada (153)",208,,,,,,,,,5,,203
"Hombres (154)",5283,3,40,47,21,96,1640,158,245,2908,1,124
"Agric., ganadería, caza y silvicultura (155)",4230,,12,21,1,,1640,5,20,2531,,
"Pesca (156)",51,,,,,,,,,51,,
"Explotación de minas y canteras (157)",10,,,,1,,,3,,6,,
"Industrias manufactureras (158)",220,,2,4,3,4,,110,22,75,,
"Suministro de electricidad, gas y agua (159)",4,,,,1,,,,1,2,,
"Construcción (160)",232,,1,3,1,,,6,60,161,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",125,,,2,,76,,28,2,17,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",34,,,,,9,,24,,1,,
"Comercio al por mayor (163)",9,,,1,,7,,1,,,,
"Comercio al por menor (164)",82,,,1,,60,,3,2,16,,
"Hoteles y restaurantes (165)",7,,1,,,3,,,,3,,
"Trans., almac. y comunicaciones (166)",160,,,1,2,,,,135,22,,
"Intermediación financiera (167)",2,,,1,1,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",40,,5,7,1,12,,4,4,7,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",17,3,1,1,4,1,,1,1,4,1,
"Enseñanza (170)",20,,17,,2,,,,,1,,
"Servicios sociales y de salud (171)",7,,1,4,1,,,,,1,,
"Otras activ. serv.comun.soc y personales (172)",25,,,3,3,,,1,,18,,
"Hogares privados con servicio doméstico (173)",5,,,,,,,,,5,,
"Actividad economica no especificada (175)",128,,,,,,,,,4,,124
"Mujeres (176)",1226,1,59,25,21,137,102,51,14,737,,79
"Agric., ganadería, caza y silvicultura (177)",692,,2,2,2,,102,,1,583,,
"Industrias manufactureras (180)",102,,,4,2,,,51,8,37,,
"Suministro de electricidad, gas y agua (181)",1,,,,,,,,1,,,
"Construcción (182)",30,,,,,,,,2,28,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",120,,1,3,,107,,,,9,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,,,2,,,,,,
"Comercio al por mayor (185)",7,,,2,,4,,,,1,,
"Comercio al por menor (186)",111,,1,1,,101,,,,8,,
"Hoteles y restaurantes (187)",37,,,1,1,23,,,,12,,
"Trans., almac. y comunicaciones (188)",2,,,1,,,,,1,,,
"Intermediación financiera (189)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",27,,9,5,11,,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",11,1,1,,3,,,,1,5,,
"Enseñanza (192)",41,,41,,,,,,,,,
"Servicios sociales y de salud (193)",13,,4,8,,,,,,1,,
"Otras activ. serv.comun.soc y personales (194)",12,,1,1,1,7,,,,2,,
"Hogares privados con servicio doméstico (195)",57,,,,,,,,,57,,
"Actividad economica no especificada (197)",80,,,,,,,,,1,,79
