"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia AYABACA (000)",45560,44409,13653,4205,4155,3904,6243,4834,3748,3667,1151,156893
"De 12 a 14 años (001)",5745,5716,5695,19,2,,,,,,29,23
"De 15 a 19 años (002)",6299,6199,5210,768,190,27,4,,,,100,1245
"De 20 a 24 años (003)",4552,4227,1261,1313,982,469,185,17,,,325,5563
"De 25 a 29 años (004)",4207,3964,432,760,962,846,851,107,6,,243,9613
"De 30 a 34 años (005)",3923,3801,228,415,657,756,1159,477,96,13,122,13072
"De 35 a 39 años (006)",3824,3748,147,253,443,578,1081,843,322,81,76,16712
"De 40 a 44 años (007)",3317,3268,114,173,250,377,809,756,492,297,49,17732
"De 45 a 49 años (008)",2876,2829,98,119,178,250,605,626,524,429,47,17251
"De 50 y más años (009)",10817,10657,468,385,491,601,1549,2008,2308,2847,160,75682
"Conviviente (010)",9143,8958,694,1647,1561,1294,1730,974,622,436,185,32850
"De 12 a 14 años (011)",64,37,29,7,1,,,,,,27,9
"De 15 a 19 años (012)",950,876,288,443,123,20,2,,,,74,757
"De 20 a 24 años (013)",1649,1611,157,603,495,264,83,9,,,38,2786
"De 25 a 29 años (014)",1551,1529,63,292,411,368,364,29,2,,22,3998
"De 30 a 34 años (015)",1237,1229,40,140,234,258,383,138,31,5,8,4247
"De 35 a 39 años (016)",1032,1028,18,60,139,151,334,235,78,13,4,4595
"De 40 a 44 años (017)",748,747,16,34,47,97,201,187,117,48,1,4049
"De 45 a 49 años (018)",570,568,14,19,46,51,134,117,108,79,2,3433
"De 50 y más años (019)",1342,1333,69,49,65,85,229,259,286,291,9,8976
"Separado(a) (020)",1075,1052,21,217,212,115,201,132,84,70,23,4246
"De 12 a 14 años (021)",3,2,2,,,,,,,,1,
"De 15 a 19 años (022)",45,39,3,33,2,1,,,,,6,40
