"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia GRAU (000)",21508,6172,4926,4183,3753,2474
"Sin nivel (001)",3626,109,213,598,1229,1477
"Educación inicial (002)",482,459,12,11,,
"Primaria (003)",9362,4696,911,1418,1511,826
"Secundaria (004)",6015,908,3009,1324,645,129
"Superior no univ. incompleta (005)",516,,290,173,47,6
"Superior no univ. completa (006)",873,,242,418,190,23
"Superior univ. incompleta (007)",265,,157,75,28,5
"Superior univ. completa (008)",369,,92,166,103,8
"PEA (010)",6167,76,1632,2206,1651,602
"Sin nivel (011)",734,1,52,157,290,234
"Educación inicial (012)",8,,3,5,,
"Primaria (013)",1941,53,268,625,688,307
"Secundaria (014)",2119,22,942,729,370,56
"Superior no univ. incompleta (015)",251,,89,124,37,1
"Superior no univ. completa (016)",686,,169,355,160,2
"Superior univ. incompleta (017)",109,,31,56,21,1
"Superior univ. completa (018)",319,,78,155,85,1
"Ocupada (020)",5790,73,1443,2082,1603,589
"Sin nivel (021)",715,1,51,147,285,231
"Educación inicial (022)",8,,3,5,,
"Primaria (023)",1843,50,238,587,670,298
"Secundaria (024)",1934,22,825,682,350,55
"Superior no univ. incompleta (025)",232,,79,116,36,1
"Superior no univ. completa (026)",651,,149,342,158,2
"Superior univ. incompleta (027)",102,,27,54,20,1
"Superior univ. completa (028)",305,,71,149,84,1
"Desocupada (030)",377,3,189,124,48,13
"Sin nivel (031)",19,,1,10,5,3
"Primaria (033)",98,3,30,38,18,9
