"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CHOTA (000)",46956,5470,8340,23086,585,6841,638,1996
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",76,75,,,1,,,
"Profes., científicos e intelectuales (002)",3221,2951,,256,11,3,,
"Técnicos de nivel medio y trab. asimilados (003)",753,552,,157,19,23,2,
"Jefes y empleados de oficina (004)",680,671,,6,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2368,379,21,1629,67,272,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",18465,1,,18047,417,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1789,,379,1251,24,135,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1501,210,468,767,28,28,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",14832,299,7315,437,5,6140,636,
"Otra (010)",138,138,,,,,,
"Ocupación no especificada (011)",1137,194,157,536,13,237,,
"Desocupado (012)",1996,,,,,,,1996
"Hombres (013)",37025,3324,7611,19284,511,4640,34,1621
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",58,57,,,1,,,
"Profes., científicos e intelectuales (015)",1925,1775,,143,7,,,
"Técnicos de nivel medio y trab. asimilados (016)",481,325,,124,13,18,1,
"Jefes y empleados de oficina (017)",394,389,,3,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",1090,213,9,762,45,61,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",17057,1,,16666,390,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",1001,,322,605,20,54,,
"Obreros construc.,conf.,papel, fab., instr. (021)",1401,210,463,687,28,13,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",11514,153,6722,156,2,4448,33,
"Otra (023)",136,136,,,,,,
"Ocupación no especificada (024)",347,65,95,138,5,44,,
"Desocupado (025)",1621,,,,,,,1621
"Mujeres (026)",9931,2146,729,3802,74,2201,604,375
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",18,18,,,,,,
"Profes., científicos e intelectuales (028)",1296,1176,,113,4,3,,
"Técnicos de nivel medio y trab. asimilados (029)",272,227,,33,6,5,1,
"Jefes y empleados de oficina (030)",286,282,,3,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1278,166,12,867,22,211,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",1408,,,1381,27,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",788,,57,646,4,81,,
"Obreros construc.,conf.,papel, fab., instr. (034)",100,,5,80,,15,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",3318,146,593,281,3,1692,603,
"Otra (036)",2,2,,,,,,
"Ocupación no especificada (037)",790,129,62,398,8,193,,
"Desocupado (038)",375,,,,,,,375
,,,,,,,,
"URBANA (039)",12052,4164,1257,4757,196,764,357,557
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",59,58,,,1,,,
"Profes., científicos e intelectuales (041)",2498,2316,,168,11,3,,
"Técnicos de nivel medio y trab. asimilados (042)",568,405,,130,15,16,2,
"Jefes y empleados de oficina (043)",530,523,,5,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1720,261,11,1174,55,219,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1839,,,1780,59,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",750,,154,556,17,23,,
"Obreros construc.,conf.,papel, fab., instr. (047)",864,134,240,458,21,11,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",2098,211,802,303,5,422,355,
"Otra (049)",130,130,,,,,,
"Ocupación no especificada (050)",439,126,50,183,12,68,,
"Desocupado (051)",557,,,,,,,557
"Hombres (052)",7796,2406,1106,3368,143,382,21,370
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",44,43,,,1,,,
"Profes., científicos e intelectuales (054)",1427,1323,,97,7,,,
"Técnicos de nivel medio y trab. asimilados (055)",338,214,,101,10,12,1,
"Jefes y empleados de oficina (056)",280,276,,3,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",792,142,4,561,36,49,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1643,,,1595,48,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",570,,124,415,14,17,,
"Obreros construc.,conf.,papel, fab., instr. (060)",845,134,239,441,21,10,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",1197,97,707,93,2,278,20,
"Otra (062)",128,128,,,,,,
"Ocupación no especificada (063)",162,49,32,62,4,15,,
"Desocupado (064)",370,,,,,,,370
"Mujeres (065)",4256,1758,151,1389,53,382,336,187
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",15,15,,,,,,
"Profes., científicos e intelectuales (067)",1071,993,,71,4,3,,
"Técnicos de nivel medio y trab. asimilados (068)",230,191,,29,5,4,1,
"Jefes y empleados de oficina (069)",250,247,,2,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",928,119,7,613,19,170,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",196,,,185,11,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",180,,30,141,3,6,,
"Obreros construc.,conf.,papel, fab., instr. (073)",19,,1,17,,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",901,114,95,210,3,144,335,
"Otra (075)",2,2,,,,,,
"Ocupación no especificada (076)",277,77,18,121,8,53,,
"Desocupado (077)",187,,,,,,,187
,,,,,,,,
"RURAL (078)",34904,1306,7083,18329,389,6077,281,1439
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",17,17,,,,,,
"Profes., científicos e intelectuales (080)",723,635,,88,,,,
"Técnicos de nivel medio y trab. asimilados (081)",185,147,,27,4,7,,
"Jefes y empleados de oficina (082)",150,148,,1,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",648,118,10,455,12,53,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",16626,1,,16267,358,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",1039,,225,695,7,112,,
"Obreros construc.,conf.,papel, fab., instr. (086)",637,76,228,309,7,17,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",12734,88,6513,134,,5718,281,
"Otra (088)",8,8,,,,,,
"Ocupación no especificada (089)",698,68,107,353,1,169,,
"Desocupado (090)",1439,,,,,,,1439
"Hombres (091)",29229,918,6505,15916,368,4258,13,1251
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",14,14,,,,,,
"Profes., científicos e intelectuales (093)",498,452,,46,,,,
"Técnicos de nivel medio y trab. asimilados (094)",143,111,,23,3,6,,
"Jefes y empleados de oficina (095)",114,113,,,,1,,
