"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUALLAGA (000)",9304,8154,648,213,289
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",16,1,1,2,12
"Profes., científicos e intelectuales (002)",409,125,88,133,63
"Técnicos de nivel medio y trab. asimilados (003)",141,60,14,16,51
"Jefes y empleados de oficina (004)",126,28,10,11,77
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",477,448,16,3,10
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4488,4290,193,5,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",215,201,10,1,3
"Obreros construc.,conf.,papel, fab., instr. (008)",301,257,24,10,10
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",2913,2569,284,29,31
"Otra (010)",28,,,,28
"Ocupación no especificada (011)",190,175,8,3,4
"Hombres (012)",7257,6427,537,123,170
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",14,,1,2,11
"Profes., científicos e intelectuales (014)",220,64,56,64,36
"Técnicos de nivel medio y trab. asimilados (015)",74,36,12,12,14
"Jefes y empleados de oficina (016)",56,10,3,5,38
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",222,204,7,3,8
"Agricult.trabaj.calif.agrop.y pesqueros (018)",4234,4051,178,5,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",182,170,8,1,3
"Obreros construc.,conf.,papel, fab., instr. (020)",299,255,24,10,10
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1880,1596,242,19,23
"Otra (022)",26,,,,26
"Ocupación no especificada (023)",50,41,6,2,1
"Mujeres (024)",2047,1727,111,90,119
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",2,1,,,1
"Profes., científicos e intelectuales (026)",189,61,32,69,27
"Técnicos de nivel medio y trab. asimilados (027)",67,24,2,4,37
"Jefes y empleados de oficina (028)",70,18,7,6,39
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",255,244,9,,2
"Agricult.trabaj.calif.agrop.y pesqueros (030)",254,239,15,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",33,31,2,,
"Obreros construc.,conf.,papel, fab., instr. (032)",2,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1033,973,42,10,8
"Otra (034)",2,,,,2
