"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",140,134,2,1,3
,,,,,
"URBANA (036)",4969,4118,373,200,278
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",15,1,1,2,11
"Profes., científicos e intelectuales (038)",362,97,76,129,60
"Técnicos de nivel medio y trab. asimilados (039)",135,58,14,15,48
"Jefes y empleados de oficina (040)",124,27,10,11,76
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",416,392,12,3,9
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1936,1816,115,5,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",201,189,10,,2
"Obreros construc.,conf.,papel, fab., instr. (044)",278,239,21,8,10
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1382,1219,109,24,30
"Otra (046)",28,,,,28
"Ocupación no especificada (047)",92,80,5,3,4
"Hombres (048)",3633,3065,291,112,165
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",13,,1,2,10
"Profes., científicos e intelectuales (050)",197,47,52,62,36
"Técnicos de nivel medio y trab. asimilados (051)",70,35,12,11,12
"Jefes y empleados de oficina (052)",56,10,3,5,38
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",190,174,5,3,8
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1810,1705,100,5,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",169,159,8,,2
"Obreros construc.,conf.,papel, fab., instr. (056)",276,237,21,8,10
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",785,664,85,14,22
"Otra (058)",26,,,,26
"Ocupación no especificada (059)",41,34,4,2,1
"Mujeres (060)",1336,1053,82,88,113
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",2,1,,,1
"Profes., científicos e intelectuales (062)",165,50,24,67,24
"Técnicos de nivel medio y trab. asimilados (063)",65,23,2,4,36
"Jefes y empleados de oficina (064)",68,17,7,6,38
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",226,218,7,,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",126,111,15,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",32,30,2,,
"Obreros construc.,conf.,papel, fab., instr. (068)",2,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",597,555,24,10,8
"Otra (070)",2,,,,2
"Ocupación no especificada (071)",51,46,1,1,3
,,,,,
"RURAL (072)",4335,4036,275,13,11
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",1,,,,1
"Profes., científicos e intelectuales (074)",47,28,12,4,3
"Técnicos de nivel medio y trab. asimilados (075)",6,2,,1,3
"Jefes y empleados de oficina (076)",2,1,,,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",61,56,4,,1
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2552,2474,78,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",14,12,,1,1
"Obreros construc.,conf.,papel, fab., instr. (080)",23,18,3,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1531,1350,175,5,1
"Ocupación no especificada (083)",98,95,3,,
"Hombres (084)",3624,3362,246,11,5
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",1,,,,1
"Profes., científicos e intelectuales (086)",23,17,4,2,
"Técnicos de nivel medio y trab. asimilados (087)",4,1,,1,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",32,30,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2424,2346,78,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",13,11,,1,1
"Obreros construc.,conf.,papel, fab., instr. (092)",23,18,3,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1095,932,157,5,1
"Ocupación no especificada (095)",9,7,2,,
"Mujeres (096)",711,674,29,2,6
"Profes., científicos e intelectuales (098)",24,11,8,2,3
"Técnicos de nivel medio y trab. asimilados (099)",2,1,,,1
"Jefes y empleados de oficina (100)",2,1,,,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",29,26,2,,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",128,128,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",436,418,18,,
"Ocupación no especificada (107)",89,88,1,,
