"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MOHO (000)",11072,596,855,5900,58,3616,47
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",22,22,,,,,
"Profes., científicos e intelectuales (002)",322,279,,37,1,5,
"Técnicos de nivel medio y trab. asimilados (003)",51,32,,18,,1,
"Jefes y empleados de oficina (004)",135,133,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",473,22,1,376,1,73,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",5067,,1,5013,51,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",161,,40,104,,17,
"Obreros construc.,conf., papel, fab., instr. (008)",182,18,79,78,4,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",4417,27,704,172,,3467,47
"Otra (010)",39,39,,,,,
"Ocupación no especificada (011)",203,24,30,102,1,46,
"Hombres (012)",6130,448,570,3770,34,1301,7
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",17,17,,,,,
"Profes., científicos e intelectuales (014)",233,212,,17,,4,
"Técnicos de nivel medio y trab. asimilados (015)",40,23,,16,,1,
"Jefes y empleados de oficina (016)",98,97,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",183,13,,153,,17,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",3351,,1,3317,31,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",123,,38,76,,9,
"Obreros construc.,conf., papel, fab., instr. (020)",180,18,79,77,3,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",1778,15,428,72,,1256,7
"Otra (022)",39,39,,,,,
"Ocupación no especificada (023)",88,14,24,42,,8,
"Mujeres (024)",4942,148,285,2130,24,2315,40
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",5,5,,,,,
"Profes., científicos e intelectuales (026)",89,67,,20,1,1,
"Técnicos de nivel medio y trab. asimilados (027)",11,9,,2,,,
"Jefes y empleados de oficina (028)",37,36,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",290,9,1,223,1,56,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",1716,,,1696,20,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",38,,2,28,,8,
"Obreros construc.,conf., papel, fab., instr. (032)",2,,,1,1,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",2639,12,276,100,,2211,40
"Ocupación no especificada (035)",115,10,6,60,1,38,
,,,,,,,
"URBANA (036)",2828,383,135,1644,14,632,20
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",8,8,,,,,
"Profes., científicos e intelectuales (038)",196,174,,19,,3,
"Técnicos de nivel medio y trab. asimilados (039)",36,24,,11,,1,
"Jefes y empleados de oficina (040)",82,82,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",359,13,,291,1,54,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",1123,,,1112,10,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",78,,14,50,,14,
"Obreros construc.,conf., papel, fab., instr. (044)",87,11,37,37,2,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",733,19,60,84,,550,20
"Otra (046)",36,36,,,,,
"Ocupación no especificada (047)",90,16,24,40,1,9,
"Hombres (048)",1637,276,119,995,7,235,5
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",4,4,,,,,
"Profes., científicos e intelectuales (050)",138,126,,9,,3,
"Técnicos de nivel medio y trab. asimilados (051)",29,19,,9,,1,
"Jefes y empleados de oficina (052)",51,51,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",128,8,,108,,12,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",760,,,754,5,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",62,,14,40,,8,
"Obreros construc.,conf., papel, fab., instr. (056)",86,11,37,36,2,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",295,10,49,25,,206,5
"Otra (058)",36,36,,,,,
"Ocupación no especificada (059)",48,11,19,14,,4,
"Mujeres (060)",1191,107,16,649,7,397,15
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",4,4,,,,,
"Profes., científicos e intelectuales (062)",58,48,,10,,,
"Técnicos de nivel medio y trab. asimilados (063)",7,5,,2,,,
"Jefes y empleados de oficina (064)",31,31,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",231,5,,183,1,42,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",363,,,358,5,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",16,,,10,,6,
"Obreros construc.,conf., papel, fab., instr. (068)",1,,,1,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",438,9,11,59,,344,15
"Ocupación no especificada (071)",42,5,5,26,1,5,
,,,,,,,
"RURAL (072)",8244,213,720,4256,44,2984,27
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",14,14,,,,,
"Profes., científicos e intelectuales (074)",126,105,,18,1,2,
"Técnicos de nivel medio y trab. asimilados (075)",15,8,,7,,,
"Jefes y empleados de oficina (076)",53,51,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",114,9,1,85,,19,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",3944,,1,3901,41,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",83,,26,54,,3,
"Obreros construc.,conf., papel, fab., instr. (080)",95,7,42,41,2,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",3684,8,644,88,,2917,27
"Otra (082)",3,3,,,,,
"Ocupación no especificada (083)",113,8,6,62,,37,
"Hombres (084)",4493,172,451,2775,27,1066,2
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",13,13,,,,,
"Profes., científicos e intelectuales (086)",95,86,,8,,1,
"Técnicos de nivel medio y trab. asimilados (087)",11,4,,7,,,
"Jefes y empleados de oficina (088)",47,46,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",55,5,,45,,5,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",2591,,1,2563,26,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",61,,24,36,,1,
"Obreros construc.,conf., papel, fab., instr. (092)",94,7,42,41,1,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",1483,5,379,47,,1050,2
"Otra (094)",3,3,,,,,
"Ocupación no especificada (095)",40,3,5,28,,4,
"Mujeres (096)",3751,41,269,1481,17,1918,25
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
"Profes., científicos e intelectuales (098)",31,19,,10,1,1,
"Técnicos de nivel medio y trab. asimilados (099)",4,4,,,,,
"Jefes y empleados de oficina (100)",6,5,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",59,4,1,40,,14,
