"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHACHAPOYAS (000)",19163,18672,5573,2950,2783,1943,2531,1496,850,546,491,48340
"De 12 a 14 años (001)",1733,1728,1722,5,1,,,,,,5,7
"De 15 a 19 años (002)",2421,2388,2075,279,30,4,,,,,33,351
"De 20 a 24 años (003)",2245,2108,913,808,308,61,15,3,,,137,1689
"De 25 a 29 años (004)",1909,1810,314,655,504,221,107,7,2,,99,2846
"De 30 a 34 años (005)",1790,1730,126,417,543,350,255,33,4,2,60,3912
"De 35 a 39 años (006)",1756,1712,82,256,483,382,368,107,28,6,44,4957
"De 40 a 44 años (007)",1576,1547,68,155,311,296,425,199,76,17,29,5631
"De 45 a 49 años (008)",1234,1220,63,103,220,196,327,204,74,33,14,4868
"De 50 y más años (009)",4499,4429,210,272,383,433,1034,943,666,488,70,24079
"Conviviente (010)",4012,3932,368,1128,952,548,550,239,103,44,80,9982
"De 12 a 14 años (011)",12,7,6,1,,,,,,,5,1
"De 15 a 19 años (012)",296,273,95,155,20,3,,,,,23,204
"De 20 a 24 años (013)",793,769,125,422,181,32,8,1,,,24,919
"De 25 a 29 años (014)",793,788,71,286,267,120,43,1,,,5,1369
"De 30 a 34 años (015)",662,657,27,148,220,145,107,8,2,,5,1547
"De 35 a 39 años (016)",493,487,17,53,147,117,111,31,9,2,6,1484
"De 40 a 44 años (017)",335,330,4,24,57,66,103,51,22,3,5,1333
"De 45 a 49 años (018)",216,215,4,20,28,32,72,39,14,6,1,926
"De 50 y más años (019)",412,406,19,19,32,33,106,108,56,33,6,2199
"Separado(a) (020)",537,531,11,111,116,83,89,70,36,15,6,1898
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
"De 15 a 19 años (022)",11,10,2,7,1,,,,,,1,9
"De 20 a 24 años (023)",34,32,2,21,9,,,,,,2,39
