"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 25 a 29 años (044)",110,,,,,5,67,38
"De 30 a 34 años (045)",203,,,,,58,90,55
"De 35 a 39 años (046)",307,,,,6,133,87,81
"De 40 a 44 años (047)",495,,,,54,261,79,101
"De 45 a 49 años (048)",774,,,8,207,358,46,155
"De 50 y más años (049)",15524,1734,3377,4042,2386,561,18,3406
"Divorciado(a) (050)",2204,27,110,299,511,509,197,551
"De 15 a 19 años (052)",9,,,,,,2,7
"De 20 a 24 años (053)",19,,,,,,8,11
"De 25 a 29 años (054)",81,,,,,10,40,31
"De 30 a 34 años (055)",146,,,,,51,45,50
"De 35 a 39 años (056)",203,,,,7,91,52,53
"De 40 a 44 años (057)",293,,,1,42,136,38,76
"De 45 a 49 años (058)",294,,,5,105,115,10,59
"De 50 y más años (059)",1159,27,110,293,357,106,2,264
"Soltero(a) (060)",33111,140,312,750,1591,3304,5343,21671
"De 12 a 14 años (061)",53,,,,,,9,44
"De 15 a 19 años (062)",673,,,,,,430,243
"De 20 a 24 años (063)",7319,,,,,18,1443,5858
"De 25 a 29 años (064)",7324,,,,,319,1440,5565
"De 30 a 34 años (065)",4559,,,,7,607,964,2981
"De 35 a 39 años (066)",3282,,,,65,748,654,1815
"De 40 a 44 años (067)",2568,,,1,204,741,299,1323
"De 45 a 49 años (068)",2071,,,29,363,530,91,1058
"De 50 y más años (069)",5262,140,312,720,952,341,13,2784
,,,,,,,,
"URBANA (080)",223374,2548,7384,16789,26950,43146,64287,62270
"De 12 a 14 años (081)",247,,,,,,23,224
"De 15 a 19 años (082)",4289,,,,,,2388,1901
"De 20 a 24 años (083)",21197,,,,,69,10570,10558
"De 25 a 29 años (084)",27656,,,,,1472,15326,10858
"De 30 a 34 años (085)",27880,,,,10,4497,15333,8040
"De 35 a 39 años (086)",26027,,,,339,7996,11709,5983
"De 40 a 44 años (087)",24054,,,6,1768,10673,6544,5063
"De 45 a 49 años (088)",20940,,,149,4458,10037,2096,4200
"De 50 y más años (089)",71084,2548,7384,16634,20375,8402,298,15443
"Conviviente (090)",69784,105,428,1528,4473,13536,33045,16669
"De 12 a 14 años (091)",165,,,,,,12,153
"De 15 a 19 años (092)",2915,,,,,,1606,1309
"De 20 a 24 años (093)",10425,,,,,33,6861,3531
"De 25 a 29 años (094)",13021,,,,,703,9039,3279
"De 30 a 34 años (095)",12028,,,,1,1990,7524,2513
"De 35 a 39 años (096)",9662,,,,105,2996,4829,1732
"De 40 a 44 años (097)",7268,,,1,483,3159,2329,1296
"De 45 a 49 años (098)",5222,,,32,914,2637,747,892
"De 50 y más años (099)",9078,105,428,1495,2970,2018,98,1964
"Separado(a) (100)",17935,112,434,1368,2692,4501,4404,4424
"De 12 a 14 años (101)",10,,,,,,2,8
"De 15 a 19 años (102)",404,,,,,,233,171
"De 20 a 24 años (103)",1317,,,,,13,866,438
"De 25 a 29 años (104)",1869,,,,,216,1075,578
"De 30 a 34 años (105)",2143,,,,1,593,964,585
"De 35 a 39 años (106)",2244,,,,48,959,701,536
"De 40 a 44 años (107)",2167,,,1,228,1058,420,460
"De 45 a 49 años (108)",1939,,,14,511,896,126,392
"De 50 y más años (109)",5842,112,434,1353,1904,766,17,1256
"Casado(a) (110)",83659,446,2794,8887,15112,19995,20979,15446
"De 12 a 14 años (111)",20,,,,,,,20
"De 15 a 19 años (112)",273,,,,,,117,156
"De 20 a 24 años (113)",2195,,,,,4,1401,790
"De 25 a 29 años (114)",5364,,,,,226,3688,1450
"De 30 a 34 años (115)",8861,,,,1,1203,5764,1893
"De 35 a 39 años (116)",10388,,,,108,3084,5398,1798
"De 40 a 44 años (117)",11306,,,2,759,5336,3384,1825
"De 45 a 49 años (118)",10672,,,61,2366,5511,1077,1657
"De 50 y más años (119)",34580,446,2794,8824,11878,4631,150,5857
"Viudo(a) (120)",17165,1718,3309,3970,2585,1344,420,3819
"De 12 a 14 años (121)",1,,,,,,,1
"De 15 a 19 años (122)",32,,,,,,8,24
"De 20 a 24 años (123)",62,,,,,1,33,28
"De 25 a 29 años (124)",109,,,,,5,66,38
"De 30 a 34 años (125)",198,,,,,58,86,54
"De 35 a 39 años (126)",302,,,,6,131,86,79
"De 40 a 44 años (127)",485,,,,52,255,78,100
"De 45 a 49 años (128)",761,,,8,203,352,45,153
"De 50 y más años (129)",15215,1718,3309,3962,2324,542,18,3342
"Divorciado(a) (130)",2194,27,109,298,508,508,196,548
"De 15 a 19 años (132)",9,,,,,,2,7
"De 20 a 24 años (133)",19,,,,,,8,11
"De 25 a 29 años (134)",81,,,,,10,40,31
"De 30 a 34 años (135)",145,,,,,51,44,50
"De 35 a 39 años (136)",202,,,,7,91,52,52
"De 40 a 44 años (137)",291,,,1,42,135,38,75
"De 45 a 49 años (138)",292,,,5,104,115,10,58
"De 50 y más años (139)",1155,27,109,292,355,106,2,264
"Soltero(a) (140)",32637,140,310,738,1580,3262,5243,21364
"De 12 a 14 años (141)",51,,,,,,9,42
"De 15 a 19 años (142)",656,,,,,,422,234
"De 20 a 24 años (143)",7179,,,,,18,1401,5760
"De 25 a 29 años (144)",7212,,,,,312,1418,5482
"De 30 a 34 años (145)",4505,,,,7,602,951,2945
"De 35 a 39 años (146)",3229,,,,65,735,643,1786
"De 40 a 44 años (147)",2537,,,1,204,730,295,1307
"De 45 a 49 años (148)",2054,,,29,360,526,91,1048
"De 50 y más años (149)",5214,140,310,708,944,339,13,2760
,,,,,,,,
"RURAL (160)",5103,25,140,291,600,1101,1825,1121
"De 12 a 14 años (161)",6,,,,,,1,5
"De 15 a 19 años (162)",166,,,,,,101,65
"De 20 a 24 años (163)",616,,,,,1,394,221
"De 25 a 29 años (164)",674,,,,,42,432,200
"De 30 a 34 años (165)",606,,,,,121,363,122
"De 35 a 39 años (166)",625,,,,7,231,289,98
"De 40 a 44 años (167)",544,,,,33,268,162,81
"De 45 a 49 años (168)",432,,,,82,220,72,58
"De 50 y más años (169)",1434,25,140,291,478,218,11,271
"Conviviente (170)",2256,5,21,38,156,484,1159,393
"De 12 a 14 años (171)",3,,,,,,1,2
"De 15 a 19 años (172)",127,,,,,,81,46
"De 20 a 24 años (173)",379,,,,,,276,103
"De 25 a 29 años (174)",385,,,,,20,289,76
"De 30 a 34 años (175)",337,,,,,71,223,43
"De 35 a 39 años (176)",319,,,,5,118,160,36
"De 40 a 44 años (177)",229,,,,14,108,82,25
"De 45 a 49 años (178)",153,,,,20,79,42,12
"De 50 y más años (179)",324,5,21,38,117,88,5,50
"Separado(a) (180)",312,1,11,20,41,80,85,74
"De 15 a 19 años (182)",13,,,,,,7,6
"De 20 a 24 años (183)",34,,,,,,29,5
"De 25 a 29 años (184)",42,,,,,6,24,12
"De 30 a 34 años (185)",29,,,,,9,11,9
"De 35 a 39 años (186)",32,,,,,15,10,7
"De 40 a 44 años (187)",25,,,,1,17,3,4
"De 45 a 49 años (188)",41,,,,11,19,1,10
"De 50 y más años (189)",96,1,11,20,29,14,,21
"Casado(a) (190)",1706,3,37,140,321,461,471,273
"De 12 a 14 años (191)",1,,,,,,,1
"De 15 a 19 años (192)",8,,,,,,4,4
"De 20 a 24 años (193)",62,,,,,1,47,14
"De 25 a 29 años (194)",134,,,,,9,96,29
"De 30 a 34 años (195)",180,,,,,36,111,33
"De 35 a 39 años (196)",215,,,,2,83,107,23
"De 40 a 44 años (197)",247,,,,16,125,72,34
"De 45 a 49 años (198)",206,,,,43,112,28,23
"De 50 y más años (199)",653,3,37,140,260,95,6,112
"Viudo(a) (200)",345,16,68,80,68,33,9,71
"De 15 a 19 años (202)",1,,,,,,1,
"De 20 a 24 años (203)",1,,,,,,,1
"De 25 a 29 años (204)",1,,,,,,1,
"De 30 a 34 años (205)",5,,,,,,4,1
"De 35 a 39 años (206)",5,,,,,2,1,2
"De 40 a 44 años (207)",10,,,,2,6,1,1
"De 45 a 49 años (208)",13,,,,4,6,1,2
"De 50 y más años (209)",309,16,68,80,62,19,,64
"Divorciado(a) (210)",10,,1,1,3,1,1,3
"De 30 a 34 años (215)",1,,,,,,1,
"De 35 a 39 años (216)",1,,,,,,,1
"De 40 a 44 años (217)",2,,,,,1,,1
"De 45 a 49 años (218)",2,,,,1,,,1
"De 50 y más años (219)",4,,1,1,2,,,
"Soltero(a) (220)",474,,2,12,11,42,100,307
"De 12 a 14 años (221)",2,,,,,,,2
"De 15 a 19 años (222)",17,,,,,,8,9
"De 20 a 24 años (223)",140,,,,,,42,98
"De 25 a 29 años (224)",112,,,,,7,22,83
"De 30 a 34 años (225)",54,,,,,5,13,36
"De 35 a 39 años (226)",53,,,,,13,11,29
"De 40 a 44 años (227)",31,,,,,11,4,16
"De 45 a 49 años (228)",17,,,,3,4,,10
"De 50 y más años (229)",48,,2,12,8,2,,24
