"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia TRUJILLO (000)",329463,111281,61267,114912,6891,8945,12933,13234
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",990,720,,,270,,,
"Profes., científicos e intelectuales (002)",40211,32427,,6809,855,115,5,
"Técnicos de nivel medio y trab. asimilados (003)",23352,15298,,6630,1241,146,37,
"Jefes y empleados de oficina (004)",18184,17935,,125,1,123,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",62600,21391,762,34215,1684,4540,8,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",6920,52,107,6351,410,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",45824,,23895,19745,1406,778,,
"Obreros construc.,conf.,papel, fab., instr. (008)",42366,6707,14646,20126,673,213,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",68309,12782,20503,19333,256,2553,12882,
"Otra (010)",1804,1804,,,,,,
"Ocupaciñn no especificada (011)",5669,2165,1354,1578,95,477,,
"Desocupado (012)",13234,,,,,,,13234
"Hombres (013)",205624,60704,52181,75284,4830,3693,505,8427
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",670,474,,,196,,,
"Profes., científicos e intelectuales (015)",19878,14837,,4370,623,48,,
"Técnicos de nivel medio y trab. asimilados (016)",14523,8892,,4698,850,81,2,
"Jefes y empleados de oficina (017)",8936,8829,,55,,52,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",27304,10735,266,14497,824,982,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",6155,47,103,5645,360,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",36974,,19366,15889,1186,533,,
"Obreros construc.,conf.,papel, fab., instr. (021)",41090,6620,14186,19466,642,175,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",36871,7477,17306,9815,106,1665,502,
"Otra (023)",1677,1677,,,,,,
"Ocupaciñn no especificada (024)",3119,1116,954,849,43,157,,
"Desocupado (025)",8427,,,,,,,8427
"Mujeres (026)",123839,50577,9086,39628,2061,5252,12428,4807
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",320,246,,,74,,,
"Profes., científicos e intelectuales (028)",20333,17590,,2439,232,67,5,
"Técnicos de nivel medio y trab. asimilados (029)",8829,6406,,1932,391,65,35,
"Jefes y empleados de oficina (030)",9248,9106,,70,1,71,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",35296,10656,496,19718,860,3558,8,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",765,5,4,706,50,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",8850,,4529,3856,220,245,,
"Obreros construc.,conf.,papel, fab., instr. (034)",1276,87,460,660,31,38,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",31438,5305,3197,9518,150,888,12380,
"Otra (036)",127,127,,,,,,
"Ocupaciñn no especificada (037)",2550,1049,400,729,52,320,,
"Desocupado (038)",4807,,,,,,,4807
,,,,,,,,
"URBANA (039)",322007,110538,59122,111619,6825,8268,12677,12958
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",983,715,,,268,,,
"Profes., científicos e intelectuales (041)",40066,32308,,6787,851,115,5,
"Técnicos de nivel medio y trab. asimilados (042)",23233,15225,,6594,1234,143,37,
"Jefes y empleados de oficina (043)",18083,17836,,125,1,121,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",62007,21210,757,33860,1679,4493,8,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",4656,48,80,4154,374,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",45303,,23549,19584,1398,772,,
"Obreros construc.,conf.,papel, fab., instr. (047)",41726,6614,14394,19836,670,211,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",65623,12647,19017,19133,256,1944,12626,
"Otra (049)",1791,1791,,,,,,
"Ocupaciñn no especificada (050)",5578,2144,1325,1546,94,469,,
"Desocupado (051)",12958,,,,,,,12958
"Hombres (052)",199755,60263,50265,72568,4778,3181,493,8207
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",667,472,,,195,,,
"Profes., científicos e intelectuales (054)",19815,14789,,4359,619,48,,
"Técnicos de nivel medio y trab. asimilados (055)",14444,8852,,4666,846,78,2,
"Jefes y empleados de oficina (056)",8889,8783,,55,,51,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",27100,10646,264,14396,822,972,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",4032,43,78,3581,330,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",36540,,19083,15751,1178,528,,
"Obreros construc.,conf.,papel, fab., instr. (060)",40467,6527,13939,19187,639,174,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",34849,7382,15966,9729,106,1176,490,
"Otra (062)",1666,1666,,,,,,
"Ocupaciñn no especificada (063)",3079,1103,935,844,43,154,,
"Desocupado (064)",8207,,,,,,,8207
"Mujeres (065)",122252,50275,8857,39051,2047,5087,12184,4751
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",316,243,,,73,,,
"Profes., científicos e intelectuales (067)",20251,17519,,2428,232,67,5,
"Técnicos de nivel medio y trab. asimilados (068)",8789,6373,,1928,388,65,35,
"Jefes y empleados de oficina (069)",9194,9053,,70,1,70,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",34907,10564,493,19464,857,3521,8,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",624,5,2,573,44,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",8763,,4466,3833,220,244,,
"Obreros construc.,conf.,papel, fab., instr. (073)",1259,87,455,649,31,37,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",30774,5265,3051,9404,150,768,12136,
"Otra (075)",125,125,,,,,,
"Ocupaciñn no especificada (076)",2499,1041,390,702,51,315,,
"Desocupado (077)",4751,,,,,,,4751
,,,,,,,,
"RURAL (078)",7456,743,2145,3293,66,677,256,276
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",7,5,,,2,,,
"Profes., científicos e intelectuales (080)",145,119,,22,4,,,
"Técnicos de nivel medio y trab. asimilados (081)",119,73,,36,7,3,,
"Jefes y empleados de oficina (082)",101,99,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",593,181,5,355,5,47,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",2264,4,27,2197,36,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",521,,346,161,8,6,,
"Obreros construc.,conf.,papel, fab., instr. (086)",640,93,252,290,3,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",2686,135,1486,200,,609,256,
"Otra (088)",13,13,,,,,,
"Ocupaciñn no especificada (089)",91,21,29,32,1,8,,
