"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia MARISCAL NIETO (000)",20556,140,485,1299,2556,3826,5473,6777
"De 12 a 14 años (001)",24,,,,,,1,23
"De 15 a 19 años (002)",347,,,,,,203,144
"De 20 a 24 años (003)",1859,,,,,5,939,915
"De 25 a 29 años (004)",2633,,,,,174,1406,1053
"De 30 a 34 años (005)",2660,,,,1,512,1286,861
"De 35 a 39 años (006)",2785,,,,60,904,1016,805
"De 40 a 44 años (007)",2311,,,,278,966,467,600
"De 45 a 49 años (008)",1872,,,18,559,691,133,471
"De 50 y más años (009)",6065,140,485,1281,1658,574,22,1905
"Conviviente (010)",6278,10,24,117,341,1063,2771,1952
"De 12 a 14 años (011)",21,,,,,,1,20
"De 15 a 19 años (012)",215,,,,,,122,93
"De 20 a 24 años (013)",981,,,,,4,629,348
"De 25 a 29 años (014)",1317,,,,,81,836,400
"De 30 a 34 años (015)",1173,,,,,225,611,337
"De 35 a 39 años (016)",947,,,,14,285,381,267
"De 40 a 44 años (017)",579,,,,49,231,147,152
"De 45 a 49 años (018)",352,,,3,72,134,40,103
"De 50 y más años (019)",693,10,24,114,206,103,4,232
"Separado(a) (020)",1606,3,24,83,241,380,368,507
"De 15 a 19 años (022)",29,,,,,,15,14
"De 20 a 24 años (023)",87,,,,,,49,38
"De 25 a 29 años (024)",158,,,,,14,88,56
"De 30 a 34 años (025)",211,,,,,60,82,69
"De 35 a 39 años (026)",268,,,,7,103,80,78
"De 40 a 44 años (027)",221,,,,38,99,38,46
"De 45 a 49 años (028)",187,,,1,58,52,12,64
"De 50 y más años (029)",445,3,24,82,138,52,4,142
"Casado(a) (030)",8521,39,214,769,1607,1919,1728,2245
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",22,,,,,,6,16
"De 20 a 24 años (033)",158,,,,,,95,63
"De 25 a 29 años (034)",533,,,,,41,330,162
"De 30 a 34 años (035)",896,,,,,156,486,254
"De 35 a 39 años (036)",1208,,,,29,402,478,299
"De 40 a 44 años (037)",1214,,,,138,532,252,292
"De 45 a 49 años (038)",1090,,,11,355,439,69,216
"De 50 y más años (039)",3399,39,214,758,1085,349,12,942
"Viudo(a) (040)",1368,82,199,254,183,134,37,479
"De 20 a 24 años (043)",4,,,,,,3,1
"De 25 a 29 años (044)",9,,,,,,5,4
"De 30 a 34 años (045)",25,,,,,10,8,7
"De 35 a 39 años (046)",42,,,,1,23,7,11
"De 40 a 44 años (047)",65,,,,10,31,7,17
"De 45 a 49 años (048)",69,,,,26,22,6,15
"De 50 y más años (049)",1154,82,199,254,146,48,1,424
"Divorciado(a) (050)",243,,10,29,65,49,21,69
