"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia SAN MIGUEL (000)",56146,55371,559,216
"Hombres (001)",27819,27558,153,108
"Mujeres (002)",28327,27813,406,108
"Menores de 1 año (003)",914,777,81,56
"Hombres (004)",501,430,41,30
"Mujeres (005)",413,347,40,26
"De 1 a 5 años (006)",5441,5216,87,138
"Hombres (007)",2821,2700,46,75
"Mujeres (008)",2620,2516,41,63
"De 6 a 14 años (009)",11130,11116,10,4
"Hombres (010)",5692,5688,4,
"Mujeres (011)",5438,5428,6,4
"De 15 a 29 años (012)",13463,13451,12,
"Hombres (013)",6785,6780,5,
"Mujeres (014)",6678,6671,7,
"De 30 a 44 años (015)",10841,10818,23,
"Hombres (016)",5236,5230,6,
"Mujeres (017)",5605,5588,17,
"De 45 a 64 años (018)",8905,8833,70,2
"Hombres (019)",4136,4128,8,
"Mujeres (020)",4769,4705,62,2
"De 65 a más años (021)",5452,5160,276,16
"Hombres (022)",2648,2602,43,3
"Mujeres (023)",2804,2558,233,13
,,,,
"URBANA (024)",9072,8991,56,25
"Hombres (025)",4564,4537,17,10
"Mujeres (026)",4508,4454,39,15
"Menores de 1 año (027)",146,126,12,8
"Hombres (028)",82,76,3,3
"Mujeres (029)",64,50,9,5
"De 1 a 5 años (030)",773,751,7,15
"Hombres (031)",418,405,6,7
"Mujeres (032)",355,346,1,8
"De 6 a 14 años (033)",1624,1623,,1
"Hombres (034)",822,822,,
"Mujeres (035)",802,801,,1
"De 15 a 29 años (036)",2108,2107,1,
"Hombres (037)",1074,1074,,
"Mujeres (038)",1034,1033,1,
"De 30 a 44 años (039)",2052,2049,3,
"Hombres (040)",977,976,1,
"Mujeres (041)",1075,1073,2,
"De 45 a 64 años (042)",1532,1526,6,
"Hombres (043)",782,780,2,
"Mujeres (044)",750,746,4,
"De 65 a más años (045)",837,809,27,1
"Hombres (046)",409,404,5,
"Mujeres (047)",428,405,22,1
,,,,
"RURAL (048)",47074,46380,503,191
"Hombres (049)",23255,23021,136,98
"Mujeres (050)",23819,23359,367,93
"Menores de 1 año (051)",768,651,69,48
"Hombres (052)",419,354,38,27
"Mujeres (053)",349,297,31,21
"De 1 a 5 años (054)",4668,4465,80,123
"Hombres (055)",2403,2295,40,68
"Mujeres (056)",2265,2170,40,55
"De 6 a 14 años (057)",9506,9493,10,3
"Hombres (058)",4870,4866,4,
"Mujeres (059)",4636,4627,6,3
"De 15 a 29 años (060)",11355,11344,11,
"Hombres (061)",5711,5706,5,
"Mujeres (062)",5644,5638,6,
"De 30 a 44 años (063)",8789,8769,20,
"Hombres (064)",4259,4254,5,
"Mujeres (065)",4530,4515,15,
"De 45 a 64 años (066)",7373,7307,64,2
"Hombres (067)",3354,3348,6,
"Mujeres (068)",4019,3959,58,2
"De 65 a más años (069)",4615,4351,249,15
"Hombres (070)",2239,2198,38,3
"Mujeres (071)",2376,2153,211,12
