"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CAMANA (000)",14099,13406,71,3204,3627,2464,2414,1035,435,156,693,40391
"De 12 a 14 años (001)",18,8,1,6,1,,,,,,10,8
"De 15 a 19 años (002)",274,248,7,221,17,3,,,,,26,264
"De 20 a 24 años (003)",1416,1176,3,845,278,41,9,,,,240,1562
"De 25 a 29 años (004)",1823,1641,12,768,621,193,42,5,,,182,2796
"De 30 a 34 años (005)",1850,1780,7,495,756,351,155,13,3,,70,3830
"De 35 a 39 años (006)",1842,1800,6,302,668,473,301,43,5,2,42,4687
"De 40 a 44 años (007)",1599,1564,5,184,467,443,352,102,9,2,35,4706
"De 45 a 49 años (008)",1371,1347,7,130,315,338,411,113,26,7,24,4606
"De 50 y más años (009)",3906,3842,23,253,504,622,1144,759,392,145,64,17932
"Sin nivel (010)",1511,1490,8,111,199,230,447,302,139,54,21,6884
"De 12 a 14 años (011)",1,1,,,1,,,,,,,2
"De 15 a 19 años (012)",4,4,,2,2,,,,,,,6
"De 20 a 24 años (013)",17,16,,10,4,2,,,,,1,24
"De 25 a 29 años (014)",23,21,,7,8,4,1,1,,,2,45
"De 30 a 34 años (015)",117,115,,11,38,39,21,5,1,,2,336
"De 35 a 39 años (016)",128,125,1,10,26,37,40,9,,2,3,423
"De 40 a 44 años (017)",170,168,,13,32,34,59,26,3,1,2,641
"De 45 a 49 años (018)",135,133,1,7,11,23,62,20,7,2,2,590
"De 50 y más años (019)",916,907,6,51,77,91,264,241,128,49,9,4817
"Educacion Inicial (020)",24,21,1,6,5,5,4,,,,3,48
"De 15 a 19 años (022)",2,2,,1,1,,,,,,,3
"De 20 a 24 años (023)",5,2,,2,,,,,,,3,2
