"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 20 a 24 años (023)",3,2,,,2,,,,,,1,4
"De 25 a 29 años (024)",3,3,,1,1,1,,,,,,6
"De 30 a 34 años (025)",5,5,,1,1,1,1,1,,,,16
"De 35 a 39 años (026)",3,3,,,,1,2,,,,,12
"Primaria (030)",7846,7715,1402,757,1051,975,1520,976,577,457,131,28786
"De 12 a 14 años (031)",937,924,911,12,1,,,,,,13,14
"De 15 a 19 años (032)",696,661,346,232,73,8,2,,,,35,410
"De 20 a 24 años (033)",749,723,64,263,270,96,29,1,,,26,1219
"De 25 a 29 años (034)",836,819,25,84,304,229,163,12,2,,17,2155
"De 30 a 34 años (035)",811,804,6,52,169,221,285,63,7,1,7,2746
"De 35 a 39 años (036)",778,773,6,31,95,182,286,131,32,10,5,3256
"De 40 a 44 años (037)",670,666,12,23,42,99,224,174,61,31,4,3352
"De 45 a 49 años (038)",546,545,10,16,29,45,162,160,89,34,1,3108
"De 50 y más años (039)",1823,1800,22,44,68,95,369,435,386,381,23,12526
"Secundaria (040)",6036,5888,2494,990,931,664,559,175,53,22,148,9081
"De 12 a 14 años (041)",935,930,923,6,1,,,,,,5,8
"De 15 a 19 años (042)",1620,1571,1279,255,34,2,1,,,,49,333
"De 20 a 24 años (043)",832,785,209,343,186,36,8,3,,,47,877
"De 25 a 29 años (044)",632,604,38,213,233,93,24,2,1,,28,1079
"De 30 a 34 años (045)",493,486,14,74,179,127,86,6,,,7,1216
"De 35 a 39 años (046)",477,472,8,35,133,156,115,23,1,1,5,1433
"De 40 a 44 años (047)",368,366,6,24,73,105,118,29,10,1,2,1280
"De 45 a 49 años (048)",278,275,2,18,41,78,96,31,7,2,3,1023
"De 50 y más años (049)",401,399,15,22,51,67,111,81,34,18,2,1832
"Sup. no Univ. incompleta (050)",548,511,193,115,92,64,35,9,1,2,37,732
"De 15 a 19 años (052)",102,99,93,5,1,,,,,,3,7
"De 20 a 24 años (053)",176,154,91,51,9,3,,,,,22,78
"De 25 a 29 años (054)",59,51,3,33,12,2,1,,,,8,67
"De 30 a 34 años (055)",65,65,3,12,27,18,4,,1,,,146
"De 35 a 39 años (056)",61,58,2,9,20,19,6,2,,,3,147
"De 40 a 44 años (057)",35,35,,5,10,11,8,1,,,,98
"De 45 a 49 años (058)",17,17,,,5,4,7,1,,,,59
"De 50 y más años (059)",33,32,1,,8,7,9,5,,2,1,130
"Sup. no Univ. completa (060)",778,721,128,178,218,113,65,13,5,1,57,1361
"De 20 a 24 años (063)",96,78,47,29,2,,,,,,18,33
"De 25 a 29 años (064)",142,122,39,49,28,6,,,,,20,123
"De 30 a 34 años (065)",153,143,21,44,58,16,3,1,,,10,226
"De 35 a 39 años (066)",114,110,10,26,38,22,12,2,,,4,228
"De 40 a 44 años (067)",103,102,7,11,44,27,13,,,,1,236
"De 45 a 49 años (068)",65,64,1,7,18,22,13,3,,,1,181
"De 50 y más años (069)",105,102,3,12,30,20,24,7,5,1,3,334
"Sup. Univ. incompleta (070)",236,214,86,50,45,19,11,,2,1,22,273
"De 15 a 19 años (072)",37,36,35,,1,,,,,,1,2
"De 20 a 24 años (073)",72,56,34,19,3,,,,,,16,25
"De 25 a 29 años (074)",36,33,9,10,12,1,1,,,,3,41
"De 30 a 34 años (075)",30,28,5,11,8,2,2,,,,2,42
"De 35 a 39 años (076)",20,20,2,4,7,5,,,2,,,50
"De 40 a 44 años (077)",17,17,,4,5,4,4,,,,,42
"De 45 a 49 años (078)",14,14,1,,6,5,2,,,,,36
"De 50 y más años (079)",10,10,,2,3,2,2,,,1,,35
"Sup. Univ. completa (080)",424,367,58,79,108,72,40,6,3,1,57,758
"De 20 a 24 años (083)",31,19,12,6,1,,,,,,12,8
"De 25 a 29 años (084)",82,49,26,19,4,,,,,,33,27
"De 30 a 34 años (085)",66,61,7,27,19,6,1,,1,,5,95
"De 35 a 39 años (086)",65,63,4,9,28,16,6,,,,2,139
"De 40 a 44 años (087)",78,77,4,8,31,25,8,,1,,1,188
"De 45 a 49 años (088)",41,41,1,4,11,14,10,1,,,,117
"De 50 y más años (089)",61,57,4,6,14,11,15,5,1,1,4,184
,,,,,,,,,,,,
"URBANA (100)",11587,11225,3207,1525,1748,1400,1593,870,487,395,362,30412
"De 12 a 14 años (101)",1250,1239,1224,13,2,,,,,,11,17
"De 15 a 19 años (102)",1677,1632,1320,253,54,3,2,,,,45,378
"De 20 a 24 años (103)",1274,1161,384,469,228,65,11,4,,,113,1193
"De 25 a 29 años (104)",1203,1105,123,328,389,176,81,5,3,,98,2025
"De 30 a 34 años (105)",1129,1100,52,182,349,269,212,33,3,,29,2815
"De 35 a 39 años (106)",1141,1118,30,101,284,325,289,77,9,3,23,3508
"De 40 a 44 años (107)",962,952,30,63,189,230,273,119,36,12,10,3520
"De 45 a 49 años (108)",770,766,11,41,99,149,238,141,62,25,4,3438
"De 50 y más años (109)",2181,2152,33,75,154,183,487,491,374,355,29,13518
"Sin nivel (110)",515,497,36,21,29,43,93,91,81,103,18,3112
"De 12 a 14 años (111)",10,10,10,,,,,,,,,
"De 15 a 19 años (112)",13,13,8,4,1,,,,,,,6
"De 20 a 24 años (113)",14,11,5,1,3,2,,,,,3,13
"De 25 a 29 años (114)",27,25,1,6,8,7,2,1,,,2,58
"De 30 a 34 años (115)",35,34,4,2,4,10,12,2,,,1,102
"De 35 a 39 años (116)",39,35,1,1,4,5,16,7,1,,4,146
"De 40 a 44 años (117)",26,24,2,2,3,2,7,8,,,2,98
"De 45 a 49 años (118)",50,49,2,2,2,2,13,13,10,5,1,302
"De 50 y más años (119)",301,296,3,3,4,15,43,60,70,98,5,2387
"Educacion Inicial (120)",16,15,8,1,3,2,1,,,,1,17
"De 12 a 14 años (121)",5,5,5,,,,,,,,,
"De 15 a 19 años (122)",4,4,3,,1,,,,,,,2
"De 20 a 24 años (123)",2,1,,,1,,,,,,1,2
"De 25 a 29 años (124)",2,2,,,1,1,,,,,,5
"De 30 a 34 años (125)",3,3,,1,,1,1,,,,,8
"Primaria (130)",4427,4364,748,374,540,561,903,616,353,269,63,17098
"De 12 a 14 años (131)",505,499,488,10,1,,,,,,6,12
"De 15 a 19 años (132)",310,297,175,89,30,2,1,,,,13,159
"De 20 a 24 años (133)",292,285,32,114,96,36,6,1,,,7,445
"De 25 a 29 años (134)",398,389,17,54,147,101,64,4,2,,9,956
"De 30 a 34 años (135)",400,395,3,27,88,120,131,25,1,,5,1283
"De 35 a 39 años (136)",447,442,5,22,73,127,155,51,7,2,5,1642
"De 40 a 44 años (137)",404,400,11,12,32,70,141,94,28,12,4,1879
"De 45 a 49 años (138)",347,347,4,13,20,34,111,101,45,19,,1890
"De 50 y más años (139)",1324,1310,13,33,53,71,294,340,270,236,14,8832
"Secundaria (140)",4774,4658,1984,732,744,544,454,138,44,18,116,7278
"De 12 a 14 años (141)",730,725,721,3,1,,,,,,5,5
"De 15 a 19 años (142)",1223,1194,1017,155,20,1,1,,,,29,202
"De 20 a 24 años (143)",621,583,177,258,115,25,5,3,,,38,605
"De 25 a 29 años (144)",485,459,32,168,184,60,14,,1,,26,783
"De 30 a 34 años (145)",396,389,13,60,152,100,59,5,,,7,946
"De 35 a 39 años (146)",406,401,6,33,116,135,94,16,,1,5,1189
"De 40 a 44 años (147)",307,305,6,21,68,92,94,17,7,,2,1006
"De 45 a 49 años (148)",245,243,2,15,40,71,84,23,7,1,2,882
"De 50 y más años (149)",361,359,10,19,48,60,103,74,29,16,2,1660
"Sup. no Univ. incompleta (150)",499,463,177,104,81,57,34,7,1,2,36,660
"De 15 a 19 años (152)",94,91,85,5,1,,,,,,3,7
"De 20 a 24 años (153)",158,137,84,44,7,2,,,,,21,64
"De 25 a 29 años (154)",53,45,3,29,10,2,1,,,,8,59
"De 30 a 34 años (155)",61,61,3,12,26,15,4,,1,,,135
"De 35 a 39 años (156)",57,54,2,9,18,18,6,1,,,3,134
"De 40 a 44 años (157)",33,33,,5,9,11,8,,,,,89
"De 45 a 49 años (158)",14,14,,,3,3,7,1,,,,52
"De 50 y más años (159)",29,28,,,7,6,8,5,,2,1,120
"Sup. no Univ. completa (160)",730,675,115,169,206,107,61,12,4,1,55,1277
"De 20 a 24 años (163)",90,72,41,29,2,,,,,,18,33
"De 25 a 29 años (164)",129,111,36,44,26,5,,,,,18,111
"De 30 a 34 años (165)",144,134,17,43,54,16,3,1,,,10,217
"De 35 a 39 años (166)",108,104,10,23,38,19,12,2,,,4,216
"De 40 a 44 años (167)",97,96,7,11,41,26,11,,,,1,218
"De 45 a 49 años (168)",63,62,1,7,18,22,12,2,,,1,171
"De 50 y más años (169)",99,96,3,12,27,19,23,7,4,1,3,311
"Sup. Univ. incompleta (170)",215,196,82,47,39,17,9,,1,1,19,235
"De 15 a 19 años (172)",33,33,32,,1,,,,,,,2
"De 20 a 24 años (173)",68,54,33,18,3,,,,,,14,24
"De 25 a 29 años (174)",30,27,9,9,9,,,,,,3,27
"De 30 a 34 años (175)",27,25,5,10,7,2,1,,,,2,34
"De 35 a 39 años (176)",19,19,2,4,7,5,,,1,,,42
"De 40 a 44 años (177)",17,17,,4,5,4,4,,,,,42
"De 45 a 49 años (178)",13,13,1,,5,5,2,,,,,34
"De 50 y más años (179)",8,8,,2,2,1,2,,,1,,30
"Sup. Univ. completa (180)",411,357,57,77,106,69,38,6,3,1,54,735
"De 20 a 24 años (183)",29,18,12,5,1,,,,,,11,7
"De 25 a 29 años (184)",79,47,25,18,4,,,,,,32,26
"De 30 a 34 años (185)",63,59,7,27,18,5,1,,1,,4,90
"De 35 a 39 años (186)",65,63,4,9,28,16,6,,,,2,139
"De 40 a 44 años (187)",78,77,4,8,31,25,8,,1,,1,188
"De 45 a 49 años (188)",38,38,1,4,11,12,9,1,,,,107
"De 50 y más años (189)",59,55,4,6,13,11,14,5,1,1,4,178
,,,,,,,,,,,,
"RURAL (200)",5568,5445,1248,698,785,612,879,542,350,331,123,18179
"De 12 a 14 años (201)",656,649,644,5,,,,,,,7,5
"De 15 a 19 años (202)",824,781,461,250,62,7,1,,,,43,399
"De 20 a 24 años (203)",728,694,79,250,258,77,30,,,,34,1124
"De 25 a 29 años (204)",663,648,19,93,227,173,125,11,,,15,1664
"De 30 a 34 años (205)",597,594,10,44,123,147,207,52,9,2,3,2051
"De 35 a 39 años (206)",493,490,3,16,46,92,177,115,31,10,3,2275
"De 40 a 44 años (207)",411,410,4,15,20,46,128,117,49,31,1,2255
"De 45 a 49 años (208)",326,324,9,6,18,25,88,82,63,33,2,1964
"De 50 y más años (209)",870,855,19,19,31,45,123,165,198,255,15,6442
"Sin nivel (210)",748,734,50,30,54,59,146,141,115,139,14,4447
"De 12 a 14 años (211)",19,19,19,,,,,,,,,
"De 15 a 19 años (212)",28,28,17,6,5,,,,,,,16
"De 20 a 24 años (213)",29,27,1,7,10,5,4,,,,2,60
"De 25 a 29 años (214)",49,47,1,6,14,10,15,1,,,2,133
"De 30 a 34 años (215)",68,68,2,3,7,15,25,12,3,1,,277
"De 35 a 39 años (216)",77,74,,2,5,11,23,27,4,2,3,372
"De 40 a 44 años (217)",76,75,3,1,1,3,19,24,13,11,1,481
"De 45 a 49 años (218)",85,85,3,,5,4,23,14,19,17,,576
"De 50 y más años (219)",317,311,4,5,7,11,37,63,76,108,6,2532
"Educacion Inicial (220)",8,8,,2,2,1,2,1,,,,24
"De 15 a 19 años (222)",1,1,,1,,,,,,,,1
"De 20 a 24 años (223)",1,1,,,1,,,,,,,2
"De 25 a 29 años (224)",1,1,,1,,,,,,,,1
"De 30 a 34 años (225)",2,2,,,1,,,1,,,,8
"De 35 a 39 años (226)",3,3,,,,1,2,,,,,12
"Primaria (230)",3419,3351,654,383,511,414,617,360,224,188,68,11688
"De 12 a 14 años (231)",432,425,423,2,,,,,,,7,2
"De 15 a 19 años (232)",386,364,171,143,43,6,1,,,,22,251
"De 20 a 24 años (233)",457,438,32,149,174,60,23,,,,19,774
"De 25 a 29 años (234)",438,430,8,30,157,128,99,8,,,8,1199
"De 30 a 34 años (235)",411,409,3,25,81,101,154,38,6,1,2,1463
"De 35 a 39 años (236)",331,331,1,9,22,55,131,80,25,8,,1614
"De 40 a 44 años (237)",266,266,1,11,10,29,83,80,33,19,,1473
"De 45 a 49 años (238)",199,198,6,3,9,11,51,59,44,15,1,1218
"De 50 y más años (239)",499,490,9,11,15,24,75,95,116,145,9,3694
"Secundaria (240)",1262,1230,510,258,187,120,105,37,9,4,32,1803
"De 12 a 14 años (241)",205,205,202,3,,,,,,,,3
"De 15 a 19 años (242)",397,377,262,100,14,1,,,,,20,131
"De 20 a 24 años (243)",211,202,32,85,71,11,3,,,,9,272
"De 25 a 29 años (244)",147,145,6,45,49,33,10,2,,,2,296
"De 30 a 34 años (245)",97,97,1,14,27,27,27,1,,,,270
"De 35 a 39 años (246)",71,71,2,2,17,21,21,7,1,,,244
"De 40 a 44 años (247)",61,61,,3,5,13,24,12,3,1,,274
"De 45 a 49 años (248)",33,32,,3,1,7,12,8,,1,1,141
"De 50 y más años (249)",40,40,5,3,3,7,8,7,5,2,,172
"Sup. no Univ. incompleta (250)",49,48,16,11,11,7,1,2,,,1,72
"De 15 a 19 años (252)",8,8,8,,,,,,,,,
"De 20 a 24 años (253)",18,17,7,7,2,1,,,,,1,14
"De 25 a 29 años (254)",6,6,,4,2,,,,,,,8
"De 30 a 34 años (255)",4,4,,,1,3,,,,,,11
"De 35 a 39 años (256)",4,4,,,2,1,,1,,,,13
"De 40 a 44 años (257)",2,2,,,1,,,1,,,,9
"De 45 a 49 años (258)",3,3,,,2,1,,,,,,7
"De 50 y más años (259)",4,4,1,,1,1,1,,,,,10
"Sup. no Univ. completa (260)",48,46,13,9,12,6,4,1,1,,2,84
"De 20 a 24 años (263)",6,6,6,,,,,,,,,
"De 25 a 29 años (264)",13,11,3,5,2,1,,,,,2,12
"De 30 a 34 años (265)",9,9,4,1,4,,,,,,,9
"De 35 a 39 años (266)",6,6,,3,,3,,,,,,12
"De 40 a 44 años (267)",6,6,,,3,1,2,,,,,18
"De 45 a 49 años (268)",2,2,,,,,1,1,,,,10
"De 50 y más años (269)",6,6,,,3,1,1,,1,,,23
"Sup. Univ. incompleta (270)",21,18,4,3,6,2,2,,1,,3,38
"De 15 a 19 años (272)",4,3,3,,,,,,,,1,
"De 20 a 24 años (273)",4,2,1,1,,,,,,,2,1
"De 25 a 29 años (274)",6,6,,1,3,1,1,,,,,14
"De 30 a 34 años (275)",3,3,,1,1,,1,,,,,8
"De 35 a 39 años (276)",1,1,,,,,,,1,,,8
"De 45 a 49 años (278)",1,1,,,1,,,,,,,2
"De 50 y más años (279)",2,2,,,1,1,,,,,,5
"Sup. Univ. completa (280)",13,10,1,2,2,3,2,,,,3,23
"De 20 a 24 años (283)",2,1,,1,,,,,,,1,1
"De 25 a 29 años (284)",3,2,1,1,,,,,,,1,1
"De 30 a 34 años (285)",3,2,,,1,1,,,,,1,5
"De 45 a 49 años (288)",3,3,,,,2,1,,,,,10
"De 50 y más años (289)",2,2,,,1,,1,,,,,6
