"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",25,,4,5,9,7
"Educación inicial (032)",2,,2,,,
"Primaria (033)",128,6,31,30,40,21
"Secundaria (034)",445,9,252,122,57,5
"Superior no univ. incompleta (035)",81,,55,21,4,1
"Superior no univ. completa (036)",129,,74,40,14,1
"Superior univ. incompleta (037)",30,,17,8,5,
"Superior univ. completa (038)",81,,44,28,9,
"No PEA (040)",27394,10186,7710,3703,3194,2601
"Sin nivel (041)",1222,84,76,91,315,656
"Educación inicial (042)",625,611,10,4,,
"Primaria (043)",10474,7041,384,624,1099,1326
"Secundaria (044)",10887,2450,5022,1746,1228,441
"Superior no univ. incompleta (045)",1309,,878,309,97,25
"Superior no univ. completa (046)",1309,,497,520,217,75
"Superior univ. incompleta (047)",802,,623,100,64,15
"Superior univ. completa (048)",766,,220,309,174,63
,,,,,,
"URBANA (060)",45333,9384,13336,11333,8257,3023
"Sin nivel (061)",1182,80,82,135,325,560
"Educación inicial (062)",593,568,16,9,,
"Primaria (063)",11762,6402,597,1147,2051,1565
"Secundaria (064)",19153,2334,7647,5021,3528,623
"Superior no univ. incompleta (065)",3064,,1623,1005,394,42
"Superior no univ. completa (066)",4547,,1592,2054,802,99
"Superior univ. incompleta (067)",1851,,975,515,327,34
"Superior univ. completa (068)",3181,,804,1447,830,100
"PEA (070)",21383,339,6595,8089,5515,845
"Sin nivel (071)",307,4,20,66,118,99
"Educación inicial (072)",15,2,8,5,,
"Primaria (073)",2723,157,292,673,1167,434
"Secundaria (074)",9614,176,3324,3501,2405,208
"Superior no univ. incompleta (075)",1873,,836,713,305,19
"Superior no univ. completa (076)",3324,,1137,1566,595,26
"Superior univ. incompleta (077)",1090,,385,418,268,19
"Superior univ. completa (078)",2437,,593,1147,657,40
"Ocupada (080)",20586,326,6184,7862,5392,822
"Sin nivel (081)",289,4,16,62,112,95
"Educación inicial (082)",13,2,6,5,,
"Primaria (083)",2628,153,268,649,1136,422
"Secundaria (084)",9230,167,3118,3392,2350,203
"Superior no univ. incompleta (085)",1798,,786,693,301,18
"Superior no univ. completa (086)",3209,,1072,1530,582,25
"Superior univ. incompleta (087)",1060,,368,410,263,19
"Superior univ. completa (088)",2359,,550,1121,648,40
"Desocupada (090)",797,13,411,227,123,23
"Sin nivel (091)",18,,4,4,6,4
"Educación inicial (092)",2,,2,,,
"Primaria (093)",95,4,24,24,31,12
"Secundaria (094)",384,9,206,109,55,5
"Superior no univ. incompleta (095)",75,,50,20,4,1
"Superior no univ. completa (096)",115,,65,36,13,1
"Superior univ. incompleta (097)",30,,17,8,5,
"Superior univ. completa (098)",78,,43,26,9,
"No PEA (100)",23950,9045,6741,3244,2742,2178
"Sin nivel (101)",875,76,62,69,207,461
"Educación inicial (102)",578,566,8,4,,
"Primaria (103)",9039,6245,305,474,884,1131
"Secundaria (104)",9539,2158,4323,1520,1123,415
"Superior no univ. incompleta (105)",1191,,787,292,89,23
"Superior no univ. completa (106)",1223,,455,488,207,73
"Superior univ. incompleta (107)",761,,590,97,59,15
"Superior univ. completa (108)",744,,211,300,173,60
,,,,,,
"RURAL (120)",6337,1179,1847,1396,1264,651
"Sin nivel (121)",524,8,25,53,196,242
"Educación inicial (122)",48,45,3,,,
"Primaria (123)",2298,818,170,352,606,352
"Secundaria (124)",2741,308,1272,747,368,46
"Superior no univ. incompleta (125)",251,,167,57,23,4
"Superior no univ. completa (126)",288,,127,123,35,3
"Superior univ. incompleta (127)",81,,46,21,13,1
"Superior univ. completa (128)",106,,37,43,23,3
"PEA (130)",2893,38,878,937,812,228
"Sin nivel (131)",177,,11,31,88,47
"Educación inicial (132)",1,,1,,,
"Primaria (133)",863,22,91,202,391,157
"Secundaria (134)",1393,16,573,521,263,20
"Superior no univ. incompleta (135)",133,,76,40,15,2
"Superior no univ. completa (136)",202,,85,91,25,1
"Superior univ. incompleta (137)",40,,13,18,8,1
"Superior univ. completa (138)",84,,28,34,22,
"Ocupada (140)",2769,36,810,910,797,216
"Sin nivel (141)",170,,11,30,85,44
"Educación inicial (142)",1,,1,,,
"Primaria (143)",830,20,84,196,382,148
"Secundaria (144)",1332,16,527,508,261,20
"Superior no univ. incompleta (145)",127,,71,39,15,2
"Superior no univ. completa (146)",188,,76,87,24,1
"Superior univ. incompleta (147)",40,,13,18,8,1
"Superior univ. completa (148)",81,,27,32,22,
"Desocupada (150)",124,2,68,27,15,12
"Sin nivel (151)",7,,,1,3,3
"Primaria (153)",33,2,7,6,9,9
"Secundaria (154)",61,,46,13,2,
"Superior no univ. incompleta (155)",6,,5,1,,
"Superior no univ. completa (156)",14,,9,4,1,
"Superior univ. completa (158)",3,,1,2,,
"No PEA (160)",3444,1141,969,459,452,423
"Sin nivel (161)",347,8,14,22,108,195
"Educación inicial (162)",47,45,2,,,
"Primaria (163)",1435,796,79,150,215,195
"Secundaria (164)",1348,292,699,226,105,26
"Superior no univ. incompleta (165)",118,,91,17,8,2
"Superior no univ. completa (166)",86,,42,32,10,2
"Superior univ. incompleta (167)",41,,33,3,5,
"Superior univ. completa (168)",22,,9,9,1,3
