"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Otras activ. serv.comun.soc y personales (018)",69,,9,25,,9,,,1,25,,
"Hogares privados con servicio doméstico (019)",161,,,,,,,,,161,,
"Actividad economica no especificada (021)",287,,3,1,3,,,,,,,280
"Hombres (022)",8902,30,496,123,77,294,3421,317,353,3648,28,115
"Agric., ganadería, caza y silvicultura (023)",6714,1,1,2,,,3419,,1,3290,,
"Pesca (024)",4,,,1,,,2,,,1,,
"Explotación de minas y canteras (025)",56,,4,7,1,,,25,6,13,,
"Industrias manufactureras (026)",261,,,3,,3,,243,8,4,,
"Suministro de electricidad, gas y agua (027)",2,,,,,,,2,,,,
"Construcción (028)",280,,8,9,,,,2,146,115,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",398,,,6,,265,,41,3,83,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",39,,,3,,5,,29,2,,,
"Comercio al por mayor (031)",25,,,1,,23,,,1,,,
"Comercio al por menor (032)",334,,,2,,237,,12,,83,,
"Hoteles y restaurantes (033)",37,,,5,,14,,,,18,,
"Trans., almac. y comunicaciones (034)",220,,,2,2,,,,177,39,,
"Intermediación financiera (035)",3,,2,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",53,,15,14,10,7,,1,3,3,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",174,25,17,15,52,1,,2,6,28,28,
"Enseñanza (038)",452,4,426,,8,,,,,14,,
"Servicios sociales y de salud (039)",66,,18,36,3,2,,1,2,4,,
"Otras activ. serv.comun.soc y personales (040)",39,,2,22,,2,,,1,12,,
"Hogares privados con servicio doméstico (041)",24,,,,,,,,,24,,
"Actividad economica no especificada (043)",119,,3,1,,,,,,,,115
"Mujeres (044)",3056,3,425,64,65,466,498,42,,1328,,165
"Agric., ganadería, caza y silvicultura (045)",1492,,,,,,498,,,994,,
"Explotación de minas y canteras (047)",1,,,1,,,,,,,,
"Industrias manufactureras (048)",44,,,1,,,,41,,2,,
"Construcción (050)",3,,1,,,,,,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",452,,,2,,377,,1,,72,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",2,,,,,1,,1,,,,
"Comercio al por mayor (053)",6,,,,,6,,,,,,
"Comercio al por menor (054)",444,,,2,,370,,,,72,,
"Hoteles y restaurantes (055)",160,,,3,,76,,,,81,,
"Trans., almac. y comunicaciones (056)",8,,,2,2,,,,,4,,
"Intermediación financiera (057)",2,,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",10,,2,4,4,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",51,2,3,3,37,1,,,,5,,
"Enseñanza (060)",391,1,379,1,9,,,,,1,,
"Servicios sociales y de salud (061)",107,,32,44,9,5,,,,17,,
"Otras activ. serv.comun.soc y personales (062)",30,,7,3,,7,,,,13,,
"Hogares privados con servicio doméstico (063)",137,,,,,,,,,137,,
"Actividad economica no especificada (065)",168,,,,3,,,,,,,165
,,,,,,,,,,,,
"URBANA (066)",4595,27,799,169,123,650,953,282,259,1221,28,84
"Agric., ganadería, caza y silvicultura (067)",1689,1,1,1,,,952,,,734,,
"Pesca (068)",1,,,,,,1,,,,,
"Explotación de minas y canteras (069)",39,,4,4,1,,,16,5,9,,
"Industrias manufactureras (070)",236,,,4,,2,,219,5,6,,
"Suministro de electricidad, gas y agua (071)",2,,,,,,,2,,,,
"Construcción (072)",172,,9,9,,,,2,91,61,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",721,,,7,,551,,40,3,120,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",40,,,3,,6,,29,2,,,
"Comercio al por mayor (075)",25,,,1,,23,,,1,,,
"Comercio al por menor (076)",656,,,3,,522,,11,,120,,
"Hoteles y restaurantes (077)",161,,,8,,77,,,,76,,
"Trans., almac. y comunicaciones (078)",190,,,4,4,,,,144,38,,
"Intermediación financiera (079)",5,,3,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",55,,14,17,13,6,,,3,2,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",197,22,19,16,77,2,,2,5,26,28,
"Enseñanza (082)",725,4,692,1,15,,,,,13,,
"Servicios sociales y de salud (083)",155,,46,74,10,5,,1,2,17,,
"Otras activ. serv.comun.soc y personales (084)",57,,9,23,,7,,,1,17,,
"Hogares privados con servicio doméstico (085)",102,,,,,,,,,102,,
"Actividad economica no especificada (087)",88,,2,1,1,,,,,,,84
"Hombres (088)",3121,25,420,108,66,232,867,257,259,839,28,20
"Agric., ganadería, caza y silvicultura (089)",1473,1,1,1,,,866,,,604,,
"Pesca (090)",1,,,,,,1,,,,,
"Explotación de minas y canteras (091)",39,,4,4,1,,,16,5,9,,
"Industrias manufactureras (092)",209,,,3,,2,,195,5,4,,
"Suministro de electricidad, gas y agua (093)",2,,,,,,,2,,,,
"Construcción (094)",169,,8,9,,,,2,91,59,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",316,,,5,,209,,39,3,60,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",38,,,3,,5,,28,2,,,
"Comercio al por mayor (097)",20,,,1,,18,,,1,,,
"Comercio al por menor (098)",258,,,1,,186,,11,,60,,
"Hoteles y restaurantes (099)",28,,,5,,11,,,,12,,
"Trans., almac. y comunicaciones (100)",182,,,2,2,,,,144,34,,
"Intermediación financiera (101)",3,,2,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",46,,13,13,9,6,,,3,2,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",151,21,17,13,43,1,,2,5,21,28,
"Enseñanza (104)",378,3,356,,7,,,,,12,,
"Servicios sociales y de salud (105)",58,,15,32,3,1,,1,2,4,,
"Otras activ. serv.comun.soc y personales (106)",30,,2,20,,2,,,1,5,,
"Hogares privados con servicio doméstico (107)",13,,,,,,,,,13,,
"Actividad economica no especificada (109)",23,,2,1,,,,,,,,20
"Mujeres (110)",1474,2,379,61,57,418,86,25,,382,,64
"Agric., ganadería, caza y silvicultura (111)",216,,,,,,86,,,130,,
"Industrias manufactureras (114)",27,,,1,,,,24,,2,,
"Construcción (116)",3,,1,,,,,,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",405,,,2,,342,,1,,60,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",2,,,,,1,,1,,,,
"Comercio al por mayor (119)",5,,,,,5,,,,,,
"Comercio al por menor (120)",398,,,2,,336,,,,60,,
"Hoteles y restaurantes (121)",133,,,3,,66,,,,64,,
"Trans., almac. y comunicaciones (122)",8,,,2,2,,,,,4,,
"Intermediación financiera (123)",2,,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",9,,1,4,4,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",46,1,2,3,34,1,,,,5,,
"Enseñanza (126)",347,1,336,1,8,,,,,1,,
"Servicios sociales y de salud (127)",97,,31,42,7,4,,,,13,,
"Otras activ. serv.comun.soc y personales (128)",27,,7,3,,5,,,,12,,
"Hogares privados con servicio doméstico (129)",89,,,,,,,,,89,,
"Actividad economica no especificada (131)",65,,,,1,,,,,,,64
,,,,,,,,,,,,
"RURAL (132)",7363,6,122,18,19,110,2966,77,94,3755,,196
"Agric., ganadería, caza y silvicultura (133)",6517,,,1,,,2965,,1,3550,,
"Pesca (134)",3,,,1,,,1,,,1,,
"Explotación de minas y canteras (135)",18,,,4,,,,9,1,4,,
"Industrias manufactureras (136)",69,,,,,1,,65,3,,,
"Construcción (138)",111,,,,,,,,55,56,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",129,,,1,,91,,2,,35,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",1,,,,,,,1,,,,
"Comercio al por mayor (141)",6,,,,,6,,,,,,
"Comercio al por menor (142)",122,,,1,,85,,1,,35,,
"Hoteles y restaurantes (143)",36,,,,,13,,,,23,,
"Trans., almac. y comunicaciones (144)",38,,,,,,,,33,5,,
"Activid.inmobil., empres. y alquileres (146)",8,,3,1,1,1,,1,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",28,5,1,2,12,,,,1,7,,
"Enseñanza (148)",118,1,113,,2,,,,,2,,
"Servicios sociales y de salud (149)",18,,4,6,2,2,,,,4,,
"Otras activ. serv.comun.soc y personales (150)",12,,,2,,2,,,,8,,
"Hogares privados con servicio doméstico (151)",59,,,,,,,,,59,,
"Actividad economica no especificada (153)",199,,1,,2,,,,,,,196
"Hombres (154)",5781,5,76,15,11,62,2554,60,94,2809,,95
"Agric., ganadería, caza y silvicultura (155)",5241,,,1,,,2553,,1,2686,,
"Pesca (156)",3,,,1,,,1,,,1,,
"Explotación de minas y canteras (157)",17,,,3,,,,9,1,4,,
"Industrias manufactureras (158)",52,,,,,1,,48,3,,,
"Construcción (160)",111,,,,,,,,55,56,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",82,,,1,,56,,2,,23,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",1,,,,,,,1,,,,
"Comercio al por mayor (163)",5,,,,,5,,,,,,
"Comercio al por menor (164)",76,,,1,,51,,1,,23,,
"Hoteles y restaurantes (165)",9,,,,,3,,,,6,,
"Trans., almac. y comunicaciones (166)",38,,,,,,,,33,5,,
"Activid.inmobil., empres. y alquileres (168)",7,,2,1,1,1,,1,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",23,4,,2,9,,,,1,7,,
"Enseñanza (170)",74,1,70,,1,,,,,2,,
"Servicios sociales y de salud (171)",8,,3,4,,1,,,,,,
"Otras activ. serv.comun.soc y personales (172)",9,,,2,,,,,,7,,
"Hogares privados con servicio doméstico (173)",11,,,,,,,,,11,,
"Actividad economica no especificada (175)",96,,1,,,,,,,,,95
"Mujeres (176)",1582,1,46,3,8,48,412,17,,946,,101
"Agric., ganadería, caza y silvicultura (177)",1276,,,,,,412,,,864,,
"Explotación de minas y canteras (179)",1,,,1,,,,,,,,
"Industrias manufactureras (180)",17,,,,,,,17,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",47,,,,,35,,,,12,,
"Comercio al por mayor (185)",1,,,,,1,,,,,,
"Comercio al por menor (186)",46,,,,,34,,,,12,,
"Hoteles y restaurantes (187)",27,,,,,10,,,,17,,
"Activid.inmobil., empres. y alquileres (190)",1,,1,,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",5,1,1,,3,,,,,,,
"Enseñanza (192)",44,,43,,1,,,,,,,
"Servicios sociales y de salud (193)",10,,1,2,2,1,,,,4,,
"Otras activ. serv.comun.soc y personales (194)",3,,,,,2,,,,1,,
"Hogares privados con servicio doméstico (195)",48,,,,,,,,,48,,
"Actividad economica no especificada (197)",103,,,,2,,,,,,,101
