"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia EL DORADO (000)",8084,16,75,251,605,1705,3407,2025
"De 12 a 14 años (001)",31,,,,,,8,23
"De 15 a 19 años (002)",611,,,,,,334,277
"De 20 a 24 años (003)",1197,,,,,4,805,388
"De 25 a 29 años (004)",1136,,,,,68,823,245
"De 30 a 34 años (005)",980,,,,,209,598,173
"De 35 a 39 años (006)",953,,,,8,310,473,162
"De 40 a 44 años (007)",752,,,,36,359,242,115
"De 45 a 49 años (008)",632,,,2,62,357,103,108
"De 50 y más años (009)",1792,16,75,249,499,398,21,534
"Conviviente (010)",3579,1,10,22,117,539,1942,948
"De 12 a 14 años (011)",28,,,,,,7,21
"De 15 a 19 años (012)",490,,,,,,251,239
"De 20 a 24 años (013)",819,,,,,2,552,265
"De 25 a 29 años (014)",632,,,,,36,468,128
"De 30 a 34 años (015)",476,,,,,86,315,75
"De 35 a 39 años (016)",376,,,,3,103,209,61
"De 40 a 44 años (017)",253,,,,10,111,100,32
"De 45 a 49 años (018)",173,,,2,15,95,37,24
"De 50 y más años (019)",332,1,10,20,89,106,3,103
"Separado(a) (020)",212,2,3,5,15,51,78,58
"De 15 a 19 años (022)",22,,,,,,15,7
"De 20 a 24 años (023)",37,,,,,,24,13
"De 25 a 29 años (024)",20,,,,,1,13,6
"De 30 a 34 años (025)",22,,,,,8,9,5
"De 35 a 39 años (026)",19,,,,,9,6,4
"De 40 a 44 años (027)",26,,,,,13,7,6
"De 45 a 49 años (028)",18,,,,2,10,4,2
"De 50 y más años (029)",48,2,3,5,13,10,,15
"Casado(a) (030)",3479,1,22,136,387,1016,1223,694
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",48,,,,,,30,18
"De 20 a 24 años (033)",235,,,,,2,178,55
"De 25 a 29 años (034)",397,,,,,23,301,73
"De 30 a 34 años (035)",431,,,,,106,257,68
"De 35 a 39 años (036)",503,,,,3,185,246,69
"De 40 a 44 años (037)",433,,,,24,215,133,61
"De 45 a 49 años (038)",406,,,,40,232,60,74
"De 50 y más años (039)",1025,1,22,136,320,253,18,275
"Viudo(a) (040)",415,12,31,80,75,56,22,139
"De 15 a 19 años (042)",2,,,,,,1,1
"De 20 a 24 años (043)",6,,,,,,4,2
"De 25 a 29 años (044)",5,,,,,1,4,
"De 30 a 34 años (045)",7,,,,,,3,4
"De 35 a 39 años (046)",16,,,,1,6,7,2
"De 40 a 44 años (047)",18,,,,1,11,1,5
"De 45 a 49 años (048)",24,,,,3,16,2,3
"De 50 y más años (049)",337,12,31,80,70,22,,122
"Divorciado(a) (050)",19,,1,,3,4,5,6
