"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia MORROPON (000)",51202,6182,10275,23160,854,5842,823,4066
"Agric., ganadería, caza y silvicultura (001)",25300,76,7231,12814,534,4645,,
"Pesca (002)",84,6,72,6,,,,
"Explotación de minas y canteras (003)",23,3,17,3,,,,
"Industrias manufactureras (004)",2435,56,734,1520,45,80,,
"Suministro de electricidad, gas y agua (005)",103,34,42,25,2,,,
"Construcción (006)",1589,25,1093,408,29,34,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",6290,890,71,4561,125,643,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",377,42,38,281,3,13,,
"Comercio al por mayor (009)",277,70,9,167,11,20,,
"Comercio al por menor (010)",5636,778,24,4113,111,610,,
"Hoteles y restaurantes (011)",1277,212,34,937,31,63,,
"Trans., almac. y comunicaciones (012)",2639,527,294,1741,44,33,,
"Intermediación financiera (013)",51,47,2,2,,,,
"Activid.inmobil., empres. y alquileres (014)",698,510,71,96,17,4,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",914,774,140,,,,,
"Enseñanza (016)",1921,1781,,130,2,8,,
"Servicios sociales y de salud (017)",473,415,4,51,2,1,,
"Otras activ. serv.comun.soc y personales (018)",768,364,105,266,5,28,,
"Hogares privados con servicio doméstico (019)",823,,,,,,823,
"Organiz. y organos extraterritoriales (020)",1,1,,,,,,
"Actividad economica no especificada (021)",1747,461,365,600,18,303,,
"Desocupado (022)",4066,,,,,,,4066
"Hombres (023)",40053,3339,9283,18807,737,4369,31,3487
"Agric., ganadería, caza y silvicultura (024)",23416,67,6567,12348,515,3919,,
"Pesca (025)",78,5,67,6,,,,
"Explotación de minas y canteras (026)",22,2,17,3,,,,
"Industrias manufactureras (027)",1817,43,648,1052,32,42,,
"Suministro de electricidad, gas y agua (028)",92,24,41,25,2,,,
"Construcción (029)",1543,23,1055,406,29,30,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",3517,502,68,2630,78,239,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",352,31,37,269,3,12,,
"Comercio al por mayor (032)",171,44,9,101,9,8,,
"Comercio al por menor (033)",2994,427,22,2260,66,219,,
"Hoteles y restaurantes (034)",189,53,13,102,4,17,,
"Trans., almac. y comunicaciones (035)",2566,476,291,1724,43,32,,
"Intermediación financiera (036)",32,28,2,2,,,,
"Activid.inmobil., empres. y alquileres (037)",504,347,66,73,17,1,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",609,500,109,,,,,
"Enseñanza (039)",726,689,,35,1,1,,
"Servicios sociales y de salud (040)",208,170,2,35,1,,,
"Otras activ. serv.comun.soc y personales (041)",500,250,83,138,4,25,,
"Hogares privados con servicio doméstico (042)",31,,,,,,31,
"Actividad economica no especificada (044)",716,160,254,228,11,63,,
"Desocupado (045)",3487,,,,,,,3487
"Mujeres (046)",11149,2843,992,4353,117,1473,792,579
"Agric., ganadería, caza y silvicultura (047)",1884,9,664,466,19,726,,
"Pesca (048)",6,1,5,,,,,
"Explotación de minas y canteras (049)",1,1,,,,,,
"Industrias manufactureras (050)",618,13,86,468,13,38,,
"Suministro de electricidad, gas y agua (051)",11,10,1,,,,,
"Construcción (052)",46,2,38,2,,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",2773,388,3,1931,47,404,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",25,11,1,12,,1,,
"Comercio al por mayor (055)",106,26,,66,2,12,,
"Comercio al por menor (056)",2642,351,2,1853,45,391,,
"Hoteles y restaurantes (057)",1088,159,21,835,27,46,,
"Trans., almac. y comunicaciones (058)",73,51,3,17,1,1,,
"Intermediación financiera (059)",19,19,,,,,,
"Activid.inmobil., empres. y alquileres (060)",194,163,5,23,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",305,274,31,,,,,
"Enseñanza (062)",1195,1092,,95,1,7,,
"Servicios sociales y de salud (063)",265,245,2,16,1,1,,
"Otras activ. serv.comun.soc y personales (064)",268,114,22,128,1,3,,
"Hogares privados con servicio doméstico (065)",792,,,,,,792,
"Organiz. y organos extraterritoriales (066)",1,1,,,,,,
"Actividad economica no especificada (067)",1031,301,111,372,7,240,,
"Desocupado (068)",579,,,,,,,579
,,,,,,,,
"URBANA (069)",31280,5461,6111,13917,614,2162,653,2362
"Agric., ganadería, caza y silvicultura (070)",10885,62,3892,5266,329,1336,,
"Pesca (071)",50,6,41,3,,,,
"Explotación de minas y canteras (072)",16,2,11,3,,,,
"Industrias manufactureras (073)",1960,52,501,1315,38,54,,
"Suministro de electricidad, gas y agua (074)",87,34,30,21,2,,,
"Construcción (075)",1185,24,779,346,27,9,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",5321,815,62,3840,112,492,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",346,41,32,258,3,12,,
"Comercio al por mayor (078)",241,65,8,140,10,18,,
"Comercio al por menor (079)",4734,709,22,3442,99,462,,
"Hoteles y restaurantes (080)",1103,190,32,806,29,46,,
"Trans., almac. y comunicaciones (081)",2160,470,207,1419,38,26,,
"Intermediación financiera (082)",48,46,1,1,,,,
"Activid.inmobil., empres. y alquileres (083)",625,457,55,92,17,4,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",858,733,125,,,,,
"Enseñanza (085)",1597,1479,,109,2,7,,
"Servicios sociales y de salud (086)",417,366,4,45,1,1,,
"Otras activ. serv.comun.soc y personales (087)",685,326,90,240,4,25,,
"Hogares privados con servicio doméstico (088)",653,,,,,,653,
"Organiz. y organos extraterritoriales (089)",1,1,,,,,,
"Actividad economica no especificada (090)",1267,398,281,411,15,162,,
"Desocupado (091)",2362,,,,,,,2362
"Hombres (092)",22740,2941,5436,10474,508,1417,24,1940
"Agric., ganadería, caza y silvicultura (093)",10070,54,3477,5087,313,1139,,
"Pesca (094)",45,5,37,3,,,,
"Explotación de minas y canteras (095)",15,1,11,3,,,,
"Industrias manufactureras (096)",1477,39,428,948,25,37,,
"Suministro de electricidad, gas y agua (097)",77,24,30,21,2,,,
"Construcción (098)",1162,22,760,344,27,9,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",2866,451,60,2151,69,135,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",323,31,32,246,3,11,,
"Comercio al por mayor (101)",141,39,8,79,8,7,,
"Comercio al por menor (102)",2402,381,20,1826,58,117,,
"Hoteles y restaurantes (103)",166,45,12,92,3,14,,
"Trans., almac. y comunicaciones (104)",2097,424,206,1404,38,25,,
"Intermediación financiera (105)",29,27,1,1,,,,
"Activid.inmobil., empres. y alquileres (106)",443,305,50,70,17,1,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",564,469,95,,,,,
"Enseñanza (108)",594,562,,31,1,,,
"Servicios sociales y de salud (109)",182,150,2,30,,,,
