"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia YUNGAY (000)",54963,27043,27920,13268,6672,6596,41695,20371,21324
"Menores de 1 año (001)",1040,503,537,223,105,118,817,398,419
"Menores de 1 mes (002)",68,28,40,24,11,13,44,17,27
"De 1 a 11 meses (003)",972,475,497,199,94,105,773,381,392
"De 1 a 4 años (004)",4783,2429,2354,915,480,435,3868,1949,1919
"1 año (005)",1111,552,559,210,101,109,901,451,450
"2 años (006)",1156,577,579,224,123,101,932,454,478
"3 años (007)",1216,628,588,224,119,105,992,509,483
"4 años (008)",1300,672,628,257,137,120,1043,535,508
"De 5 a 9 años (009)",6486,3196,3290,1223,616,607,5263,2580,2683
"5 años (010)",1196,577,619,217,103,114,979,474,505
"6 años (011)",1256,607,649,236,110,126,1020,497,523
"7 años (012)",1382,711,671,255,135,120,1127,576,551
"8 años (013)",1283,629,654,269,145,124,1014,484,530
"9 años (014)",1369,672,697,246,123,123,1123,549,574
"De 10 a 14 años (015)",7087,3603,3484,1417,743,674,5670,2860,2810
"10 años (016)",1499,751,748,299,157,142,1200,594,606
"11 años (017)",1403,706,697,277,150,127,1126,556,570
"12 años (018)",1502,785,717,273,145,128,1229,640,589
"13 años (019)",1356,688,668,281,138,143,1075,550,525
"14 años (020)",1327,673,654,287,153,134,1040,520,520
"De 15 a 19 años (021)",5660,2864,2796,1430,741,689,4230,2123,2107
"15 años (022)",1279,627,652,300,152,148,979,475,504
"16 años (023)",1197,582,615,282,128,154,915,454,461
"17 años (024)",1150,594,556,285,160,125,865,434,431
"18 años (025)",1106,590,516,309,166,143,797,424,373
"19 años (026)",928,471,457,254,135,119,674,336,338
"De 20 a 24 años (027)",4804,2351,2453,1339,722,617,3465,1629,1836
"20 años (028)",1055,483,572,297,151,146,758,332,426
"21 años (029)",910,443,467,275,147,128,635,296,339
"22 años (030)",980,491,489,270,149,121,710,342,368
"23 años (031)",918,464,454,252,139,113,666,325,341
"24 años (032)",941,470,471,245,136,109,696,334,362
"De 25 a 29 años (033)",4033,1996,2037,1089,563,526,2944,1433,1511
"25 años (034)",908,467,441,245,144,101,663,323,340
"26 años (035)",797,394,403,233,121,112,564,273,291
"27 años (036)",831,431,400,221,119,102,610,312,298
"28 años (037)",768,374,394,197,94,103,571,280,291
"29 años (038)",729,330,399,193,85,108,536,245,291
"De 30 a 34 años (039)",3622,1701,1921,954,455,499,2668,1246,1422
"30 años (040)",875,406,469,232,117,115,643,289,354
"31 años (041)",622,276,346,146,64,82,476,212,264
"32 años (042)",721,352,369,198,103,95,523,249,274
"33 años (043)",744,355,389,208,90,118,536,265,271
"34 años (044)",660,312,348,170,81,89,490,231,259
