"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",104,5,33,36,21,9
"Secundaria (034)",96,1,60,27,8,
"Superior no univ. incompleta (035)",3,,2,,1,
"Superior no univ. completa (036)",12,,8,4,,
"Superior univ. incompleta (037)",1,,,,1,
"Superior univ. completa (038)",2,,,1,1,
"No PEA (040)",14321,5112,3240,1901,2038,2030
"Sin nivel (041)",3079,143,124,391,951,1470
"Educación inicial (042)",208,195,5,8,,
"Primaria (043)",7725,4197,1089,1053,890,496
"Secundaria (044)",2990,577,1844,372,148,49
"Superior no univ. incompleta (045)",141,,96,30,11,4
"Superior no univ. completa (046)",55,,24,21,8,2
"Superior univ. incompleta (047)",57,,44,6,6,1
"Superior univ. completa (048)",66,,14,20,24,8
,,,,,,
"URBANA (060)",6627,1543,1651,1459,1110,864
"Sin nivel (061)",832,36,35,100,232,429
"Educación inicial (062)",74,72,1,1,,
"Primaria (063)",2910,1200,370,480,495,365
"Secundaria (064)",1952,235,994,473,199,51
"Superior no univ. incompleta (065)",203,,97,76,26,4
"Superior no univ. completa (066)",227,,57,115,50,5
"Superior univ. incompleta (067)",90,,41,36,12,1
"Superior univ. completa (068)",339,,56,178,96,9
"PEA (070)",2284,52,565,881,542,244
"Sin nivel (071)",140,2,6,23,44,65
"Educación inicial (072)",2,1,,1,,
"Primaria (073)",716,34,121,196,220,145
"Secundaria (074)",788,15,304,315,129,25
"Superior no univ. incompleta (075)",105,,32,52,20,1
"Superior no univ. completa (076)",192,,41,101,46,4
"Superior univ. incompleta (077)",52,,13,31,8,
"Superior univ. completa (078)",289,,48,162,75,4
"Ocupada (080)",2205,49,522,862,531,241
"Sin nivel (081)",133,2,4,20,43,64
"Educación inicial (082)",2,1,,1,,
"Primaria (083)",690,32,110,189,216,143
"Secundaria (084)",756,14,282,310,125,25
"Superior no univ. incompleta (085)",104,,31,52,20,1
"Superior no univ. completa (086)",182,,34,98,46,4
"Superior univ. incompleta (087)",51,,13,31,7,
"Superior univ. completa (088)",287,,48,161,74,4
"Desocupada (090)",79,3,43,19,11,3
"Sin nivel (091)",7,,2,3,1,1
"Primaria (093)",26,2,11,7,4,2
"Secundaria (094)",32,1,22,5,4,
"Superior no univ. incompleta (095)",1,,1,,,
"Superior no univ. completa (096)",10,,7,3,,
"Superior univ. incompleta (097)",1,,,,1,
"Superior univ. completa (098)",2,,,1,1,
"No PEA (100)",4343,1491,1086,578,568,620
"Sin nivel (101)",692,34,29,77,188,364
"Educación inicial (102)",72,71,1,,,
"Primaria (103)",2194,1166,249,284,275,220
"Secundaria (104)",1164,220,690,158,70,26
"Superior no univ. incompleta (105)",98,,65,24,6,3
"Superior no univ. completa (106)",35,,16,14,4,1
"Superior univ. incompleta (107)",38,,28,5,4,1
"Superior univ. completa (108)",50,,8,16,21,5
,,,,,,
"RURAL (120)",13875,3740,3254,2562,2394,1925
"Sin nivel (121)",2913,112,141,412,931,1317
"Educación inicial (122)",139,124,5,10,,
"Primaria (123)",7509,3133,1288,1385,1153,550
"Secundaria (124)",2989,371,1704,636,228,50
"Superior no univ. incompleta (125)",84,,53,15,15,1
"Superior no univ. completa (126)",114,,31,56,24,3
"Superior univ. incompleta (127)",37,,20,10,7,
"Superior univ. completa (128)",90,,12,38,36,4
"PEA (130)",3897,119,1100,1239,924,515
"Sin nivel (131)",526,3,46,98,168,211
"Educación inicial (132)",3,,1,2,,
"Primaria (133)",1978,102,448,616,538,274
"Secundaria (134)",1163,14,550,422,150,27
"Superior no univ. incompleta (135)",41,,22,9,10,
"Superior no univ. completa (136)",94,,23,49,20,2
"Superior univ. incompleta (137)",18,,4,9,5,
"Superior univ. completa (138)",74,,6,34,33,1
"Ocupada (140)",3732,116,1034,1185,894,503
"Sin nivel (141)",508,3,43,96,160,206
"Educación inicial (142)",2,,,2,,
"Primaria (143)",1900,99,426,587,521,267
"Secundaria (144)",1099,14,512,400,146,27
"Superior no univ. incompleta (145)",39,,21,9,9,
"Superior no univ. completa (146)",92,,22,48,20,2
"Superior univ. incompleta (147)",18,,4,9,5,
"Superior univ. completa (148)",74,,6,34,33,1
"Desocupada (150)",165,3,66,54,30,12
"Sin nivel (151)",18,,3,2,8,5
"Educación inicial (152)",1,,1,,,
"Primaria (153)",78,3,22,29,17,7
"Secundaria (154)",64,,38,22,4,
"Superior no univ. incompleta (155)",2,,1,,1,
"Superior no univ. completa (156)",2,,1,1,,
"No PEA (160)",9978,3621,2154,1323,1470,1410
"Sin nivel (161)",2387,109,95,314,763,1106
"Educación inicial (162)",136,124,4,8,,
"Primaria (163)",5531,3031,840,769,615,276
"Secundaria (164)",1826,357,1154,214,78,23
"Superior no univ. incompleta (165)",43,,31,6,5,1
"Superior no univ. completa (166)",20,,8,7,4,1
"Superior univ. incompleta (167)",19,,16,1,2,
"Superior univ. completa (168)",16,,6,4,3,3
