"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",5548,5253,207,44,44
"Otra (034)",8,,,,8
"Ocupación no especificada (035)",580,541,15,12,12
,,,,,
"URBANA (036)",27818,21921,1987,1735,2175
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",64,1,9,11,43
"Profes., científicos e intelectuales (038)",2800,776,415,789,820
"Técnicos de nivel medio y trab. asimilados (039)",1213,727,116,141,229
"Jefes y empleados de oficina (040)",779,206,94,145,334
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",4329,3981,199,80,69
"Agricult.trabaj.calif.agrop.y pesqueros (042)",4932,4684,243,5,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",2437,1965,223,112,137
"Obreros construc.,conf.,papel, fab., instr. (044)",2991,2396,195,212,188
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",7503,6607,460,212,224
"Otra (046)",101,,,,101
"Ocupación no especificada (047)",669,578,33,28,30
"Hombres (048)",17407,13575,1375,1112,1345
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",45,1,7,8,29
"Profes., científicos e intelectuales (050)",1396,422,214,382,378
"Técnicos de nivel medio y trab. asimilados (051)",781,496,92,94,99
"Jefes y empleados de oficina (052)",370,78,38,68,186
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1646,1422,114,54,56
"Agricult.trabaj.calif.agrop.y pesqueros (054)",4014,3821,188,5,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1987,1550,199,106,132
"Obreros construc.,conf.,papel, fab., instr. (056)",2838,2281,183,203,171
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",3973,3297,320,176,180
"Otra (058)",95,,,,95
"Ocupación no especificada (059)",262,207,20,16,19
"Mujeres (060)",10411,8346,612,623,830
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",19,,2,3,14
"Profes., científicos e intelectuales (062)",1404,354,201,407,442
"Técnicos de nivel medio y trab. asimilados (063)",432,231,24,47,130
"Jefes y empleados de oficina (064)",409,128,56,77,148
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2683,2559,85,26,13
"Agricult.trabaj.calif.agrop.y pesqueros (066)",918,863,55,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",450,415,24,6,5
"Obreros construc.,conf.,papel, fab., instr. (068)",153,115,12,9,17
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",3530,3310,140,36,44
"Otra (070)",6,,,,6
"Ocupación no especificada (071)",407,371,13,12,11
,,,,,
"RURAL (072)",15007,14092,497,181,237
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",4,,,,4
"Profes., científicos e intelectuales (074)",215,83,43,44,45
"Técnicos de nivel medio y trab. asimilados (075)",119,77,14,7,21
"Jefes y empleados de oficina (076)",51,14,8,5,24
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",515,434,27,13,41
"Agricult.trabaj.calif.agrop.y pesqueros (078)",7344,7221,121,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",286,188,20,31,47
"Obreros construc.,conf.,papel, fab., instr. (080)",666,581,28,33,24
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",5549,5253,229,43,24
"Otra (082)",5,,,,5
"Ocupación no especificada (083)",253,241,7,3,2
"Hombres (084)",11292,10559,383,143,207
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",4,,,,4
"Profes., científicos e intelectuales (086)",123,37,29,25,32
"Técnicos de nivel medio y trab. asimilados (087)",85,50,13,5,17
"Jefes y empleados de oficina (088)",31,7,4,2,18
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",201,137,12,13,39
"Agricult.trabaj.calif.agrop.y pesqueros (090)",6339,6227,110,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",239,148,20,25,46
"Obreros construc.,conf.,papel, fab., instr. (092)",656,572,28,33,23
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",3531,3310,162,35,24
"Otra (094)",3,,,,3
"Ocupación no especificada (095)",80,71,5,3,1
"Mujeres (096)",3715,3533,114,38,30
"Profes., científicos e intelectuales (098)",92,46,14,19,13
"Técnicos de nivel medio y trab. asimilados (099)",34,27,1,2,4
"Jefes y empleados de oficina (100)",20,7,4,3,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",314,297,15,,2
"Agricult.trabaj.calif.agrop.y pesqueros (102)",1005,994,11,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",47,40,,6,1
"Obreros construc.,conf.,papel, fab., instr. (104)",10,9,,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2018,1943,67,8,
"Otra (106)",2,,,,2
"Ocupación no especificada (107)",173,170,2,,1
