"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia JAUJA (000)",36536,35495,10699,4538,4420,3692,5334,3549,2045,1218,1041,101734
"De 12 a 14 años (001)",3453,3440,3429,8,3,,,,,,13,14
"De 15 a 19 años (002)",4493,4446,4065,329,41,10,1,,,,47,445
"De 20 a 24 años (003)",3655,3291,1567,1176,427,89,28,4,,,364,2438
"De 25 a 29 años (004)",3207,2947,560,992,830,372,172,19,2,,260,4630
"De 30 a 34 años (005)",2948,2823,271,562,816,587,479,97,9,2,125,6734
"De 35 a 39 años (006)",3086,3016,145,378,667,646,800,302,69,9,70,9742
"De 40 a 44 años (007)",2808,2761,107,231,449,536,802,448,144,44,47,10808
"De 45 a 49 años (008)",2433,2408,91,197,320,395,656,443,221,85,25,10600
"De 50 y más años (009)",10453,10363,464,665,867,1057,2396,2236,1600,1078,90,56323
"Conviviente (010)",7964,7825,471,1943,1889,1242,1356,636,213,75,139,22129
"De 12 a 14 años (011)",22,11,3,6,2,,,,,,11,10
"De 15 a 19 años (012)",366,329,115,173,35,6,,,,,37,261
"De 20 a 24 años (013)",1310,1264,145,715,314,67,20,3,,,46,1646
"De 25 a 29 años (014)",1588,1567,74,546,567,251,118,11,,,21,3001
"De 30 a 34 años (015)",1354,1345,50,236,428,313,267,46,4,1,9,3528
"De 35 a 39 años (016)",1219,1216,24,120,265,280,359,134,29,5,3,4206
"De 40 a 44 años (017)",844,836,11,52,132,165,261,164,41,10,8,3484
"De 45 a 49 años (018)",524,523,12,42,73,82,154,89,62,9,1,2321
"De 50 y más años (019)",737,734,37,53,73,78,177,189,77,50,3,3672
"Separado(a) (020)",1784,1765,20,484,378,259,330,195,64,35,19,5639
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
"De 15 a 19 años (022)",55,51,4,46,1,,,,,,4,48
