"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia JAUJA (000)",28936,5304,6702,12245,483,3799,403
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",127,121,,,6,,
"Profes., científicos e intelectuales (002)",2615,2263,,328,22,2,
"Técnicos de nivel medio y trab. asimilados (003)",1048,558,,430,50,10,
"Jefes y empleados de oficina (004)",773,767,,1,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",3275,585,40,2193,52,405,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",5088,1,10,4838,239,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",2163,,937,1097,50,79,
"Obreros construc.,conf.,papel, fab., instr. (008)",2377,231,683,1395,42,26,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",10913,591,4993,1743,17,3166,403
"Otra (010)",105,105,,,,,
"Ocupación no especificada (011)",452,82,39,220,5,106,
"Hombres (012)",17920,2873,4961,7889,354,1818,25
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",93,89,,,4,,
"Profes., científicos e intelectuales (014)",1384,1114,,252,18,,
"Técnicos de nivel medio y trab. asimilados (015)",701,312,,348,35,6,
"Jefes y empleados de oficina (016)",347,343,,1,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1239,317,15,780,28,99,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",3792,1,9,3600,182,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1822,,839,889,41,53,
"Obreros construc.,conf.,papel, fab., instr. (020)",2332,231,672,1362,42,25,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",5958,324,3394,596,4,1615,25
"Otra (022)",101,101,,,,,
"Ocupación no especificada (023)",151,41,32,61,,17,
"Mujeres (024)",11016,2431,1741,4356,129,1981,378
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",34,32,,,2,,
"Profes., científicos e intelectuales (026)",1231,1149,,76,4,2,
"Técnicos de nivel medio y trab. asimilados (027)",347,246,,82,15,4,
"Jefes y empleados de oficina (028)",426,424,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",2036,268,25,1413,24,306,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1296,,1,1238,57,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",341,,98,208,9,26,
"Obreros construc.,conf.,papel, fab., instr. (032)",45,,11,33,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",4955,267,1599,1147,13,1551,378
"Otra (034)",4,4,,,,,
"Ocupación no especificada (035)",301,41,7,159,5,89,
,,,,,,,
"URBANA (036)",20631,4819,4325,8887,358,1914,328
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",108,102,,,6,,
"Profes., científicos e intelectuales (038)",2417,2102,,292,22,1,
"Técnicos de nivel medio y trab. asimilados (039)",963,513,,406,38,6,
"Jefes y empleados de oficina (040)",704,699,,1,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2951,512,32,2007,48,352,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2415,,5,2265,145,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1719,,703,902,43,71,
"Obreros construc.,conf.,papel, fab., instr. (044)",2028,194,565,1217,37,15,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",6886,534,2994,1629,14,1387,328
"Otra (046)",97,97,,,,,
"Ocupación no especificada (047)",343,66,26,168,5,78,
"Hombres (048)",12296,2557,3220,5389,262,849,19
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",78,74,,,4,,
"Profes., científicos e intelectuales (050)",1258,1016,,224,18,,
"Técnicos de nivel medio y trab. asimilados (051)",639,278,,332,25,4,
"Jefes y empleados de oficina (052)",308,304,,1,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1101,272,12,706,25,86,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1737,,4,1620,113,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1429,,621,724,36,48,
"Obreros construc.,conf.,papel, fab., instr. (056)",1985,194,554,1185,37,15,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",3555,291,2007,550,4,684,19
"Otra (058)",94,94,,,,,
"Ocupación no especificada (059)",112,34,22,47,,9,
"Mujeres (060)",8335,2262,1105,3498,96,1065,309
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",30,28,,,2,,
"Profes., científicos e intelectuales (062)",1159,1086,,68,4,1,
"Técnicos de nivel medio y trab. asimilados (063)",324,235,,74,13,2,
"Jefes y empleados de oficina (064)",396,395,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1850,240,20,1301,23,266,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",678,,1,645,32,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",290,,82,178,7,23,
"Obreros construc.,conf.,papel, fab., instr. (068)",43,,11,32,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",3331,243,987,1079,10,703,309
"Otra (070)",3,3,,,,,
"Ocupación no especificada (071)",231,32,4,121,5,69,
,,,,,,,
"RURAL (072)",8305,485,2377,3358,125,1885,75
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",19,19,,,,,
"Profes., científicos e intelectuales (074)",198,161,,36,,1,
"Técnicos de nivel medio y trab. asimilados (075)",85,45,,24,12,4,
"Jefes y empleados de oficina (076)",69,68,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",324,73,8,186,4,53,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2673,1,5,2573,94,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",444,,234,195,7,8,
"Obreros construc.,conf.,papel, fab., instr. (080)",349,37,118,178,5,11,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",4027,57,1999,114,3,1779,75
"Otra (082)",8,8,,,,,
"Ocupación no especificada (083)",109,16,13,52,,28,
"Hombres (084)",5624,316,1741,2500,92,969,6
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",15,15,,,,,
"Profes., científicos e intelectuales (086)",126,98,,28,,,
"Técnicos de nivel medio y trab. asimilados (087)",62,34,,16,10,2,
"Jefes y empleados de oficina (088)",39,39,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",138,45,3,74,3,13,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2055,1,5,1980,69,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",393,,218,165,5,5,
"Obreros construc.,conf.,papel, fab., instr. (092)",347,37,118,177,5,10,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2403,33,1387,46,,931,6
"Otra (094)",7,7,,,,,
"Ocupación no especificada (095)",39,7,10,14,,8,
"Mujeres (096)",2681,169,636,858,33,916,69
