"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUARAZ (000)",58335,56474,18506,8620,8625,6206,7244,3871,2090,1312,1861,133603
"De 12 a 14 años (001)",4604,4585,4575,10,,,,,,,19,10
"De 15 a 19 años (002)",7070,7005,6448,501,48,4,4,,,,65,625
"De 20 a 24 años (003)",7176,6555,3657,2052,675,136,29,6,,,621,3971
"De 25 a 29 años (004)",6607,6049,1691,2125,1500,519,202,11,1,,558,7606
"De 30 a 34 años (005)",5957,5712,763,1463,1868,958,555,86,14,5,245,11173
"De 35 a 39 años (006)",5187,5080,374,795,1527,1134,956,234,50,10,107,13391
"De 40 a 44 años (007)",4361,4298,243,497,1075,947,1027,354,117,38,63,13605
"De 45 a 49 años (008)",3671,3626,161,319,643,745,1014,488,192,64,45,13758
"De 50 y más años (009)",13702,13564,594,858,1289,1763,3457,2692,1716,1195,138,69464
"Sin nivel (010)",9032,8891,608,638,831,1006,2120,1750,1130,808,141,44724
"De 12 a 14 años (011)",63,62,61,1,,,,,,,1,1
"De 15 a 19 años (012)",129,125,96,25,3,1,,,,,4,34
"De 20 a 24 años (013)",228,206,69,78,44,11,4,,,,22,216
"De 25 a 29 años (014)",237,221,22,42,68,52,34,2,1,,16,497
"De 30 a 34 años (015)",448,438,31,71,110,96,101,20,7,2,10,1225
"De 35 a 39 años (016)",551,544,27,42,93,122,171,69,18,2,7,1959
"De 40 a 44 años (017)",606,597,26,46,77,94,190,106,40,18,9,2520
"De 45 a 49 años (018)",734,723,25,36,62,90,239,159,82,30,11,3547
"De 50 y más años (019)",6036,5975,251,297,374,540,1381,1394,982,756,61,34725
"Educacion Inicial (020)",87,82,29,17,16,8,11,1,,,5,128
"De 12 a 14 años (021)",15,15,15,,,,,,,,,
