"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",1,,1,,,
"Primaria (033)",109,2,29,31,33,14
"Secundaria (034)",213,4,123,62,22,2
"Superior no univ. incompleta (035)",32,,18,10,3,1
"Superior no univ. completa (036)",19,,10,8,1,
"Superior univ. incompleta (037)",25,,11,9,4,1
"Superior univ. completa (038)",26,,11,12,2,1
"No PEA (040)",14763,5829,3965,2151,1513,1305
"Sin nivel (041)",1159,91,80,214,301,473
"Educación inicial (042)",481,462,12,7,,
"Primaria (043)",6308,4249,433,565,562,499
"Secundaria (044)",5036,1027,2669,826,358,156
"Superior no univ. incompleta (045)",523,,290,136,62,35
"Superior no univ. completa (046)",482,,171,187,82,42
"Superior univ. incompleta (047)",352,,226,71,29,26
"Superior univ. completa (048)",422,,84,145,119,74
,,,,,,
"URBANA (060)",20478,4336,5912,5381,3407,1442
"Sin nivel (061)",1037,68,65,252,310,342
"Educación inicial (062)",362,339,15,8,,
"Primaria (063)",6105,3101,467,924,998,615
"Secundaria (064)",7865,828,3703,2079,1035,220
"Superior no univ. incompleta (065)",1209,,525,451,195,38
"Superior no univ. completa (066)",1499,,505,635,293,66
"Superior univ. incompleta (067)",837,,352,291,148,46
"Superior univ. completa (068)",1564,,280,741,428,115
"PEA (070)",9895,90,3140,3817,2333,515
"Sin nivel (071)",358,1,16,133,137,71
"Educación inicial (072)",6,,5,1,,
"Primaria (073)",1724,49,223,574,630,248
"Secundaria (074)",4134,40,1819,1437,751,87
"Superior no univ. incompleta (075)",821,,327,341,141,12
"Superior no univ. completa (076)",1106,,375,484,221,26
"Superior univ. incompleta (077)",539,,163,230,125,21
"Superior univ. completa (078)",1207,,212,617,328,50
"Ocupada (080)",9524,84,2978,3699,2273,490
"Sin nivel (081)",335,1,15,124,131,64
"Educación inicial (082)",5,,4,1,,
"Primaria (083)",1642,47,203,553,604,235
"Secundaria (084)",3957,36,1721,1384,731,85
"Superior no univ. incompleta (085)",792,,311,331,139,11
"Superior no univ. completa (086)",1092,,368,478,220,26
"Superior univ. incompleta (087)",516,,154,221,121,20
"Superior univ. completa (088)",1185,,202,607,327,49
"Desocupada (090)",371,6,162,118,60,25
"Sin nivel (091)",23,,1,9,6,7
"Educación inicial (092)",1,,1,,,
"Primaria (093)",82,2,20,21,26,13
"Secundaria (094)",177,4,98,53,20,2
"Superior no univ. incompleta (095)",29,,16,10,2,1
"Superior no univ. completa (096)",14,,7,6,1,
"Superior univ. incompleta (097)",23,,9,9,4,1
"Superior univ. completa (098)",22,,10,10,1,1
"No PEA (100)",10583,4246,2772,1564,1074,927
"Sin nivel (101)",679,67,49,119,173,271
"Educación inicial (102)",356,339,10,7,,
"Primaria (103)",4381,3052,244,350,368,367
"Secundaria (104)",3731,788,1884,642,284,133
"Superior no univ. incompleta (105)",388,,198,110,54,26
"Superior no univ. completa (106)",393,,130,151,72,40
"Superior univ. incompleta (107)",298,,189,61,23,25
"Superior univ. completa (108)",357,,68,124,100,65
,,,,,,
"RURAL (120)",11420,1631,4466,2898,1715,710
"Sin nivel (121)",847,25,57,193,271,301
"Educación inicial (122)",128,124,3,1,,
"Primaria (123)",3568,1224,543,769,739,293
"Secundaria (124)",5029,258,3028,1250,433,60
"Superior no univ. incompleta (125)",629,,333,202,66,28
"Superior no univ. completa (126)",503,,232,204,61,6
"Superior univ. incompleta (127)",335,,156,115,57,7
"Superior univ. completa (128)",381,,114,164,88,15
"PEA (130)",7240,48,3273,2311,1276,332
"Sin nivel (131)",367,1,26,98,143,99
"Educación inicial (132)",3,1,1,1,,
"Primaria (133)",1641,27,354,554,545,161
"Secundaria (134)",3724,19,2243,1066,359,37
"Superior no univ. incompleta (135)",494,,241,176,58,19
"Superior no univ. completa (136)",414,,191,168,51,4
"Superior univ. incompleta (137)",281,,119,105,51,6
"Superior univ. completa (138)",316,,98,143,69,6
"Ocupada (140)",7153,48,3230,2285,1261,329
"Sin nivel (141)",357,1,25,95,139,97
"Educación inicial (142)",3,1,1,1,,
"Primaria (143)",1614,27,345,544,538,160
"Secundaria (144)",3688,19,2218,1057,357,37
"Superior no univ. incompleta (145)",491,,239,176,57,19
"Superior no univ. completa (146)",409,,188,166,51,4
"Superior univ. incompleta (147)",279,,117,105,51,6
"Superior univ. completa (148)",312,,97,141,68,6
"Desocupada (150)",87,,43,26,15,3
"Sin nivel (151)",10,,1,3,4,2
"Primaria (153)",27,,9,10,7,1
"Secundaria (154)",36,,25,9,2,
"Superior no univ. incompleta (155)",3,,2,,1,
"Superior no univ. completa (156)",5,,3,2,,
"Superior univ. incompleta (157)",2,,2,,,
"Superior univ. completa (158)",4,,1,2,1,
"No PEA (160)",4180,1583,1193,587,439,378
"Sin nivel (161)",480,24,31,95,128,202
"Educación inicial (162)",125,123,2,,,
"Primaria (163)",1927,1197,189,215,194,132
"Secundaria (164)",1305,239,785,184,74,23
"Superior no univ. incompleta (165)",135,,92,26,8,9
"Superior no univ. completa (166)",89,,41,36,10,2
"Superior univ. incompleta (167)",54,,37,10,6,1
"Superior univ. completa (168)",65,,16,21,19,9
