"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PUERTO INCA (000)",6660,6471,26,1278,1243,900,1417,961,445,201,189,24830
"De 12 a 14 años (001)",21,15,1,13,1,,,,,,6,15
"De 15 a 19 años (002)",519,475,6,371,92,4,2,,,,44,575
"De 20 a 24 años (003)",1020,969,3,428,381,115,39,3,,,51,1715
"De 25 a 29 años (004)",997,969,2,197,320,245,175,30,,,28,2510
"De 30 a 34 años (005)",873,858,3,93,171,190,298,95,5,3,15,2976
"De 35 a 39 años (006)",842,832,5,64,100,132,285,190,47,9,10,3624
"De 40 a 44 años (007)",662,656,1,27,62,76,209,187,69,25,6,3369
"De 45 a 49 años (008)",517,509,,24,33,56,131,127,97,41,8,2936
"De 50 y más años (009)",1209,1188,5,61,83,82,278,329,227,123,21,7110
"Conviviente (010)",3949,3869,16,886,866,562,794,463,199,83,80,13330
"De 12 a 14 años (011)",16,10,1,8,1,,,,,,6,10
"De 15 a 19 años (012)",419,384,3,294,82,4,1,,,,35,474
"De 20 a 24 años (013)",773,756,3,313,308,96,33,3,,,17,1373
"De 25 a 29 años (014)",722,713,,134,243,177,135,24,,,9,1883
"De 30 a 34 años (015)",579,575,1,57,111,123,209,67,4,3,4,2043
"De 35 a 39 años (016)",492,489,3,33,51,84,164,119,27,8,3,2185
"De 40 a 44 años (017)",341,339,1,13,36,31,113,101,32,12,2,1730
"De 45 a 49 años (018)",239,238,,12,14,18,62,64,52,16,1,1403
"De 50 y más años (019)",368,365,4,22,20,29,77,85,84,44,3,2229
"Separado(a) (020)",296,288,,72,52,38,57,36,27,6,8,1059
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
"De 15 a 19 años (022)",24,21,,19,2,,,,,,3,23
"De 20 a 24 años (023)",47,47,,28,12,4,3,,,,,76
