"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LORETO (000)",18412,17948,5219,2144,2079,1656,2492,1809,1235,1314,464,59601
"De 12 a 14 años (001)",2441,2412,2390,21,1,,,,,,29,23
"De 15 a 19 años (002)",3196,3091,2077,751,229,27,7,,,,105,1318
"De 20 a 24 años (003)",2561,2434,403,715,757,379,165,15,,,127,4163
"De 25 a 29 años (004)",2063,1977,131,300,496,485,468,89,8,,86,5409
"De 30 a 34 años (005)",1706,1680,59,150,256,305,576,261,59,14,26,6443
"De 35 a 39 años (006)",1607,1583,50,80,143,177,501,380,187,65,24,7879
"De 40 a 44 años (007)",1248,1238,33,43,73,111,298,331,219,130,10,7305
"De 45 a 49 años (008)",994,985,19,27,56,61,157,229,221,215,9,6816
"De 50 y más años (009)",2596,2548,57,57,68,111,320,504,541,890,48,20245
"Conviviente (010)",8866,8619,593,1422,1534,1197,1635,1103,592,543,247,33607
"De 12 a 14 años (011)",89,62,50,11,1,,,,,,27,13
"De 15 a 19 años (012)",1137,1037,272,543,192,23,7,,,,100,1024
"De 20 a 24 años (013)",1778,1720,115,489,629,329,144,14,,,58,3436
"De 25 a 29 años (014)",1517,1489,56,200,370,391,388,78,6,,28,4352
"De 30 a 34 años (015)",1206,1196,22,79,169,219,441,210,44,12,10,4878
"De 35 a 39 años (016)",1005,998,29,41,78,114,312,257,125,42,7,5112
"De 40 a 44 años (017)",711,707,13,20,33,56,172,208,124,81,4,4331
"De 45 a 49 años (018)",550,545,8,17,31,26,83,141,119,120,5,3801
"De 50 y más años (019)",873,865,28,22,31,39,88,195,174,288,8,6660
"Separado(a) (020)",427,418,8,126,70,50,65,46,30,23,9,1518
"De 15 a 19 años (022)",50,49,4,36,7,2,,,,,1,56
"De 20 a 24 años (023)",74,72,1,50,13,7,1,,,,2,102
