"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",16914,8951,7963,13244,6947,6297,3670,2004,1666
"Menores de 1 año (001)",327,173,154,279,146,133,48,27,21
"Menores de 1 mes (002)",19,9,10,15,6,9,4,3,1
"De 1 a 11 meses (003)",308,164,144,264,140,124,44,24,20
"De 1 a 4 años (004)",1539,804,735,1245,650,595,294,154,140
"1 año (005)",350,180,170,292,154,138,58,26,32
"2 años (006)",425,237,188,324,179,145,101,58,43
"3 años (007)",417,213,204,347,174,173,70,39,31
"4 años (008)",347,174,173,282,143,139,65,31,34
"De 5 a 9 años (009)",1620,846,774,1282,666,616,338,180,158
"5 años (010)",326,171,155,255,136,119,71,35,36
"6 años (011)",279,149,130,227,119,108,52,30,22
"7 años (012)",335,177,158,260,133,127,75,44,31
"8 años (013)",372,184,188,291,149,142,81,35,46
"9 años (014)",308,165,143,249,129,120,59,36,23
"De 10 a 14 años (015)",1724,902,822,1387,724,663,337,178,159
"10 años (016)",310,174,136,240,140,100,70,34,36
"11 años (017)",326,172,154,277,149,128,49,23,26
"12 años (018)",341,182,159,279,145,134,62,37,25
"13 años (019)",351,177,174,277,141,136,74,36,38
"14 años (020)",396,197,199,314,149,165,82,48,34
"De 15 a 19 años (021)",1607,848,759,1325,694,631,282,154,128
"15 años (022)",365,200,165,296,158,138,69,42,27
"16 años (023)",319,169,150,264,139,125,55,30,25
"17 años (024)",322,175,147,273,151,122,49,24,25
"18 años (025)",304,149,155,252,121,131,52,28,24
"19 años (026)",297,155,142,240,125,115,57,30,27
"De 20 a 24 años (027)",1559,805,754,1261,639,622,298,166,132
"20 años (028)",336,174,162,284,138,146,52,36,16
"21 años (029)",288,156,132,231,130,101,57,26,31
"22 años (030)",303,159,144,235,119,116,68,40,28
"23 años (031)",308,161,147,244,127,117,64,34,30
"24 años (032)",324,155,169,267,125,142,57,30,27
"De 25 a 29 años (033)",1430,728,702,1146,580,566,284,148,136
"25 años (034)",271,126,145,216,99,117,55,27,28
"26 años (035)",297,153,144,247,127,120,50,26,24
"27 años (036)",310,169,141,247,134,113,63,35,28
"28 años (037)",303,161,142,244,133,111,59,28,31
"29 años (038)",249,119,130,192,87,105,57,32,25
"De 30 a 34 años (039)",1305,670,635,1019,520,499,286,150,136
"30 años (040)",296,157,139,238,129,109,58,28,30
"31 años (041)",234,113,121,182,85,97,52,28,24
"32 años (042)",278,138,140,215,102,113,63,36,27
"33 años (043)",263,145,118,203,112,91,60,33,27
"34 años (044)",234,117,117,181,92,89,53,25,28
"De 35 a 39 años (045)",1149,611,538,872,458,414,277,153,124
"35 años (046)",231,126,105,178,97,81,53,29,24
