"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia YUNGUYO (000)",19018,1512,1424,11514,133,4192,243
"Agric., ganadería, caza y silvicultura (001)",11212,2,479,7048,31,3652,
"Pesca (002)",213,1,50,80,,82,
"Explotación de minas y canteras (003)",5,1,4,,,,
"Industrias manufactureras (004)",1247,11,134,989,53,60,
"Suministro de electricidad, gas y agua (005)",10,4,2,3,1,,
"Construcción (006)",879,4,664,194,5,12,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2488,123,10,2018,25,312,
"Venta, mant.y rep. veh.autom.y motoc. (008)",131,5,9,111,1,5,
"Comercio al por mayor (009)",135,5,,96,3,31,
"Comercio al por menor (010)",2222,113,1,1811,21,276,
"Hoteles y restaurantes (011)",305,58,4,223,4,16,
"Trans., almac. y comunicaciones (012)",675,104,24,532,9,6,
"Intermediación financiera (013)",22,19,,,,3,
"Activid.inmobil., empres. y alquileres (014)",137,88,4,43,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (015)",333,307,26,,,,
"Enseñanza (016)",687,609,,71,,7,
"Servicios sociales y de salud (017)",117,96,1,20,,,
"Otras activ. serv.comun.soc y personales (018)",112,36,4,65,2,5,
"Hogares privados con servicio doméstico (019)",243,,,,,,243
"Actividad economica no especificada (021)",333,49,18,228,2,36,
"Hombres (022)",10843,1012,1133,7463,103,1117,15
"Agric., ganadería, caza y silvicultura (023)",5992,1,244,4802,26,919,
"Pesca (024)",162,1,45,58,,58,
"Explotación de minas y canteras (025)",4,,4,,,,
"Industrias manufactureras (026)",860,5,104,665,43,43,
"Suministro de electricidad, gas y agua (027)",10,4,2,3,1,,
"Construcción (028)",866,3,655,191,5,12,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1100,67,10,955,14,54,
"Venta, mant.y rep. veh.autom.y motoc. (030)",111,4,9,95,1,2,
"Comercio al por mayor (031)",68,4,,55,3,6,
"Comercio al por menor (032)",921,59,1,805,10,46,
"Hoteles y restaurantes (033)",80,18,2,54,2,4,
"Trans., almac. y comunicaciones (034)",649,90,24,520,9,6,
"Intermediación financiera (035)",8,6,,,,2,
"Activid.inmobil., empres. y alquileres (036)",106,69,4,33,,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",290,269,21,,,,
"Enseñanza (038)",426,382,,41,,3,
"Servicios sociales y de salud (039)",60,46,,14,,,
"Otras activ. serv.comun.soc y personales (040)",83,24,3,51,2,3,
"Hogares privados con servicio doméstico (041)",15,,,,,,15
"Actividad economica no especificada (043)",132,27,15,76,1,13,
"Mujeres (044)",8175,500,291,4051,30,3075,228
"Agric., ganadería, caza y silvicultura (045)",5220,1,235,2246,5,2733,
"Pesca (046)",51,,5,22,,24,
"Explotación de minas y canteras (047)",1,1,,,,,
"Industrias manufactureras (048)",387,6,30,324,10,17,
"Construcción (050)",13,1,9,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1388,56,,1063,11,258,
"Venta, mant.y rep. veh.autom.y motoc. (052)",20,1,,16,,3,
"Comercio al por mayor (053)",67,1,,41,,25,
"Comercio al por menor (054)",1301,54,,1006,11,230,
"Hoteles y restaurantes (055)",225,40,2,169,2,12,
"Trans., almac. y comunicaciones (056)",26,14,,12,,,
"Intermediación financiera (057)",14,13,,,,1,
"Activid.inmobil., empres. y alquileres (058)",31,19,,10,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (059)",43,38,5,,,,
"Enseñanza (060)",261,227,,30,,4,
"Servicios sociales y de salud (061)",57,50,1,6,,,
"Otras activ. serv.comun.soc y personales (062)",29,12,1,14,,2,
"Hogares privados con servicio doméstico (063)",228,,,,,,228
"Actividad economica no especificada (065)",201,22,3,152,1,23,
,,,,,,,
"URBANA (066)",6626,1097,462,3808,71,1035,153
"Agric., ganadería, caza y silvicultura (067)",2228,1,221,1265,17,724,
"Pesca (068)",34,1,8,24,,1,
"Explotación de minas y canteras (069)",2,1,1,,,,
"Industrias manufactureras (070)",579,9,39,481,26,24,
"Suministro de electricidad, gas y agua (071)",8,3,2,3,,,
"Construcción (072)",211,4,140,60,4,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1576,62,4,1267,11,232,
"Venta, mant.y rep. veh.autom.y motoc. (074)",79,4,3,70,1,1,
"Comercio al por mayor (075)",86,3,,61,3,19,
"Comercio al por menor (076)",1411,55,1,1136,7,212,
"Hoteles y restaurantes (077)",234,33,4,181,4,12,
"Trans., almac. y comunicaciones (078)",382,58,8,304,6,6,
"Intermediación financiera (079)",20,18,,,,2,
"Activid.inmobil., empres. y alquileres (080)",112,69,3,38,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (081)",215,197,18,,,,
"Enseñanza (082)",545,490,,48,,7,
"Servicios sociales y de salud (083)",101,88,1,12,,,
"Otras activ. serv.comun.soc y personales (084)",77,28,3,40,2,4,
"Hogares privados con servicio doméstico (085)",153,,,,,,153
"Actividad economica no especificada (087)",149,35,10,85,,19,
"Hombres (088)",3661,688,346,2236,52,327,12
"Agric., ganadería, caza y silvicultura (089)",1216,,134,824,14,244,
"Pesca (090)",24,1,7,15,,1,
"Explotación de minas y canteras (091)",1,,1,,,,
"Industrias manufactureras (092)",362,4,25,301,18,14,
"Suministro de electricidad, gas y agua (093)",8,3,2,3,,,
"Construcción (094)",200,3,133,57,4,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",647,35,4,562,6,40,
"Venta, mant.y rep. veh.autom.y motoc. (096)",67,3,3,60,1,,
"Comercio al por mayor (097)",43,2,,32,3,6,
"Comercio al por menor (098)",537,30,1,470,2,34,
"Hoteles y restaurantes (099)",62,11,2,43,2,4,
"Trans., almac. y comunicaciones (100)",362,46,8,296,6,6,
"Intermediación financiera (101)",7,6,,,,1,
"Activid.inmobil., empres. y alquileres (102)",87,54,3,30,,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",180,164,16,,,,
"Enseñanza (104)",305,279,,23,,3,
"Servicios sociales y de salud (105)",50,42,,8,,,
"Otras activ. serv.comun.soc y personales (106)",58,20,3,30,2,3,
"Hogares privados con servicio doméstico (107)",12,,,,,,12
"Actividad economica no especificada (109)",80,20,8,44,,8,
"Mujeres (110)",2965,409,116,1572,19,708,141
"Agric., ganadería, caza y silvicultura (111)",1012,1,87,441,3,480,
"Pesca (112)",10,,1,9,,,
"Explotación de minas y canteras (113)",1,1,,,,,
"Industrias manufactureras (114)",217,5,14,180,8,10,
"Construcción (116)",11,1,7,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",929,27,,705,5,192,
"Venta, mant.y rep. veh.autom.y motoc. (118)",12,1,,10,,1,
"Comercio al por mayor (119)",43,1,,29,,13,
"Comercio al por menor (120)",874,25,,666,5,178,
"Hoteles y restaurantes (121)",172,22,2,138,2,8,
"Trans., almac. y comunicaciones (122)",20,12,,8,,,
