"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PUERTO INCA (000)",6660,6471,26,1278,1243,900,1417,961,445,201,189,24830
"De 12 a 14 años (001)",21,15,1,13,1,,,,,,6,15
"De 15 a 19 años (002)",519,475,6,371,92,4,2,,,,44,575
"De 20 a 24 años (003)",1020,969,3,428,381,115,39,3,,,51,1715
"De 25 a 29 años (004)",997,969,2,197,320,245,175,30,,,28,2510
"De 30 a 34 años (005)",873,858,3,93,171,190,298,95,5,3,15,2976
"De 35 a 39 años (006)",842,832,5,64,100,132,285,190,47,9,10,3624
"De 40 a 44 años (007)",662,656,1,27,62,76,209,187,69,25,6,3369
"De 45 a 49 años (008)",517,509,,24,33,56,131,127,97,41,8,2936
"De 50 y más años (009)",1209,1188,5,61,83,82,278,329,227,123,21,7110
"Sin nivel (010)",1073,1049,3,75,125,114,260,267,132,73,24,5459
"De 15 a 19 años (012)",20,18,,11,7,,,,,,2,25
"De 20 a 24 años (013)",52,49,,13,18,11,7,,,,3,112
"De 25 a 29 años (014)",68,65,1,8,12,16,22,6,,,3,210
"De 30 a 34 años (015)",89,88,,7,10,21,26,20,2,2,1,370
"De 35 a 39 años (016)",120,118,1,4,9,19,36,31,15,3,2,592
"De 40 a 44 años (017)",116,114,,4,14,9,31,36,11,9,2,622
"De 45 a 49 años (018)",100,98,,6,5,12,16,27,21,11,2,590
"De 50 y más años (019)",508,499,1,22,50,26,122,147,83,48,9,2938
"Educacion Inicial (020)",8,8,,1,2,1,3,1,,,,27
"De 20 a 24 años (023)",3,3,,1,2,,,,,,,5
"De 25 a 29 años (024)",1,1,,,,1,,,,,,3
"De 30 a 34 años (025)",3,3,,,,,3,,,,,12
