"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Admin.pub. y defensa; p. segur.soc.afil (037)",1956,34,153,76,254,28,,25,173,910,303,
"Enseñanza (038)",1279,16,1217,7,13,,,,,26,,
"Servicios sociales y de salud (039)",286,,113,128,15,12,,6,6,6,,
"Otras activ. serv.comun.soc y personales (040)",332,,61,99,21,26,,5,20,100,,
"Hogares privados con servicio doméstico (041)",129,,,,,,,,,129,,
"Actividad economica no especificada (043)",800,,12,17,18,,,,,2,,751
"Mujeres (044)",16219,10,1552,441,417,3882,2403,255,64,6057,8,1130
"Agric., ganadería, caza y silvicultura (045)",6099,,7,3,2,,2403,1,2,3681,,
"Pesca (046)",1,,,,,,,,,1,,
"Explotación de minas y canteras (047)",2,,,1,,,,,,1,,
"Industrias manufactureras (048)",280,,10,10,4,4,,233,17,2,,
"Suministro de electricidad, gas y agua (049)",3,,1,,,,,1,,1,,
"Construcción (050)",98,,4,3,14,,,3,19,55,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3537,,12,37,16,2871,,15,1,585,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",60,,,2,2,48,,8,,,,
"Comercio al por mayor (053)",122,,3,4,7,106,,,,2,,
"Comercio al por menor (054)",3355,,9,31,7,2717,,7,1,583,,
"Hoteles y restaurantes (055)",1575,,7,53,15,921,,,,579,,
"Trans., almac. y comunicaciones (056)",158,,3,27,35,3,,,24,66,,
"Intermediación financiera (057)",31,,4,7,16,,,1,,3,,
"Activid.inmobil., empres. y alquileres (058)",204,,60,55,59,4,,,,26,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",355,3,27,20,153,1,,,1,142,8,
"Enseñanza (060)",1275,7,1244,4,13,,,,,7,,
"Servicios sociales y de salud (061)",382,,160,179,17,11,,1,,14,,
"Otras activ. serv.comun.soc y personales (062)",233,,11,34,19,67,,,,102,,
"Hogares privados con servicio doméstico (063)",791,,,,,,,,,791,,
"Actividad economica no especificada (065)",1195,,2,8,54,,,,,1,,1130
,,,,,,,,,,,,
"URBANA (066)",19376,42,2331,912,684,4137,2614,1475,2214,4077,262,628
"Agric., ganadería, caza y silvicultura (067)",4181,,44,29,5,,2610,2,2,1489,,
"Pesca (068)",12,,1,,,,4,,,7,,
"Explotación de minas y canteras (069)",48,1,8,9,5,,,9,4,12,,
"Industrias manufactureras (070)",1083,,19,40,15,6,,922,65,16,,
"Suministro de electricidad, gas y agua (071)",55,1,10,7,1,,,22,5,9,,
"Construcción (072)",1350,,42,21,12,,,80,942,253,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",4382,1,22,100,23,3173,,410,19,634,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",425,,2,15,3,82,,310,13,,,
"Comercio al por mayor (075)",196,1,4,15,12,151,,,1,12,,
"Comercio al por menor (076)",3761,,16,70,8,2940,,100,5,622,,
"Hoteles y restaurantes (077)",1426,,12,60,14,787,,,2,551,,
"Trans., almac. y comunicaciones (078)",1406,,9,67,51,9,,4,1055,211,,
"Intermediación financiera (079)",84,3,16,12,41,,,1,2,9,,
"Activid.inmobil., empres. y alquileres (080)",636,,211,165,96,46,,4,34,80,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",1141,27,157,72,280,23,,11,77,232,262,
"Enseñanza (082)",1553,9,1493,8,23,,,,,20,,
"Servicios sociales y de salud (083)",473,,219,195,27,12,,6,2,12,,
"Otras activ. serv.comun.soc y personales (084)",412,,58,106,30,81,,4,5,128,,
"Hogares privados con servicio doméstico (085)",414,,,,,,,,,414,,
"Actividad economica no especificada (087)",720,,10,21,61,,,,,,,628
"Hombres (088)",12004,37,1310,588,371,1392,2181,1301,2165,2090,255,314
"Agric., ganadería, caza y silvicultura (089)",3234,,41,27,3,,2177,2,2,982,,
"Pesca (090)",12,,1,,,,4,,,7,,
"Explotación de minas y canteras (091)",47,1,8,8,5,,,9,4,12,,
"Industrias manufactureras (092)",891,,13,31,12,4,,764,53,14,,
"Suministro de electricidad, gas y agua (093)",52,1,9,7,1,,,21,5,8,,
"Construcción (094)",1301,,39,19,5,,,79,927,232,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1826,1,13,68,8,1120,,398,18,200,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",377,,2,13,1,45,,303,13,,,
"Comercio al por mayor (097)",103,1,2,12,5,72,,,1,10,,
"Comercio al por menor (098)",1346,,9,43,2,1003,,95,4,190,,
"Hoteles y restaurantes (099)",298,,5,21,4,162,,,2,104,,
"Trans., almac. y comunicaciones (100)",1273,,6,41,30,7,,4,1034,151,,
"Intermediación financiera (101)",56,3,12,6,27,,,,2,6,,
"Activid.inmobil., empres. y alquileres (102)",461,,157,118,46,42,,4,34,60,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",960,26,134,59,180,23,,11,77,195,255,
"Enseñanza (104)",753,5,717,5,11,,,,,15,,
"Servicios sociales y de salud (105)",215,,98,86,13,8,,5,2,3,,
"Otras activ. serv.comun.soc y personales (106)",227,,49,78,13,26,,4,5,52,,
"Hogares privados con servicio doméstico (107)",49,,,,,,,,,49,,
"Actividad economica no especificada (109)",349,,8,14,13,,,,,,,314
"Mujeres (110)",7372,5,1021,324,313,2745,433,174,49,1987,7,314
"Agric., ganadería, caza y silvicultura (111)",947,,3,2,2,,433,,,507,,
"Explotación de minas y canteras (113)",1,,,1,,,,,,,,
"Industrias manufactureras (114)",192,,6,9,3,2,,158,12,2,,
"Suministro de electricidad, gas y agua (115)",3,,1,,,,,1,,1,,
"Construcción (116)",49,,3,2,7,,,1,15,21,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2556,,9,32,15,2053,,12,1,434,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",48,,,2,2,37,,7,,,,
"Comercio al por mayor (119)",93,,2,3,7,79,,,,2,,
"Comercio al por menor (120)",2415,,7,27,6,1937,,5,1,432,,
"Hoteles y restaurantes (121)",1128,,7,39,10,625,,,,447,,
"Trans., almac. y comunicaciones (122)",133,,3,26,21,2,,,21,60,,
"Intermediación financiera (123)",28,,4,6,14,,,1,,3,,
"Activid.inmobil., empres. y alquileres (124)",175,,54,47,50,4,,,,20,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",181,1,23,13,100,,,,,37,7,
"Enseñanza (126)",800,4,776,3,12,,,,,5,,
"Servicios sociales y de salud (127)",258,,121,109,14,4,,1,,9,,
"Otras activ. serv.comun.soc y personales (128)",185,,9,28,17,55,,,,76,,
"Hogares privados con servicio doméstico (129)",365,,,,,,,,,365,,
"Actividad economica no especificada (131)",371,,2,7,48,,,,,,,314
,,,,,,,,,,,,
"RURAL (132)",43231,25,1155,325,256,1701,22802,610,1212,13843,49,1253
"Agric., ganadería, caza y silvicultura (133)",33785,,21,35,2,,22794,9,20,10904,,
"Pesca (134)",13,,,,,,8,,,5,,
"Explotación de minas y canteras (135)",326,,1,8,,,,18,3,296,,
"Industrias manufactureras (136)",504,1,6,6,9,2,,438,36,6,,
"Suministro de electricidad, gas y agua (137)",58,,2,8,3,,,7,17,21,,
"Construcción (138)",1400,,28,26,19,,,47,624,656,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",1581,,6,17,3,1262,,70,8,215,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",81,,,3,,27,,46,2,3,,
"Comercio al por mayor (141)",69,,2,1,2,59,,,3,2,,
"Comercio al por menor (142)",1431,,4,13,1,1176,,24,3,210,,
"Hoteles y restaurantes (143)",541,,,17,7,357,,1,,159,,
"Trans., almac. y comunicaciones (144)",519,,2,4,28,16,,2,379,88,,
"Intermediación financiera (145)",12,,1,1,4,,,,1,5,,
"Activid.inmobil., empres. y alquileres (146)",192,,25,33,25,35,,2,8,64,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",1170,10,23,24,127,6,,14,97,820,49,
"Enseñanza (148)",1001,14,968,3,3,,,,,13,,
"Servicios sociales y de salud (149)",195,,54,112,5,11,,1,4,8,,
"Otras activ. serv.comun.soc y personales (150)",153,,14,27,10,12,,1,15,74,,
"Hogares privados con servicio doméstico (151)",506,,,,,,,,,506,,
"Actividad economica no especificada (153)",1275,,4,4,11,,,,,3,,1253
"Hombres (154)",34384,20,624,208,152,564,20832,529,1197,9773,48,437
"Agric., ganadería, caza y silvicultura (155)",28633,,17,34,2,,20824,8,18,7730,,
"Pesca (156)",12,,,,,,8,,,4,,
"Explotación de minas y canteras (157)",325,,1,8,,,,18,3,295,,
"Industrias manufactureras (158)",416,1,2,5,8,,,363,31,6,,
"Suministro de electricidad, gas y agua (159)",58,,2,8,3,,,7,17,21,,
"Construcción (160)",1351,,27,25,12,,,45,620,622,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",600,,3,12,2,444,,67,8,64,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",69,,,3,,16,,45,2,3,,
"Comercio al por mayor (163)",40,,1,,2,32,,,3,2,,
"Comercio al por menor (164)",491,,2,9,,396,,22,3,59,,
"Hoteles y restaurantes (165)",94,,,3,2,61,,1,,27,,
"Trans., almac. y comunicaciones (166)",494,,2,3,14,15,,2,376,82,,
"Intermediación financiera (167)",9,,1,,2,,,,1,5,,
"Activid.inmobil., empres. y alquileres (168)",163,,19,25,16,35,,2,8,58,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",996,8,19,17,74,5,,14,96,715,48,
"Enseñanza (170)",526,11,500,2,2,,,,,11,,
"Servicios sociales y de salud (171)",71,,15,42,2,4,,1,4,3,,
"Otras activ. serv.comun.soc y personales (172)",105,,12,21,8,,,1,15,48,,
"Hogares privados con servicio doméstico (173)",80,,,,,,,,,80,,
"Actividad economica no especificada (175)",451,,4,3,5,,,,,2,,437
"Mujeres (176)",8847,5,531,117,104,1137,1970,81,15,4070,1,816
"Agric., ganadería, caza y silvicultura (177)",5152,,4,1,,,1970,1,2,3174,,
"Pesca (178)",1,,,,,,,,,1,,
"Explotación de minas y canteras (179)",1,,,,,,,,,1,,
"Industrias manufactureras (180)",88,,4,1,1,2,,75,5,,,
"Construcción (182)",49,,1,1,7,,,2,4,34,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",981,,3,5,1,818,,3,,151,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",12,,,,,11,,1,,,,
"Comercio al por mayor (185)",29,,1,1,,27,,,,,,
"Comercio al por menor (186)",940,,2,4,1,780,,2,,151,,
"Hoteles y restaurantes (187)",447,,,14,5,296,,,,132,,
"Trans., almac. y comunicaciones (188)",25,,,1,14,1,,,3,6,,
"Intermediación financiera (189)",3,,,1,2,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",29,,6,8,9,,,,,6,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",174,2,4,7,53,1,,,1,105,1,
"Enseñanza (192)",475,3,468,1,1,,,,,2,,
"Servicios sociales y de salud (193)",124,,39,70,3,7,,,,5,,
"Otras activ. serv.comun.soc y personales (194)",48,,2,6,2,12,,,,26,,
"Hogares privados con servicio doméstico (195)",426,,,,,,,,,426,,
"Actividad economica no especificada (197)",824,,,1,6,,,,,1,,816
