"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia AREQUIPA (000)",244803,3036,8640,18620,32023,47454,66742,68288
"De 12 a 14 años (001)",190,,,,,,3,187
"De 15 a 19 años (002)",2887,,,,,,1614,1273
"De 20 a 24 años (003)",19305,,,,,42,9006,10257
"De 25 a 29 años (004)",28626,,,,,1290,15582,11754
"De 30 a 34 años (005)",31714,,,,14,5088,17358,9254
"De 35 a 39 años (006)",30530,,,,392,9734,13510,6894
"De 40 a 44 años (007)",27687,,,5,2417,12275,7240,5750
"De 45 a 49 años (008)",23528,,,197,6053,10625,2133,4520
"De 50 y más años (009)",80336,3036,8640,18418,23147,8400,296,18399
"Sin nivel (010)",20690,623,1679,3203,4150,3096,2001,5938
"De 12 a 14 años (011)",5,,,,,,1,4
"De 15 a 19 años (012)",27,,,,,,13,14
"De 20 a 24 años (013)",159,,,,,,84,75
"De 25 a 29 años (014)",229,,,,,14,100,115
"De 30 a 34 años (015)",1247,,,,2,241,679,325
"De 35 a 39 años (016)",1361,,,,26,473,567,295
"De 40 a 44 años (017)",1439,,,1,145,619,360,314
"De 45 a 49 años (018)",1465,,,3,362,645,165,290
"De 50 y más años (019)",14758,623,1679,3199,3615,1104,32,4506
"Educacion Inicial (020)",210,,,,,23,109,78
"De 12 a 14 años (021)",1,,,,,,,1
"De 15 a 19 años (022)",7,,,,,,6,1
"De 20 a 24 años (023)",49,,,,,,23,26
"De 25 a 29 años (024)",56,,,,,,38,18
"De 30 a 34 años (025)",61,,,,,14,25,22
"De 35 a 39 años (026)",36,,,,,9,17,10
"Primaria (030)",41872,1112,2828,5270,7461,8697,7611,8893
"De 12 a 14 años (031)",53,,,,,,1,52
"De 15 a 19 años (032)",257,,,,,,152,105
"De 20 a 24 años (033)",1152,,,,,4,728,420
"De 25 a 29 años (034)",2265,,,,,154,1495,616
"De 30 a 34 años (035)",3560,,,,3,777,1984,796
"De 35 a 39 años (036)",4124,,,,68,1656,1648,752
"De 40 a 44 años (037)",4534,,,1,428,2094,1125,886
"De 45 a 49 años (038)",4391,,,50,1204,1982,408,747
"De 50 y más años (039)",21536,1112,2828,5219,5758,2030,70,4519
"Secundaria (040)",67610,685,1952,3881,7391,13375,23249,17077
"De 12 a 14 años (041)",131,,,,,,1,130
"De 15 a 19 años (042)",1967,,,,,,1093,874
"De 20 a 24 años (043)",7676,,,,,23,4501,3152
"De 25 a 29 años (044)",9899,,,,,592,6148,3159
"De 30 a 34 años (045)",9754,,,,6,1985,5437,2326
"De 35 a 39 años (046)",8824,,,,166,3221,3641,1796
