"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CUSCO (000)",154514,2412,53225,58106,35534,5237
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",539,,35,243,235,26
"Profes., científicos e intelectuales (002)",26236,,5395,12616,7718,507
"Técnicos de nivel medio y trab. asimilados (003)",12672,31,4747,5040,2599,255
"Jefes y empleados de oficina (004)",9783,,4129,3434,2152,68
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",35949,422,13141,12734,8217,1435
"Agricult. trabaj. calif.agrop. y pesqueros (006)",3900,16,602,1251,1356,675
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",12483,164,4882,4290,2583,564
"Obreros construc., conf., papel, fab., instr. (008)",20688,110,6885,8488,4690,515
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",26421,1631,11565,7517,4712,996
"Otra (010)",1928,,326,1186,411,5
"Ocupación no especificada (011)",3915,38,1518,1307,861,191
"Hombres (012)",85755,1277,28888,32028,20340,3222
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",347,,22,160,148,17
"Profes., científicos e intelectuales (014)",13043,,2371,5927,4324,421
"Técnicos de nivel medio y trab. asimilados (015)",7226,27,2578,2840,1588,193
"Jefes y empleados de oficina (016)",4711,,1756,1632,1275,48
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",13560,203,5686,4484,2672,515
"Agricult. trabaj. calif.agrop. y pesqueros (018)",3101,12,476,1042,1054,517
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",9946,148,4029,3323,1989,457
"Obreros construc., conf., papel, fab., instr. (020)",18722,76,6075,7675,4405,491
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",11059,789,4807,3029,1987,447
"Otra (022)",1768,,223,1147,394,4
"Ocupación no especificada (023)",2272,22,865,769,504,112
"Mujeres (024)",68759,1135,24337,26078,15194,2015
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",192,,13,83,87,9
"Profes., científicos e intelectuales (026)",13193,,3024,6689,3394,86
"Técnicos de nivel medio y trab. asimilados (027)",5446,4,2169,2200,1011,62
"Jefes y empleados de oficina (028)",5072,,2373,1802,877,20
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",22389,219,7455,8250,5545,920
"Agricult. trabaj. calif.agrop. y pesqueros (030)",799,4,126,209,302,158
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",2537,16,853,967,594,107
