"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CHANCHAMAYO (000)",168949,89216,79733,96191,48935,47256,72758,40281,32477
"Menores de 1 año (001)",3352,1667,1685,1803,907,896,1549,760,789
"Menores de 1 mes (002)",210,98,112,131,62,69,79,36,43
"De 1 a 11 meses (003)",3142,1569,1573,1672,845,827,1470,724,746
"De 1 a 4 años (004)",15041,7692,7349,7718,4025,3693,7323,3667,3656
"1 año (005)",3362,1782,1580,1733,933,800,1629,849,780
"2 años (006)",3889,1958,1931,1931,989,942,1958,969,989
"3 años (007)",3695,1879,1816,1935,1036,899,1760,843,917
"4 años (008)",4095,2073,2022,2119,1067,1052,1976,1006,970
"De 5 a 9 años (009)",21404,11056,10348,11831,6073,5758,9573,4983,4590
"5 años (010)",3906,2051,1855,2108,1102,1006,1798,949,849
"6 años (011)",3932,1990,1942,2198,1093,1105,1734,897,837
"7 años (012)",4651,2408,2243,2516,1304,1212,2135,1104,1031
"8 años (013)",4583,2367,2216,2549,1318,1231,2034,1049,985
"9 años (014)",4332,2240,2092,2460,1256,1204,1872,984,888
"De 10 a 14 años (015)",20939,10828,10111,12303,6305,5998,8636,4523,4113
"10 años (016)",4499,2291,2208,2550,1292,1258,1949,999,950
"11 años (017)",3885,1955,1930,2194,1093,1101,1691,862,829
"12 años (018)",4390,2277,2113,2553,1305,1248,1837,972,865
"13 años (019)",4047,2124,1923,2468,1301,1167,1579,823,756
"14 años (020)",4118,2181,1937,2538,1314,1224,1580,867,713
"De 15 a 19 años (021)",17985,9483,8502,10802,5500,5302,7183,3983,3200
"15 años (022)",3996,2025,1971,2484,1226,1258,1512,799,713
"16 años (023)",3630,1869,1761,2257,1105,1152,1373,764,609
"17 años (024)",3525,1837,1688,2052,1008,1044,1473,829,644
"18 años (025)",3635,2058,1577,2115,1165,950,1520,893,627
"19 años (026)",3199,1694,1505,1894,996,898,1305,698,607
"De 20 a 24 años (027)",15251,8104,7147,8687,4344,4343,6564,3760,2804
"20 años (028)",3644,1936,1708,2097,1066,1031,1547,870,677
"21 años (029)",2543,1380,1163,1477,763,714,1066,617,449
"22 años (030)",3169,1725,1444,1774,904,870,1395,821,574
"23 años (031)",2962,1589,1373,1693,842,851,1269,747,522
"24 años (032)",2933,1474,1459,1646,769,877,1287,705,582
"De 25 a 29 años (033)",14004,7357,6647,7974,3923,4051,6030,3434,2596
"25 años (034)",3109,1614,1495,1741,852,889,1368,762,606
"26 años (035)",2566,1350,1216,1417,692,725,1149,658,491
"27 años (036)",3231,1712,1519,1847,917,930,1384,795,589
"28 años (037)",2857,1486,1371,1610,768,842,1247,718,529
"29 años (038)",2241,1195,1046,1359,694,665,882,501,381
