"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Ocupación no especificada (095)",24,3,9,9,,3,
"Mujeres (096)",1696,160,854,358,24,207,93
"Profes., científicos e intelectuales (098)",57,52,,5,,,
"Técnicos de nivel medio y trab. asimilados (099)",26,22,,3,,1,
"Jefes y empleados de oficina (100)",23,23,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",223,35,8,147,6,27,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",123,,,105,18,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",41,,33,8,,,
"Obreros construc.,conf.,papel, fab., instr. (104)",6,,2,4,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1128,21,798,61,,155,93
"Ocupación no especificada (107)",69,7,13,25,,24,
