"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",33,,5,9,8,11
"Educación inicial (032)",1,,,1,,
"Primaria (033)",303,7,96,118,75,7
"Secundaria (034)",551,11,350,150,37,3
"Superior no univ. incompleta (035)",47,,32,12,3,
"Superior no univ. completa (036)",88,,59,24,5,
"Superior univ. incompleta (037)",23,,17,6,,
"Superior univ. completa (038)",29,,22,6,1,
"No PEA (040)",30255,14390,8219,3064,2522,2060
"Sin nivel (041)",2990,233,99,247,968,1443
"Educación inicial (042)",758,738,14,6,,
"Primaria (043)",15965,10772,1474,1850,1321,548
"Secundaria (044)",8901,2647,5274,753,182,45
"Superior no univ. incompleta (045)",787,,717,63,5,2
"Superior no univ. completa (046)",300,,199,72,20,9
"Superior univ. incompleta (047)",385,,354,25,4,2
"Superior univ. completa (048)",169,,88,48,22,11
,,,,,,
"URBANA (060)",24523,6768,8074,5590,3106,985
"Sin nivel (061)",1265,66,51,140,447,561
"Educación inicial (062)",286,274,7,5,,
"Primaria (063)",9243,4838,849,1869,1355,332
"Secundaria (064)",9004,1590,4700,1940,723,51
"Superior no univ. incompleta (065)",1229,,862,296,68,3
"Superior no univ. completa (066)",1505,,693,608,189,15
"Superior univ. incompleta (067)",717,,486,161,66,4
"Superior univ. completa (068)",1274,,426,571,258,19
"PEA (070)",10227,193,3615,3997,2130,292
"Sin nivel (071)",384,1,19,64,173,127
"Educación inicial (072)",5,2,,3,,
"Primaria (073)",2425,97,351,1027,823,127
"Secundaria (074)",4007,93,1859,1438,597,20
"Superior no univ. incompleta (075)",641,,331,246,63,1
"Superior no univ. completa (076)",1257,,531,548,172,6
"Superior univ. incompleta (077)",379,,173,141,63,2
"Superior univ. completa (078)",1129,,351,530,239,9
"Ocupada (080)",9491,183,3226,3760,2041,281
"Sin nivel (081)",364,1,16,57,169,121
"Educación inicial (082)",4,2,,2,,
"Primaria (083)",2250,95,306,950,775,124
"Secundaria (084)",3636,85,1635,1329,569,18
"Superior no univ. incompleta (085)",600,,303,236,60,1
"Superior no univ. completa (086)",1179,,479,527,167,6
"Superior univ. incompleta (087)",356,,156,135,63,2
"Superior univ. completa (088)",1102,,331,524,238,9
"Desocupada (090)",736,10,389,237,89,11
"Sin nivel (091)",20,,3,7,4,6
"Educación inicial (092)",1,,,1,,
"Primaria (093)",175,2,45,77,48,3
"Secundaria (094)",371,8,224,109,28,2
"Superior no univ. incompleta (095)",41,,28,10,3,
"Superior no univ. completa (096)",78,,52,21,5,
"Superior univ. incompleta (097)",23,,17,6,,
"Superior univ. completa (098)",27,,20,6,1,
"No PEA (100)",14296,6575,4459,1593,976,693
"Sin nivel (101)",881,65,32,76,274,434
"Educación inicial (102)",281,272,7,2,,
"Primaria (103)",6818,4741,498,842,532,205
"Secundaria (104)",4997,1497,2841,502,126,31
"Superior no univ. incompleta (105)",588,,531,50,5,2
"Superior no univ. completa (106)",248,,162,60,17,9
"Superior univ. incompleta (107)",338,,313,20,3,2
"Superior univ. completa (108)",145,,75,41,19,10
,,,,,,
"RURAL (120)",29671,8154,7544,5518,5410,3045
"Sin nivel (121)",4359,177,124,467,1685,1906
"Educación inicial (122)",497,470,15,12,,
"Primaria (123)",16469,6269,2429,3452,3230,1089
"Secundaria (124)",7461,1238,4425,1338,419,41
"Superior no univ. incompleta (125)",392,,294,79,19,
"Superior no univ. completa (126)",275,,151,99,24,1
"Superior univ. incompleta (127)",104,,64,29,8,3
"Superior univ. completa (128)",114,,42,42,25,5
"PEA (130)",13712,339,3784,4047,3864,1678
"Sin nivel (131)",2250,9,57,296,991,897
"Educación inicial (132)",20,4,8,8,,
"Primaria (133)",7322,238,1453,2444,2441,746
"Secundaria (134)",3557,88,1992,1087,363,27
"Superior no univ. incompleta (135)",193,,108,66,19,
"Superior no univ. completa (136)",223,,114,87,21,1
"Superior univ. incompleta (137)",57,,23,24,7,3
"Superior univ. completa (138)",90,,29,35,22,4
"Ocupada (140)",13373,331,3592,3958,3824,1668
"Sin nivel (141)",2237,9,55,294,987,892
"Educación inicial (142)",20,4,8,8,,
"Primaria (143)",7194,233,1402,2403,2414,742
"Secundaria (144)",3377,85,1866,1046,354,26
"Superior no univ. incompleta (145)",187,,104,64,19,
"Superior no univ. completa (146)",213,,107,84,21,1
"Superior univ. incompleta (147)",57,,23,24,7,3
"Superior univ. completa (148)",88,,27,35,22,4
"Desocupada (150)",339,8,192,89,40,10
"Sin nivel (151)",13,,2,2,4,5
"Primaria (153)",128,5,51,41,27,4
"Secundaria (154)",180,3,126,41,9,1
"Superior no univ. incompleta (155)",6,,4,2,,
"Superior no univ. completa (156)",10,,7,3,,
"Superior univ. completa (158)",2,,2,,,
"No PEA (160)",15959,7815,3760,1471,1546,1367
"Sin nivel (161)",2109,168,67,171,694,1009
"Educación inicial (162)",477,466,7,4,,
"Primaria (163)",9147,6031,976,1008,789,343
"Secundaria (164)",3904,1150,2433,251,56,14
"Superior no univ. incompleta (165)",199,,186,13,,
"Superior no univ. completa (166)",52,,37,12,3,
"Superior univ. incompleta (167)",47,,41,5,1,
"Superior univ. completa (168)",24,,13,7,3,1
