"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia OTUZCO (000)",31739,30764,9025,4186,4070,3296,4421,2803,1762,1201,975,88164
"De 12 a 14 años (001)",3363,3343,3324,15,4,,,,,,20,23
"De 15 a 19 años (002)",4096,4021,3369,559,81,12,,,,,75,757
"De 20 a 24 años (003)",3561,3225,1076,1202,688,201,53,5,,,336,3436
"De 25 a 29 años (004)",3025,2813,337,791,815,528,300,38,4,,212,5574
"De 30 a 34 años (005)",2973,2870,200,509,730,620,628,160,21,2,103,7760
"De 35 a 39 años (006)",2745,2684,141,279,568,532,744,309,94,17,61,9231
"De 40 a 44 años (007)",2250,2207,82,201,342,425,571,382,143,61,43,8979
"De 45 a 49 años (008)",1976,1941,79,127,247,281,511,344,237,115,35,9238
"De 50 y más años (009)",7750,7660,417,503,595,697,1614,1565,1263,1006,90,43166
"Sin nivel (010)",7537,7387,655,554,705,772,1531,1307,1064,799,150,37541
"De 12 a 14 años (011)",105,105,103,1,1,,,,,,,3
"De 15 a 19 años (012)",215,211,169,27,14,1,,,,,4,58
"De 20 a 24 años (013)",315,284,78,92,65,32,17,,,,31,391
"De 25 a 29 años (014)",338,320,31,50,96,69,65,7,2,,18,792
"De 30 a 34 años (015)",567,551,30,59,90,125,178,56,12,1,16,1851
"De 35 a 39 años (016)",618,607,20,43,81,102,184,116,50,11,11,2625
"De 40 a 44 años (017)",623,614,21,36,61,86,171,136,64,39,9,3012
"De 45 a 49 años (018)",668,659,20,38,48,72,160,132,117,72,9,3716
"De 50 y más años (019)",4088,4036,183,208,249,285,756,860,819,676,52,25093
"Educacion Inicial (020)",82,78,29,12,13,10,7,7,,,4,144
"De 12 a 14 años (021)",15,15,15,,,,,,,,,
