"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CHACHAPOYAS (000)",49700,24433,25267,34343,16495,17848,15357,7938,7419
"Menores de 1 año (001)",873,431,442,548,257,291,325,174,151
"Menores de 1 mes (002)",75,31,44,49,22,27,26,9,17
"De 1 a 11 meses (003)",798,400,398,499,235,264,299,165,134
"De 1 a 4 años (004)",4203,2164,2039,2644,1359,1285,1559,805,754
"1 año (005)",915,499,416,577,295,282,338,204,134
"2 años (006)",1107,546,561,699,356,343,408,190,218
"3 años (007)",1097,587,510,690,370,320,407,217,190
"4 años (008)",1084,532,552,678,338,340,406,194,212
"De 5 a 9 años (009)",5197,2644,2553,3333,1690,1643,1864,954,910
"5 años (010)",966,478,488,606,322,284,360,156,204
"6 años (011)",981,518,463,665,345,320,316,173,143
"7 años (012)",1123,574,549,708,359,349,415,215,200
"8 años (013)",1113,572,541,689,353,336,424,219,205
"9 años (014)",1014,502,512,665,311,354,349,191,158
"De 10 a 14 años (015)",5580,2777,2803,3766,1822,1944,1814,955,859
"10 años (016)",1055,500,555,688,324,364,367,176,191
"11 años (017)",1047,532,515,690,339,351,357,193,164
"12 años (018)",1148,560,588,757,370,387,391,190,201
"13 años (019)",1076,572,504,757,386,371,319,186,133
"14 años (020)",1254,613,641,874,403,471,380,210,170
"De 15 a 19 años (021)",4824,2403,2421,3472,1669,1803,1352,734,618
"15 años (022)",1217,588,629,878,414,464,339,174,165
"16 años (023)",1080,558,522,791,390,401,289,168,121
"17 años (024)",866,439,427,610,293,317,256,146,110
"18 años (025)",835,430,405,578,292,286,257,138,119
"19 años (026)",826,388,438,615,280,335,211,108,103
"De 20 a 24 años (027)",4342,2097,2245,3169,1467,1702,1173,630,543
"20 años (028)",930,457,473,680,316,364,250,141,109
"21 años (029)",800,358,442,614,260,354,186,98,88
"22 años (030)",842,424,418,610,294,316,232,130,102
"23 años (031)",891,429,462,666,309,357,225,120,105
"24 años (032)",879,429,450,599,288,311,280,141,139
"De 25 a 29 años (033)",3795,1886,1909,2722,1315,1407,1073,571,502
"25 años (034)",795,398,397,581,294,287,214,104,110
"26 años (035)",799,384,415,568,270,298,231,114,117
"27 años (036)",785,393,392,562,267,295,223,126,97
"28 años (037)",734,375,359,529,258,271,205,117,88
"29 años (038)",682,336,346,482,226,256,200,110,90
"De 30 a 34 años (039)",3572,1782,1790,2565,1254,1311,1007,528,479
"30 años (040)",842,397,445,583,268,315,259,129,130
"31 años (041)",583,292,291,427,207,220,156,85,71
"32 años (042)",696,344,352,503,248,255,193,96,97
"33 años (043)",737,393,344,526,280,246,211,113,98
"34 años (044)",714,356,358,526,251,275,188,105,83
"De 35 a 39 años (045)",3323,1567,1756,2411,1119,1292,912,448,464
