"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Mujeres (044)",14868,1185,9,4871,3924,787,1768,455,1869
"Agric., ganadería, caza y silvicultura (045)",3130,644,3,1893,516,20,25,7,22
"Pesca (046)",2,,,1,,,,1,
"Explotación de minas y canteras (047)",5,,,1,,1,,,3
"Industrias manufactureras (048)",559,18,,158,227,46,54,20,36
"Suministro de electricidad, gas y agua (049)",10,,,,1,2,4,1,2
"Construcción (050)",42,3,,10,12,2,5,,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3208,158,2,1009,1243,217,301,114,164
"Venta, mant.y rep. veh.autom.y motoc. (052)",94,,,12,45,10,15,5,7
"Comercio al por mayor (053)",126,1,,33,38,13,24,3,14
"Comercio al por menor (054)",2988,157,2,964,1160,194,262,106,143
"Hoteles y restaurantes (055)",1154,79,1,469,432,55,62,17,39
"Trans., almac. y comunicaciones (056)",196,3,,19,77,23,34,21,19
"Intermediación financiera (057)",58,,,,3,3,20,11,21
"Activid.inmobil., empres. y de alquiler (058)",501,7,,27,70,59,140,49,149
"Admin.pub. y defensa; p. segur.soc.afil (059)",256,5,,44,60,21,57,16,53
"Enseñanza (060)",2066,,,3,148,149,702,111,953
"Servicios sociales y de salud (061)",526,4,,24,47,32,151,20,248
"Otras activ. serv.comun.soc y personales (062)",527,63,,191,158,31,40,15,29
"Hogares privados con servicio doméstico (063)",1395,113,1,623,552,49,34,8,15
"Actividad economica no especificada (065)",1233,88,2,399,378,77,139,44,106
,,,,,,,,,
"URBANA (066)",33711,995,34,9516,12492,1841,3530,1242,4061
"Agric., ganadería, caza y silvicultura (067)",6567,379,10,3370,2332,137,111,69,159
"Pesca (068)",7,,,1,5,,,1,
"Explotación de minas y canteras (069)",32,,,5,7,3,6,3,8
"Industrias manufactureras (070)",2037,39,1,613,971,108,130,64,111
"Suministro de electricidad, gas y agua (071)",75,1,,6,25,7,24,2,10
"Construcción (072)",1870,39,4,585,842,102,113,53,132
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",6754,190,9,1890,2905,450,635,281,394
"Venta, mant.y rep. veh.autom.y motoc. (074)",898,13,,149,408,82,141,38,67
"Comercio al por mayor (075)",365,4,,77,150,27,48,17,42
"Comercio al por menor (076)",5491,173,9,1664,2347,341,446,226,285
"Hoteles y restaurantes (077)",1659,83,2,614,668,96,94,39,63
"Trans., almac. y comunicaciones (078)",3776,31,4,845,2181,225,220,141,129
"Intermediación financiera (079)",134,,,1,10,9,36,18,60
"Activid.inmobil., empres. y de alquiler (080)",1271,9,,67,241,138,272,117,427
"Admin.pub. y defensa; p. segur.soc.afil (081)",956,11,1,98,267,63,206,83,227
"Enseñanza (082)",3202,1,,7,127,172,1132,165,1598
"Servicios sociales y de salud (083)",842,6,,30,80,60,215,37,414
"Otras activ. serv.comun.soc y personales (084)",1236,74,1,401,485,70,76,47,82
"Hogares privados con servicio doméstico (085)",1171,74,1,483,502,54,32,9,16
"Actividad economica no especificada (087)",2122,58,1,500,844,147,228,113,231
"Hombres (088)",22644,501,28,6660,9266,1128,1928,812,2321
"Agric., ganadería, caza y silvicultura (089)",5826,281,9,2966,2147,126,96,64,137
"Pesca (090)",5,,,,5,,,,
"Explotación de minas y canteras (091)",27,,,4,7,2,6,3,5
"Industrias manufactureras (092)",1523,26,1,479,756,64,77,44,76
"Suministro de electricidad, gas y agua (093)",65,1,,6,24,5,20,1,8
"Construcción (094)",1831,36,4,578,830,100,108,53,122
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",3809,56,7,1006,1758,236,346,169,231
"Venta, mant.y rep. veh.autom.y motoc. (096)",806,13,,138,364,72,126,33,60
"Comercio al por mayor (097)",243,3,,45,114,14,25,14,28
"Comercio al por menor (098)",2760,40,7,823,1280,150,195,122,143
"Hoteles y restaurantes (099)",606,19,1,187,273,43,36,22,25
"Trans., almac. y comunicaciones (100)",3585,28,4,826,2109,202,186,120,110
"Intermediación financiera (101)",78,,,1,8,6,17,7,39
"Activid.inmobil., empres. y de alquiler (102)",783,2,,40,175,79,138,69,280
"Admin.pub. y defensa; p. segur.soc.afil (103)",712,7,1,57,211,43,151,68,174
"Enseñanza (104)",1483,1,,4,57,76,529,72,744
"Servicios sociales y de salud (105)",365,2,,9,36,30,84,17,187
"Otras activ. serv.comun.soc y personales (106)",739,17,1,220,336,40,38,33,54
"Hogares privados con servicio doméstico (107)",54,6,,14,23,6,2,1,2
"Actividad economica no especificada (109)",1153,19,,263,511,70,94,69,127
"Mujeres (110)",11067,494,6,2856,3226,713,1602,430,1740
"Agric., ganadería, caza y silvicultura (111)",741,98,1,404,185,11,15,5,22
"Pesca (112)",2,,,1,,,,1,
"Explotación de minas y canteras (113)",5,,,1,,1,,,3
"Industrias manufactureras (114)",514,13,,134,215,44,53,20,35
"Suministro de electricidad, gas y agua (115)",10,,,,1,2,4,1,2
"Construcción (116)",39,3,,7,12,2,5,,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2945,134,2,884,1147,214,289,112,163
"Venta, mant.y rep. veh.autom.y motoc. (118)",92,,,11,44,10,15,5,7
"Comercio al por mayor (119)",122,1,,32,36,13,23,3,14
"Comercio al por menor (120)",2731,133,2,841,1067,191,251,104,142
"Hoteles y restaurantes (121)",1053,64,1,427,395,53,58,17,38
"Trans., almac. y comunicaciones (122)",191,3,,19,72,23,34,21,19
"Intermediación financiera (123)",56,,,,2,3,19,11,21
"Activid.inmobil., empres. y de alquiler (124)",488,7,,27,66,59,134,48,147
"Admin.pub. y defensa; p. segur.soc.afil (125)",244,4,,41,56,20,55,15,53
"Enseñanza (126)",1719,,,3,70,96,603,93,854
"Servicios sociales y de salud (127)",477,4,,21,44,30,131,20,227
"Otras activ. serv.comun.soc y personales (128)",497,57,,181,149,30,38,14,28
"Hogares privados con servicio doméstico (129)",1117,68,1,469,479,48,30,8,14
"Actividad economica no especificada (131)",969,39,1,237,333,77,134,44,104
,,,,,,,,,
"RURAL (132)",28473,2926,36,17239,6931,274,538,122,407
"Agric., ganadería, caza y silvicultura (133)",25043,2724,33,16085,5884,117,112,42,46
"Explotación de minas y canteras (135)",34,1,,4,10,4,5,2,8
"Industrias manufactureras (136)",232,12,,101,79,12,20,2,6
"Suministro de electricidad, gas y agua (137)",13,,,3,9,,1,,
"Construcción (138)",323,11,,116,101,15,28,10,42
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",664,33,1,321,258,14,24,8,5
"Venta, mant.y rep. veh.autom.y motoc. (140)",43,,,6,23,4,7,2,1
"Comercio al por mayor (141)",21,,,4,13,,3,,1
"Comercio al por menor (142)",600,33,1,311,222,10,14,6,3
"Hoteles y restaurantes (143)",165,17,,61,59,6,14,3,5
"Trans., almac. y comunicaciones (144)",317,3,1,93,181,13,13,7,6
"Intermediación financiera (145)",2,,,,1,,1,,
"Activid.inmobil., empres. y de alquiler (146)",63,1,,3,16,8,17,2,16
"Admin.pub. y defensa; p. segur.soc.afil (147)",87,1,,29,35,4,13,2,3
"Enseñanza (148)",641,,,1,89,64,227,36,224
"Servicios sociales y de salud (149)",87,2,,9,4,4,34,1,33
"Otras activ. serv.comun.soc y personales (150)",80,8,,26,31,4,5,2,4
"Hogares privados con servicio doméstico (151)",289,47,,159,76,2,4,,1
"Actividad economica no especificada (153)",433,66,1,228,98,7,20,5,8
"Hombres (154)",24672,2235,33,15224,6233,200,372,97,278
"Agric., ganadería, caza y silvicultura (155)",22654,2178,31,14596,5553,108,102,40,46
"Explotación de minas y canteras (157)",34,1,,4,10,4,5,2,8
"Industrias manufactureras (158)",187,7,,77,67,10,19,2,5
"Suministro de electricidad, gas y agua (159)",13,,,3,9,,1,,
"Construcción (160)",320,11,,113,101,15,28,10,42
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",401,9,1,196,162,11,12,6,4
"Venta, mant.y rep. veh.autom.y motoc. (162)",41,,,5,22,4,7,2,1
"Comercio al por mayor (163)",17,,,3,11,,2,,1
"Comercio al por menor (164)",343,9,1,188,129,7,3,4,2
"Hoteles y restaurantes (165)",64,2,,19,22,4,10,3,4
"Trans., almac. y comunicaciones (166)",312,3,1,93,176,13,13,7,6
"Activid.inmobil., empres. y de alquiler (168)",50,1,,3,12,8,11,1,14
"Admin.pub. y defensa; p. segur.soc.afil (169)",75,,,26,31,3,11,1,3
"Enseñanza (170)",294,,,1,11,11,128,18,125
"Servicios sociales y de salud (171)",38,2,,6,1,2,14,1,12
"Otras activ. serv.comun.soc y personales (172)",50,2,,16,22,3,3,1,3
"Hogares privados con servicio doméstico (173)",11,2,,5,3,1,,,
"Actividad economica no especificada (175)",169,17,,66,53,7,15,5,6
"Mujeres (176)",3801,691,3,2015,698,74,166,25,129
"Agric., ganadería, caza y silvicultura (177)",2389,546,2,1489,331,9,10,2,
"Industrias manufactureras (180)",45,5,,24,12,2,1,,1
"Construcción (182)",3,,,3,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",263,24,,125,96,3,12,2,1
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,1,1,,,,
"Comercio al por mayor (185)",4,,,1,2,,1,,
"Comercio al por menor (186)",257,24,,123,93,3,11,2,1
"Hoteles y restaurantes (187)",101,15,,42,37,2,4,,1
"Trans., almac. y comunicaciones (188)",5,,,,5,,,,
"Intermediación financiera (189)",2,,,,1,,1,,
"Activid.inmobil., empres. y de alquiler (190)",13,,,,4,,6,1,2
"Admin.pub. y defensa; p. segur.soc.afil (191)",12,1,,3,4,1,2,1,
"Enseñanza (192)",347,,,,78,53,99,18,99
"Servicios sociales y de salud (193)",49,,,3,3,2,20,,21
"Otras activ. serv.comun.soc y personales (194)",30,6,,10,9,1,2,1,1
"Hogares privados con servicio doméstico (195)",278,45,,154,73,1,4,,1
"Actividad economica no especificada (197)",264,49,1,162,45,,5,,2
