"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MELGAR (000)",24305,2620,24,9341,7748,866,1690,509,1507
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",52,,,9,15,2,5,1,20
"Profes., científicos e intelectuales (002)",1587,,,,48,63,453,93,930
"Técnicos de nivel medio ytrab.asimilados (003)",520,2,,11,69,89,221,54,74
"Jefes y empleados de oficina (004)",476,,,6,85,58,176,35,116
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",2209,128,,621,918,145,228,78,91
"Agricult.trabaj. calif.agrop. y pesquros (006)",7155,982,3,3668,2141,106,111,62,82
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",1319,59,,311,627,100,142,33,47
"Obreros. construc., conf., papel, fab., instr (008)",1538,18,,417,809,96,109,45,44
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",8755,1356,21,4068,2792,174,194,73,77
"Otra (010)",70,,,,17,7,17,23,6
"Ocupación no especificada (011)",624,75,,230,227,26,34,12,20
"Hombres (012)",14281,762,9,5011,5411,597,1071,376,1044
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",41,,,8,12,1,5,1,14
"Profes., científicos e intelectuales (014)",1044,,,,26,44,273,72,629
"Técnicos de nivel medio ytrab.asimilados (015)",378,2,,7,57,71,147,39,55
"Jefes y empleados de oficina (016)",266,,,6,57,32,83,24,64
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",722,7,,144,357,54,83,29,48
"Agricult.trabaj. calif.agrop. y pesquros (018)",5199,440,2,2707,1743,88,93,51,75
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",1054,20,,211,530,91,128,30,44
"Obreros. construc., conf., papel, fab., instr (020)",1496,17,,402,794,93,105,44,41
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",3694,260,7,1428,1672,102,114,55,56
"Otra (022)",67,,,,17,7,16,22,5
"Ocupación no especificada (023)",320,16,,98,146,14,24,9,13
"Mujeres (024)",10024,1858,15,4330,2337,269,619,133,463
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",11,,,1,3,1,,,6
"Profes., científicos e intelectuales (026)",543,,,,22,19,180,21,301
"Técnicos de nivel medio ytrab.asimilados (027)",142,,,4,12,18,74,15,19
"Jefes y empleados de oficina (028)",210,,,,28,26,93,11,52
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",1487,121,,477,561,91,145,49,43
"Agricult.trabaj. calif.agrop. y pesquros (030)",1956,542,1,961,398,18,18,11,7
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",265,39,,100,97,9,14,3,3
"Obreros. construc., conf., papel, fab., instr (032)",42,1,,15,15,3,4,1,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",5061,1096,14,2640,1120,72,80,18,21
"Otra (034)",3,,,,,,1,1,1
"Ocupación no especificada (035)",304,59,,132,81,12,10,3,7
,,,,,,,,,
"URBANA (036)",10262,585,4,2615,3519,639,1336,397,1167
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",33,,,3,6,2,5,1,16
