"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia PALPA (000)",5116,26,355,156,155,521,607,391,352,2401,13,139
"Agric., ganadería, caza y silvicultura (001)",2376,,5,4,,,602,,3,1762,,
"Pesca (002)",5,,,,,,5,,,,,
"Explotación de minas y canteras (003)",299,2,3,4,3,1,,218,1,67,,
"Industrias manufactureras (004)",130,,1,4,2,,,98,16,9,,
"Suministro de electricidad, gas y agua (005)",8,,1,,2,,,2,,3,,
"Construcción (006)",174,,8,3,,,,11,110,42,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",668,,4,12,2,389,,60,9,192,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",64,,,,,13,,43,7,1,,
"Comercio al por mayor (009)",30,,1,3,1,21,,,2,2,,
"Comercio al por menor (010)",574,,3,9,1,355,,17,,189,,
"Hoteles y restaurantes (011)",190,,1,3,4,93,,,,89,,
"Trans., almac. y comunicaciones (012)",258,,2,9,15,1,,1,204,26,,
"Intermediación financiera (013)",12,,1,2,9,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",130,,28,33,14,25,,1,2,27,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",148,15,11,13,59,1,,,4,32,13,
"Enseñanza (016)",281,8,249,1,13,,,,1,9,,
"Servicios sociales y de salud (017)",118,,32,48,21,1,,,2,14,,
"Otras activ. serv.comun.soc y personales (018)",92,1,9,20,10,10,,,,42,,
"Hogares privados con servicio doméstico (019)",86,,,,,,,,,86,,
