"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia DATEM DEL MARAÑON (000)",15850,13246,1889,346,369
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",37,,12,2,23
"Profes., científicos e intelectuales (002)",791,302,328,134,27
"Técnicos de nivel medio y trab. asimilados (003)",152,63,18,7,64
"Jefes y empleados de oficina (004)",132,28,10,7,87
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",677,570,66,24,17
"Agricult.trabaj.calif.agrop.y pesqueros (006)",6820,6165,649,6,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",314,241,36,18,19
"Obreros construc.,conf.,papel, fab., instr. (008)",239,167,34,14,24
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",6264,5454,674,79,57
"Otra (010)",27,,,,27
"Ocupación no especificada (011)",397,256,62,55,24
"Hombres (012)",9754,7935,1271,247,301
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",32,,10,2,20
"Profes., científicos e intelectuales (014)",557,205,245,91,16
"Técnicos de nivel medio y trab. asimilados (015)",113,45,14,6,48
"Jefes y empleados de oficina (016)",99,17,9,3,70
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",364,289,41,18,16
"Agricult.trabaj.calif.agrop.y pesqueros (018)",5254,4758,490,6,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",277,206,34,18,19
"Obreros construc.,conf.,papel, fab., instr. (020)",235,164,33,14,24
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",2530,2091,352,43,44
"Otra (022)",26,,,,26
"Ocupación no especificada (023)",267,160,43,46,18
"Mujeres (024)",6096,5311,618,99,68
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",5,,2,,3
"Profes., científicos e intelectuales (026)",234,97,83,43,11
"Técnicos de nivel medio y trab. asimilados (027)",39,18,4,1,16
"Jefes y empleados de oficina (028)",33,11,1,4,17
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",313,281,25,6,1
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1566,1407,159,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",37,35,2,,
"Obreros construc.,conf.,papel, fab., instr. (032)",4,3,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",3734,3363,322,36,13
