"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia MORROPON (000)",46647,63,2221,915,874,5262,13319,2642,3454,16181,99,1617
"Agric., ganadería, caza y silvicultura (001)",25001,,15,38,12,,13307,8,25,11596,,
"Pesca (002)",84,,1,3,3,,12,,,65,,
"Explotación de minas y canteras (003)",23,,2,1,1,,,10,1,8,,
"Industrias manufactureras (004)",2415,,10,30,11,16,,2115,182,51,,
"Suministro de electricidad, gas y agua (005)",103,,4,12,16,,,16,9,46,,
"Construcción (006)",1575,,12,20,5,,,89,895,554,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",6205,,24,116,21,4282,,361,42,1359,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",372,,3,4,4,66,,259,26,10,,
"Comercio al por mayor (009)",274,,2,21,6,228,,,4,13,,
"Comercio al por menor (010)",5559,,19,91,11,3988,,102,12,1336,,
"Hoteles y restaurantes (011)",1251,,4,27,3,705,,1,2,509,,
"Trans., almac. y comunicaciones (012)",2633,,3,19,49,3,,8,2207,344,,
"Intermediación financiera (013)",51,,1,8,38,,,,3,1,,
"Activid.inmobil., empres. y alquileres (014)",696,,74,145,147,140,,11,24,155,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",914,39,52,105,362,26,,12,49,170,99,
"Enseñanza (016)",1921,23,1841,11,29,,,,,17,,
"Servicios sociales y de salud (017)",473,,127,240,45,16,,7,9,29,,
"Otras activ. serv.comun.soc y personales (018)",759,1,47,117,39,73,,4,6,472,,
"Hogares privados con servicio doméstico (019)",810,,,5,,1,,,,804,,
"Organiz. y organos extraterritoriales (020)",1,,,,1,,,,,,,
"Actividad economica no especificada (021)",1732,,4,18,92,,,,,1,,1617
"Hombres (022)",36218,48,907,555,395,2370,12836,2103,3349,12882,89,684
"Agric., ganadería, caza y silvicultura (023)",23187,,11,34,11,,12825,8,24,10274,,
"Pesca (024)",78,,1,3,2,,11,,,61,,
"Explotación de minas y canteras (025)",22,,2,,1,,,10,1,8,,
"Industrias manufactureras (026)",1801,,6,21,9,8,,1585,128,44,,
"Suministro de electricidad, gas y agua (027)",92,,4,12,7,,,16,9,44,,
"Construcción (028)",1532,,12,19,3,,,89,872,537,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",3457,,17,66,5,2069,,356,42,902,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",347,,3,3,,49,,256,26,10,,
"Comercio al por mayor (031)",169,,,12,1,139,,,4,13,,
"Comercio al por menor (032)",2941,,14,51,4,1881,,100,12,879,,
"Hoteles y restaurantes (033)",181,,2,8,1,86,,,2,82,,
"Trans., almac. y comunicaciones (034)",2561,,3,12,36,1,,8,2186,315,,
"Intermediación financiera (035)",32,,1,4,23,,,,3,1,,
"Activid.inmobil., empres. y alquileres (036)",502,,50,97,56,138,,10,21,130,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",609,31,29,66,178,26,,11,46,133,89,
"Enseñanza (038)",726,16,683,4,12,,,,,11,,
"Servicios sociales y de salud (039)",208,,50,94,23,7,,7,9,18,,
"Otras activ. serv.comun.soc y personales (040)",493,1,35,102,19,35,,3,6,292,,
"Hogares privados con servicio doméstico (041)",31,,,1,,,,,,30,,
"Actividad economica no especificada (043)",706,,1,12,9,,,,,,,684
"Mujeres (044)",10429,15,1314,360,479,2892,483,539,105,3299,10,933
"Agric., ganadería, caza y silvicultura (045)",1814,,4,4,1,,482,,1,1322,,
"Pesca (046)",6,,,,1,,1,,,4,,
"Explotación de minas y canteras (047)",1,,,1,,,,,,,,
"Industrias manufactureras (048)",614,,4,9,2,8,,530,54,7,,
"Suministro de electricidad, gas y agua (049)",11,,,,9,,,,,2,,
"Construcción (050)",43,,,1,2,,,,23,17,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",2748,,7,50,16,2213,,5,,457,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",25,,,1,4,17,,3,,,,
"Comercio al por mayor (053)",105,,2,9,5,89,,,,,,
"Comercio al por menor (054)",2618,,5,40,7,2107,,2,,457,,
"Hoteles y restaurantes (055)",1070,,2,19,2,619,,1,,427,,
"Trans., almac. y comunicaciones (056)",72,,,7,13,2,,,21,29,,
"Intermediación financiera (057)",19,,,4,15,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",194,,24,48,91,2,,1,3,25,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",305,8,23,39,184,,,1,3,37,10,
"Enseñanza (060)",1195,7,1158,7,17,,,,,6,,
"Servicios sociales y de salud (061)",265,,77,146,22,9,,,,11,,
"Otras activ. serv.comun.soc y personales (062)",266,,12,15,20,38,,1,,180,,
"Hogares privados con servicio doméstico (063)",779,,,4,,1,,,,774,,
"Organiz. y organos extraterritoriales (064)",1,,,,1,,,,,,,
"Actividad economica no especificada (065)",1026,,3,6,83,,,,,1,,933
,,,,,,,,,,,,
"URBANA (066)",28690,57,1884,830,825,4577,5578,2145,2843,8707,93,1151
"Agric., ganadería, caza y silvicultura (067)",10781,,13,32,11,,5571,7,14,5133,,
"Pesca (068)",50,,1,3,3,,7,,,36,,
"Explotación de minas y canteras (069)",16,,1,1,1,,,9,1,3,,
"Industrias manufactureras (070)",1942,,9,29,10,16,,1679,159,40,,
"Suministro de electricidad, gas y agua (071)",87,,4,12,16,,,16,8,31,,
"Construcción (072)",1180,,12,19,5,,,70,720,354,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",5265,,24,103,20,3717,,327,35,1039,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",341,,3,4,4,65,,236,20,9,,
"Comercio al por mayor (075)",239,,2,18,6,197,,,4,12,,
"Comercio al por menor (076)",4685,,19,81,10,3455,,91,11,1018,,
"Hoteles y restaurantes (077)",1089,,4,25,3,614,,1,2,440,,
"Trans., almac. y comunicaciones (078)",2155,,3,18,43,3,,7,1817,264,,
"Intermediación financiera (079)",48,,1,8,37,,,,1,1,,
"Activid.inmobil., empres. y alquileres (080)",625,,73,137,136,117,,10,23,129,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",858,34,49,101,345,26,,11,48,151,93,
"Enseñanza (082)",1597,22,1523,11,27,,,,,14,,
"Servicios sociales y de salud (083)",417,,121,200,40,13,,5,9,29,,
"Otras activ. serv.comun.soc y personales (084)",677,1,43,108,39,70,,3,6,407,,
"Hogares privados con servicio doméstico (085)",641,,,5,,1,,,,635,,
"Organiz. y organos extraterritoriales (086)",1,,,,1,,,,,,,
"Actividad economica no especificada (087)",1261,,3,18,88,,,,,1,,1151
"Hombres (088)",20631,43,768,503,366,2013,5384,1734,2761,6454,83,522
"Agric., ganadería, caza y silvicultura (089)",9985,,9,28,10,,5378,7,13,4540,,
"Pesca (090)",45,,1,3,2,,6,,,33,,
"Explotación de minas y canteras (091)",15,,1,,1,,,9,1,3,,
"Industrias manufactureras (092)",1462,,5,20,8,8,,1276,111,34,,
"Suministro de electricidad, gas y agua (093)",77,,4,12,7,,,16,8,30,,
"Construcción (094)",1157,,12,18,3,,,70,710,344,,
