"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros construc., conf., papel, fab., instr. (034)",51,,17,25,7,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",3565,35,1099,1315,932,184
"Otra (036)",11,,7,2,2,
"Ocupación no especificada (037)",183,,58,62,40,23
"Desocupado (038)",414,3,195,127,81,8
,,,,,,
"URBANA (039)",20071,110,5480,7537,5750,1194
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",42,,2,15,22,3
"Profes., científicos e intelectuales (041)",1166,,218,630,294,24
"Técnicos de nivel medio y trab.asimilados (042)",900,2,253,359,255,31
"Jefes y empleados de oficina (043)",860,,242,357,246,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",2838,14,691,1120,858,155
"Agricult.trabaj. calif. agrop. y pesqueros (045)",1601,1,245,560,589,206
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",1384,5,466,464,399,50
"Obreros construc., conf., papel, fab., instr. (047)",1940,2,449,809,610,70
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",7206,79,2217,2589,1931,390
"Otra (049)",194,,45,91,58,
"Ocupación no especificada (050)",619,,96,129,191,203
"Desocupado (051)",1321,7,556,414,297,47
"Hombres (052)",12706,70,3359,4649,3768,860
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",26,,1,11,13,1
"Profes., científicos e intelectuales (054)",497,,85,227,165,20
"Técnicos de nivel medio y trab.asimilados (055)",582,,158,234,166,24
"Jefes y empleados de oficina (056)",427,,76,183,157,11
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",1045,8,266,415,293,63
"Agricult.trabaj. calif. agrop. y pesqueros (058)",1380,1,206,492,500,181
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",1189,5,410,389,339,46
"Obreros construc., conf., papel, fab., instr. (060)",1889,2,432,784,603,68
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",4105,50,1272,1456,1100,227
"Otra (062)",185,,39,90,56,
"Ocupación no especificada (063)",445,,42,70,153,180
"Desocupado (064)",936,4,372,298,223,39
"Mujeres (065)",7365,40,2121,2888,1982,334
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",16,,1,4,9,2
"Profes., científicos e intelectuales (067)",669,,133,403,129,4
"Técnicos de nivel medio y trab.asimilados (068)",318,2,95,125,89,7
"Jefes y empleados de oficina (069)",433,,166,174,89,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1793,6,425,705,565,92
"Agricult.trabaj. calif. agrop. y pesqueros (071)",221,,39,68,89,25
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",195,,56,75,60,4
"Obreros construc., conf., papel, fab., instr. (073)",51,,17,25,7,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",3101,29,945,1133,831,163
"Otra (075)",9,,6,1,2,
"Ocupación no especificada (076)",174,,54,59,38,23
"Desocupado (077)",385,3,184,116,74,8
,,,,,,
"RURAL (078)",2630,35,761,943,680,211
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",1,,,,1,
"Profes., científicos e intelectuales (080)",47,,15,22,9,1
"Técnicos de nivel medio y trab.asimilados (081)",36,1,11,16,8,
"Jefes y empleados de oficina (082)",39,,16,13,8,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",130,1,38,49,31,11
"Agricult.trabaj. calif. agrop. y pesqueros (084)",553,,58,162,215,118
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",140,,60,55,25,
"Obreros construc., conf., papel, fab., instr. (086)",122,1,30,47,40,4
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",1383,32,473,498,311,69
"Otra (088)",54,,19,30,5,
"Ocupación no especificada (089)",16,,4,6,4,2
"Desocupado (090)",109,,37,45,23,4
"Hombres (091)",1937,27,551,683,510,166
"Profes., científicos e intelectuales (093)",30,,6,16,7,1
"Técnicos de nivel medio y trab.asimilados (094)",29,,9,13,7,
"Jefes y empleados de oficina (095)",24,,9,7,7,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",58,,19,21,15,3
"Agricult.trabaj. calif. agrop. y pesqueros (097)",481,,55,142,181,103
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",135,,60,55,20,
"Obreros construc., conf., papel, fab., instr. (099)",122,1,30,47,40,4
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",919,26,319,316,210,48
"Otra (101)",52,,18,29,5,
"Ocupación no especificada (102)",7,,,3,2,2
"Desocupado (103)",80,,26,34,16,4
"Mujeres (104)",693,8,210,260,170,45
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",1,,,,1,
"Profes., científicos e intelectuales (106)",17,,9,6,2,
"Técnicos de nivel medio y trab.asimilados (107)",7,1,2,3,1,
"Jefes y empleados de oficina (108)",15,,7,6,1,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",72,1,19,28,16,8
"Agricult.trabaj. calif. agrop. y pesqueros (110)",72,,3,20,34,15
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",5,,,,5,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",464,6,154,182,101,21
"Otra (114)",2,,1,1,,
"Ocupación no especificada (115)",9,,4,3,2,
"Desocupado (116)",29,,11,11,7,
