"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUAURA (000)",55397,796,2062,4136,6818,11302,16009,14274
"De 12 a 14 años (001)",57,,,,,,3,54
"De 15 a 19 años (002)",1207,,,,,,689,518
"De 20 a 24 años (003)",5412,,,,,22,2902,2488
"De 25 a 29 años (004)",6731,,,,,402,3933,2396
"De 30 a 34 años (005)",6836,,,,1,1321,3720,1794
"De 35 a 39 años (006)",6505,,,,84,2371,2689,1361
"De 40 a 44 años (007)",5838,,,2,502,2763,1512,1059
"De 45 a 49 años (008)",4862,,,51,1127,2318,494,872
"De 50 y más años (009)",17949,796,2062,4083,5104,2105,67,3732
"Conviviente (010)",18281,34,109,341,1059,3603,8830,4305
"De 12 a 14 años (011)",40,,,,,,1,39
"De 15 a 19 años (012)",838,,,,,,465,373
"De 20 a 24 años (013)",2892,,,,,15,1941,936
"De 25 a 29 años (014)",3512,,,,,208,2425,879
"De 30 a 34 años (015)",3246,,,,,582,1999,665
"De 35 a 39 años (016)",2596,,,,25,901,1238,432
"De 40 a 44 años (017)",1814,,,1,113,841,571,288
"De 45 a 49 años (018)",1173,,,7,205,598,167,196
"De 50 y más años (019)",2170,34,109,333,716,458,23,497
"Separado(a) (020)",3769,27,97,286,573,1009,923,854
"De 12 a 14 años (021)",4,,,,,,,4
"De 15 a 19 años (022)",73,,,,,,49,24
"De 20 a 24 años (023)",294,,,,,1,194,99
"De 25 a 29 años (024)",402,,,,,41,248,113
"De 30 a 34 años (025)",438,,,,,129,191,118
"De 35 a 39 años (026)",489,,,,12,234,133,110
"De 40 a 44 años (027)",479,,,,53,249,82,95
"De 45 a 49 años (028)",419,,,8,118,201,23,69
"De 50 y más años (029)",1171,27,97,278,390,154,3,222
"Casado(a) (030)",21284,194,919,2397,4093,5380,4633,3668
"De 12 a 14 años (031)",4,,,,,,,4
"De 15 a 19 años (032)",69,,,,,,29,40
"De 20 a 24 años (033)",535,,,,,,341,194
"De 25 a 29 años (034)",1226,,,,,58,849,319
"De 30 a 34 años (035)",2029,,,,,399,1244,386
"De 35 a 39 años (036)",2500,,,,33,946,1117,404
"De 40 a 44 años (037)",2808,,,1,259,1395,746,407
"De 45 a 49 años (038)",2618,,,24,654,1305,271,364
"De 50 y más años (039)",9495,194,919,2372,3147,1277,36,1550
"Viudo(a) (040)",4308,479,818,897,665,340,106,1003
"De 15 a 19 años (042)",5,,,,,,,5
"De 20 a 24 años (043)",13,,,,,,5,8
"De 25 a 29 años (044)",27,,,,,4,16,7
"De 30 a 34 años (045)",47,,,,,10,17,20
"De 35 a 39 años (046)",89,,,,1,35,30,23
"De 40 a 44 años (047)",129,,,,10,67,28,24
