"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PATAZ (000)",22552,3374,6260,10313,247,1929,429
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",72,72,,,,,
"Profes., científicos e intelectuales (002)",1516,1438,,69,5,4,
"Técnicos de nivel medio y trab. asimilados (003)",532,451,,75,6,,
"Jefes y empleados de oficina (004)",560,558,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1268,231,74,847,20,96,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7659,8,,7561,90,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",4043,,3043,887,92,21,
"Obreros construc.,conf.,papel, fab., instr. (008)",1088,92,673,289,18,16,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",4980,391,2199,276,6,1679,429
"Otra (010)",39,39,,,,,
"Ocupación no especificada (011)",795,94,271,309,10,111,
"Hombres (012)",19156,2285,6045,9062,212,1513,39
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",61,61,,,,,
"Profes., científicos e intelectuales (014)",878,830,,42,4,2,
"Técnicos de nivel medio y trab. asimilados (015)",458,392,,61,5,,
"Jefes y empleados de oficina (016)",368,366,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",586,134,39,390,5,18,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",7322,8,,7227,87,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",3964,,3017,838,88,21,
"Obreros construc.,conf.,papel, fab., instr. (020)",1082,92,669,287,18,16,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",3967,300,2087,108,1,1432,39
"Otra (022)",39,39,,,,,
"Ocupación no especificada (023)",431,63,233,109,4,22,
"Mujeres (024)",3396,1089,215,1251,35,416,390
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",11,11,,,,,
"Profes., científicos e intelectuales (026)",638,608,,27,1,2,
"Técnicos de nivel medio y trab. asimilados (027)",74,59,,14,1,,
"Jefes y empleados de oficina (028)",192,192,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",682,97,35,457,15,78,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",337,,,334,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",79,,26,49,4,,
"Obreros construc.,conf.,papel, fab., instr. (032)",6,,4,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1013,91,112,168,5,247,390
"Ocupación no especificada (035)",364,31,38,200,6,89,
,,,,,,,
"URBANA (036)",7062,1960,2348,2137,106,279,232
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",50,50,,,,,
"Profes., científicos e intelectuales (038)",946,900,,40,4,2,
"Técnicos de nivel medio y trab. asimilados (039)",254,204,,46,4,,
"Jefes y empleados de oficina (040)",337,335,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",799,125,16,569,18,71,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",701,2,,686,13,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1727,,1285,387,50,5,
"Obreros construc.,conf.,papel, fab., instr. (044)",453,54,250,140,8,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1512,226,699,195,6,154,232
"Otra (046)",10,10,,,,,
"Ocupación no especificada (047)",273,54,98,74,3,44,
"Hombres (048)",5299,1219,2249,1560,82,164,25
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",44,44,,,,,
"Profes., científicos e intelectuales (050)",541,511,,26,3,1,
"Técnicos de nivel medio y trab. asimilados (051)",204,164,,37,3,,
"Jefes y empleados de oficina (052)",199,197,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",325,53,2,254,5,11,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",667,2,,653,12,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1688,,1271,364,48,5,
"Obreros construc.,conf.,papel, fab., instr. (056)",447,54,246,138,8,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1030,155,651,67,1,131,25
"Otra (058)",10,10,,,,,
"Ocupación no especificada (059)",144,29,79,21,2,13,
"Mujeres (060)",1763,741,99,577,24,115,207
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",6,6,,,,,
"Profes., científicos e intelectuales (062)",405,389,,14,1,1,
"Técnicos de nivel medio y trab. asimilados (063)",50,40,,9,1,,
"Jefes y empleados de oficina (064)",138,138,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",474,72,14,315,13,60,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",34,,,33,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",39,,14,23,2,,
"Obreros construc.,conf.,papel, fab., instr. (068)",6,,4,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",482,71,48,128,5,23,207
"Ocupación no especificada (071)",129,25,19,53,1,31,
,,,,,,,
"RURAL (072)",15490,1414,3912,8176,141,1650,197
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",22,22,,,,,
"Profes., científicos e intelectuales (074)",570,538,,29,1,2,
"Técnicos de nivel medio y trab. asimilados (075)",278,247,,29,2,,
"Jefes y empleados de oficina (076)",223,223,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",469,106,58,278,2,25,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",6958,6,,6875,77,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",2316,,1758,500,42,16,
"Obreros construc.,conf.,papel, fab., instr. (080)",635,38,423,149,10,15,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3468,165,1500,81,,1525,197
"Otra (082)",29,29,,,,,
"Ocupación no especificada (083)",522,40,173,235,7,67,
"Hombres (084)",13857,1066,3796,7502,130,1349,14
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",17,17,,,,,
"Profes., científicos e intelectuales (086)",337,319,,16,1,1,
"Técnicos de nivel medio y trab. asimilados (087)",254,228,,24,2,,
"Jefes y empleados de oficina (088)",169,169,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",261,81,37,136,,7,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",6655,6,,6574,75,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",2276,,1746,474,40,16,
"Obreros construc.,conf.,papel, fab., instr. (092)",635,38,423,149,10,15,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2937,145,1436,41,,1301,14
"Otra (094)",29,29,,,,,
"Ocupación no especificada (095)",287,34,154,88,2,9,
"Mujeres (096)",1633,348,116,674,11,301,183
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",5,5,,,,,
"Profes., científicos e intelectuales (098)",233,219,,13,,1,
"Técnicos de nivel medio y trab. asimilados (099)",24,19,,5,,,
