"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia JAEN (000)",64185,11212,12846,27459,1417,7790,1460,2001
"Agric., ganadería, caza y silvicultura (001)",31610,75,9214,15072,760,6489,,
"Pesca (002)",7,,2,4,,1,,
"Explotación de minas y canteras (003)",66,30,30,6,,,,
"Industrias manufactureras (004)",2269,100,596,1406,94,73,,
"Suministro de electricidad, gas y agua (005)",88,38,50,,,,,
"Construcción (006)",2193,137,1386,588,60,22,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",7418,1510,242,4688,263,715,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",941,122,157,556,69,37,,
"Comercio al por mayor (009)",386,172,26,141,14,33,,
"Comercio al por menor (010)",6091,1216,59,3991,180,645,,
"Hoteles y restaurantes (011)",1824,642,52,910,70,150,,
"Trans., almac. y comunicaciones (012)",4093,969,444,2567,56,57,,
"Intermediación financiera (013)",136,130,,2,2,2,,
"Activid.inmobil., empres. y alquileres (014)",1334,951,50,299,23,11,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1043,839,204,,,,,
"Enseñanza (016)",3843,3621,2,196,7,17,,
"Servicios sociales y de salud (017)",929,772,6,136,11,4,,
"Otras activ. serv.comun.soc y personales (018)",1316,551,235,494,7,29,,
"Hogares privados con servicio doméstico (019)",1460,,,,,,1460,
"Actividad economica no especificada (021)",2555,847,333,1091,64,220,,
"Desocupado (022)",2001,,,,,,,2001
"Hombres (023)",48781,6253,11438,22524,1163,5873,65,1465
"Agric., ganadería, caza y silvicultura (024)",28480,62,8141,14203,703,5371,,
"Pesca (025)",5,,1,3,,1,,
"Explotación de minas y canteras (026)",61,27,28,6,,,,
"Industrias manufactureras (027)",1710,62,512,1005,84,47,,
"Suministro de electricidad, gas y agua (028)",78,30,48,,,,,
"Construcción (029)",2151,130,1368,574,59,20,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",4210,819,238,2767,172,214,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",847,78,156,530,66,17,,
"Comercio al por mayor (032)",260,112,26,99,9,14,,
"Comercio al por menor (033)",3103,629,56,2138,97,183,,
"Hoteles y restaurantes (034)",670,302,20,271,25,52,,
"Trans., almac. y comunicaciones (035)",3897,826,435,2529,53,54,,
"Intermediación financiera (036)",78,75,,,1,2,,
"Activid.inmobil., empres. y alquileres (037)",833,538,37,236,14,8,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",787,640,147,,,,,
"Enseñanza (039)",1777,1679,2,83,5,8,,
"Servicios sociales y de salud (040)",403,303,3,89,7,1,,
"Otras activ. serv.comun.soc y personales (041)",789,315,210,246,3,15,,
"Hogares privados con servicio doméstico (042)",65,,,,,,65,
"Actividad economica no especificada (044)",1322,445,248,512,37,80,,
"Desocupado (045)",1465,,,,,,,1465
"Mujeres (046)",15404,4959,1408,4935,254,1917,1395,536
"Agric., ganadería, caza y silvicultura (047)",3130,13,1073,869,57,1118,,
"Pesca (048)",2,,1,1,,,,
"Explotación de minas y canteras (049)",5,3,2,,,,,
"Industrias manufactureras (050)",559,38,84,401,10,26,,
"Suministro de electricidad, gas y agua (051)",10,8,2,,,,,
"Construcción (052)",42,7,18,14,1,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",3208,691,4,1921,91,501,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",94,44,1,26,3,20,,
"Comercio al por mayor (055)",126,60,,42,5,19,,
"Comercio al por menor (056)",2988,587,3,1853,83,462,,
"Hoteles y restaurantes (057)",1154,340,32,639,45,98,,
"Trans., almac. y comunicaciones (058)",196,143,9,38,3,3,,
"Intermediación financiera (059)",58,55,,2,1,,,
"Activid.inmobil., empres. y alquileres (060)",501,413,13,63,9,3,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",256,199,57,,,,,
"Enseñanza (062)",2066,1942,,113,2,9,,
"Servicios sociales y de salud (063)",526,469,3,47,4,3,,
"Otras activ. serv.comun.soc y personales (064)",527,236,25,248,4,14,,
"Hogares privados con servicio doméstico (065)",1395,,,,,,1395,
"Actividad economica no especificada (067)",1233,402,85,579,27,140,,
"Desocupado (068)",536,,,,,,,536
,,,,,,,,
"URBANA (069)",35055,10168,5216,14336,1005,1815,1171,1344
"Agric., ganadería, caza y silvicultura (070)",6567,67,2154,3214,365,767,,
"Pesca (071)",7,,2,4,,1,,
"Explotación de minas y canteras (072)",32,16,11,5,,,,
"Industrias manufactureras (073)",2037,92,508,1282,94,61,,
"Suministro de electricidad, gas y agua (074)",75,33,42,,,,,
"Construcción (075)",1870,105,1146,549,58,12,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",6754,1470,223,4178,256,627,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",898,117,148,532,67,34,,
"Comercio al por mayor (078)",365,167,26,129,13,30,,
"Comercio al por menor (079)",5491,1186,49,3517,176,563,,
"Hoteles y restaurantes (080)",1659,600,39,826,68,126,,
"Trans., almac. y comunicaciones (081)",3776,911,392,2369,54,50,,
"Intermediación financiera (082)",134,128,,2,2,2,,
"Activid.inmobil., empres. y alquileres (083)",1271,904,42,292,22,11,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",956,793,163,,,,,
"Enseñanza (085)",3202,3027,1,152,6,16,,
"Servicios sociales y de salud (086)",842,702,6,119,11,4,,
"Otras activ. serv.comun.soc y personales (087)",1236,527,215,461,7,26,,
"Hogares privados con servicio doméstico (088)",1171,,,,,,1171,
"Actividad economica no especificada (090)",2122,793,272,883,62,112,,
"Desocupado (091)",1344,,,,,,,1344
"Hombres (092)",23584,5656,4687,10474,779,994,54,940
"Agric., ganadería, caza y silvicultura (093)",5826,54,1915,2938,334,585,,
"Pesca (094)",5,,1,3,,1,,
"Explotación de minas y canteras (095)",27,13,9,5,,,,
"Industrias manufactureras (096)",1523,57,433,911,84,38,,
"Suministro de electricidad, gas y agua (097)",65,25,40,,,,,
"Construcción (098)",1831,98,1129,535,57,12,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",3809,799,220,2440,165,185,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",806,74,147,507,64,14,,
"Comercio al por mayor (101)",243,109,26,89,8,11,,
"Comercio al por menor (102)",2760,616,47,1844,93,160,,
"Hoteles y restaurantes (103)",606,275,13,248,23,47,,
"Trans., almac. y comunicaciones (104)",3585,770,384,2333,51,47,,
"Intermediación financiera (105)",78,75,,,1,2,,
"Activid.inmobil., empres. y alquileres (106)",783,502,30,230,13,8,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",712,602,110,,,,,
"Enseñanza (108)",1483,1399,1,71,4,8,,
"Servicios sociales y de salud (109)",365,277,3,77,7,1,,
"Otras activ. serv.comun.soc y personales (110)",739,297,195,231,3,13,,
"Hogares privados con servicio doméstico (111)",54,,,,,,54,
