"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Profes., científicos e intelectuales (038)",2747,,,,62,82,420,78,2105
"Técnicos de nivel medio ytrab.asimilados (039)",2390,,1,41,311,285,934,467,351
"Jefes y empleados de oficina (040)",1708,2,,17,342,159,556,212,420
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",4841,147,3,717,1899,530,759,358,428
"Agricult.trabaj. calif.agrop. y pesquros (042)",1663,9,1,174,937,202,191,61,88
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",2928,21,4,267,1133,368,736,176,223
"Obreros. construc., conf., papel, fab., instr (044)",3326,26,1,418,1635,360,495,169,222
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",5121,187,9,899,2453,521,548,248,256
"Otra (046)",190,,,,24,17,100,26,23
"Ocupación no especificada (047)",809,17,,115,326,88,111,56,96
"Hombres (048)",16173,111,9,1433,6319,1677,2943,1201,2480
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",47,,,,3,,10,2,32
"Profes., científicos e intelectuales (050)",1277,,,,19,21,109,23,1105
"Técnicos de nivel medio ytrab.asimilados (051)",1519,,,13,214,169,582,324,217
"Jefes y empleados de oficina (052)",739,1,,11,181,57,170,107,212
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",1852,15,,195,764,219,297,164,198
"Agricult.trabaj. calif.agrop. y pesquros (054)",1617,8,1,154,918,201,189,60,86
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",2626,13,1,226,1037,334,663,151,201
"Obreros. construc., conf., papel, fab., instr (056)",3254,25,1,409,1614,346,482,166,211
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",2600,46,6,363,1357,262,278,145,143
"Otra (058)",178,,,,23,16,97,21,21
"Ocupación no especificada (059)",464,3,,62,189,52,66,38,54
"Mujeres (060)",9618,298,10,1215,2807,936,1924,653,1775
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",21,,,,1,1,7,1,11
"Profes., científicos e intelectuales (062)",1470,,,,43,61,311,55,1000
"Técnicos de nivel medio ytrab.asimilados (063)",871,,1,28,97,116,352,143,134
"Jefes y empleados de oficina (064)",969,1,,6,161,102,386,105,208
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",2989,132,3,522,1135,311,462,194,230
"Agricult.trabaj. calif.agrop. y pesquros (066)",46,1,,20,19,1,2,1,2
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",302,8,3,41,96,34,73,25,22
"Obreros. construc., conf., papel, fab., instr (068)",72,1,,9,21,14,13,3,11
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",2521,141,3,536,1096,259,270,103,113
"Otra (070)",12,,,,1,1,3,5,2
"Ocupación no especificada (071)",345,14,,53,137,36,45,18,42
,,,,,,,,,
"RURAL (072)",335,1,,37,121,12,66,24,74
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",4,,,,,,,,4
"Profes., científicos e intelectuales (074)",14,,,,,,,1,13
"Técnicos de nivel medio ytrab.asimilados (075)",16,,,,4,1,5,4,2
"Jefes y empleados de oficina (076)",10,,,,3,,3,1,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",27,,,3,11,3,1,4,5
"Agricult.trabaj. calif.agrop. y pesquros (078)",58,1,,14,26,,3,8,6
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",16,,,1,6,2,6,,1
"Obreros. construc., conf., papel, fab., instr (080)",21,,,1,11,5,2,2,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",73,,,15,46,,6,3,3
"Otra (082)",88,,,,10,1,40,1,36
"Ocupación no especificada (083)",8,,,3,4,,,,1
"Hombres (084)",272,,,24,101,12,54,20,61
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",2,,,,,,,,2
"Profes., científicos e intelectuales (086)",8,,,,,,,,8
"Técnicos de nivel medio ytrab.asimilados (087)",12,,,,4,1,2,3,2
"Jefes y empleados de oficina (088)",6,,,,2,,,1,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",21,,,2,9,3,1,4,2
"Agricult.trabaj. calif.agrop. y pesquros (090)",41,,,7,20,,3,6,5
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",14,,,1,5,2,6,,
"Obreros. construc., conf., papel, fab., instr (092)",21,,,1,11,5,2,2,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",59,,,11,38,,5,3,2
"Otra (094)",83,,,,10,1,35,1,36
"Ocupación no especificada (095)",5,,,2,2,,,,1
"Mujeres (096)",63,1,,13,20,,12,4,13
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",2,,,,,,,,2
"Profes., científicos e intelectuales (098)",6,,,,,,,1,5
"Técnicos de nivel medio ytrab.asimilados (099)",4,,,,,,3,1,
"Jefes y empleados de oficina (100)",4,,,,1,,3,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",6,,,1,2,,,,3
"Agricult.trabaj. calif.agrop. y pesquros (102)",17,1,,7,6,,,2,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",2,,,,1,,,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",14,,,4,8,,1,,1
"Otra (106)",5,,,,,,5,,
"Ocupación no especificada (107)",3,,,1,2,,,,
