"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros construc., conf., papel, fab., instr. (034)",130,2,62,44,20,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",1557,63,631,471,317,75
"Otra (036)",1,,,1,,
"Ocupación no especificada (037)",424,3,133,142,100,46
"Desocupado (038)",153,3,98,43,9,
,,,,,,
"URBANA (039)",11520,196,3978,4146,2582,618
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",32,,2,14,12,4
"Profes., científicos e intelectuales (041)",1249,,260,655,315,19
"Técnicos de nivel medio y trab.asimilados (042)",511,,199,182,115,15
"Jefes y empleados de oficina (043)",461,,195,176,88,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",2881,26,1088,1041,582,144
"Agricult.trabaj. calif. agrop. y pesqueros (045)",1098,9,158,308,409,214
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",645,9,237,216,148,35
"Obreros construc., conf., papel, fab., instr. (047)",1282,7,407,564,273,31
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",2466,136,1067,689,459,115
"Otra (049)",91,,11,59,21,
"Ocupación no especificada (050)",469,4,166,158,108,33
"Desocupado (051)",335,5,188,84,52,6
"Hombres (052)",6927,122,2292,2457,1648,408
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",27,,2,12,9,4
"Profes., científicos e intelectuales (054)",616,,103,311,187,15
"Técnicos de nivel medio y trab.asimilados (055)",324,,114,120,82,8
"Jefes y empleados de oficina (056)",254,,80,106,66,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",1048,9,476,343,176,44
"Agricult.trabaj. calif. agrop. y pesqueros (058)",943,7,129,266,351,190
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",493,5,186,165,111,26
"Obreros construc., conf., papel, fab., instr. (060)",1193,6,366,532,259,30
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",1454,88,612,409,277,68
"Otra (062)",90,,11,58,21,
"Ocupación no especificada (063)",278,3,106,89,65,15
"Desocupado (064)",207,4,107,46,44,6
"Mujeres (065)",4593,74,1686,1689,934,210
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",5,,,2,3,
"Profes., científicos e intelectuales (067)",633,,157,344,128,4
"Técnicos de nivel medio y trab.asimilados (068)",187,,85,62,33,7
"Jefes y empleados de oficina (069)",207,,115,70,22,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1833,17,612,698,406,100
"Agricult.trabaj. calif. agrop. y pesqueros (071)",155,2,29,42,58,24
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",152,4,51,51,37,9
"Obreros construc., conf., papel, fab., instr. (073)",89,1,41,32,14,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",1012,48,455,280,182,47
"Otra (075)",1,,,1,,
"Ocupación no especificada (076)",191,1,60,69,43,18
"Desocupado (077)",128,1,81,38,8,
,,,,,,
"RURAL (078)",8690,105,2540,3069,2268,708
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",10,,,5,5,
"Profes., científicos e intelectuales (080)",172,,44,85,40,3
"Técnicos de nivel medio y trab.asimilados (081)",97,,39,39,16,3
"Jefes y empleados de oficina (082)",95,,40,39,15,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",664,4,260,231,139,30
"Agricult.trabaj. calif. agrop. y pesqueros (084)",3823,15,627,1401,1273,507
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",307,2,133,99,61,12
"Obreros construc., conf., papel, fab., instr. (086)",823,2,301,365,142,13
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",2139,75,891,632,450,91
"Otra (088)",7,,1,5,1,
"Ocupación no especificada (089)",363,2,113,113,95,40
"Desocupado (090)",190,5,91,55,31,8
"Hombres (091)",6816,80,1916,2426,1832,562
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",7,,,5,2,
"Profes., científicos e intelectuales (093)",94,,19,44,29,2
"Técnicos de nivel medio y trab.asimilados (094)",64,,19,28,14,3
"Jefes y empleados de oficina (095)",65,,20,29,15,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",216,1,111,74,23,7
"Agricult.trabaj. calif. agrop. y pesqueros (097)",3499,14,566,1298,1176,445
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",193,1,71,59,53,9
"Obreros construc., conf., papel, fab., instr. (099)",782,1,280,353,136,12
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",1594,60,715,441,315,63
"Otra (101)",7,,1,5,1,
"Ocupación no especificada (102)",130,,40,40,38,12
"Desocupado (103)",165,3,74,50,30,8
"Mujeres (104)",1874,25,624,643,436,146
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",3,,,,3,
"Profes., científicos e intelectuales (106)",78,,25,41,11,1
"Técnicos de nivel medio y trab.asimilados (107)",33,,20,11,2,
"Jefes y empleados de oficina (108)",30,,20,10,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",448,3,149,157,116,23
"Agricult.trabaj. calif. agrop. y pesqueros (110)",324,1,61,103,97,62
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",114,1,62,40,8,3
"Obreros construc., conf., papel, fab., instr. (112)",41,1,21,12,6,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",545,15,176,191,135,28
"Ocupación no especificada (115)",233,2,73,73,57,28
"Desocupado (116)",25,2,17,5,1,
