"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 12 a 14 años (021)",13,7,3,2,2,,,,,,6,6
"De 15 a 19 años (022)",304,276,25,225,23,2,1,,,,28,281
"De 20 a 24 años (023)",1078,1038,28,760,197,44,8,1,,,40,1326
"De 25 a 29 años (024)",1408,1383,23,753,385,163,55,3,1,,25,2265
"De 30 a 34 años (025)",1535,1524,25,585,473,250,163,26,1,1,11,3170
"De 35 a 39 años (026)",1628,1610,20,492,458,323,247,58,11,1,18,3907
"De 40 a 44 años (027)",1519,1504,24,343,348,299,335,122,28,5,15,4464
"De 45 a 49 años (028)",1333,1321,19,250,264,239,327,143,58,21,12,4560
"De 50 y más años (029)",3479,3445,57,453,480,470,804,564,350,267,34,16105
"Casado(a) (030)",86578,85705,2586,10181,16703,16037,19052,10042,5746,5358,873,350243
"De 12 a 14 años (031)",24,12,8,3,1,,,,,,12,5
"De 15 a 19 años (032)",830,698,162,442,67,20,7,,,,132,664
"De 20 a 24 años (033)",4339,4147,418,2210,1151,297,67,4,,,192,5712
"De 25 a 29 años (034)",8168,7991,537,2517,2767,1409,687,62,12,,177,15691
"De 30 a 34 años (035)",10661,10549,391,1692,3379,2573,2062,382,62,8,112,28026
"De 35 a 39 años (036)",11858,11800,224,1004,3000,3020,3214,1068,217,53,58,39281
"De 40 a 44 años (037)",11818,11773,215,712,2349,2897,3398,1430,533,239,45,45240
"De 45 a 49 años (038)",10918,10875,166,561,1752,2284,3139,1699,834,440,43,47505
"De 50 y más años (039)",27962,27860,465,1040,2237,3537,6478,5397,4088,4618,102,168119
"Viudo(a) (040)",11483,11364,225,657,872,1081,2374,2203,1811,2141,119,71009
"De 15 a 19 años (042)",13,9,,5,2,1,1,,,,4,16
"De 20 a 24 años (043)",37,32,3,19,8,,1,1,,,5,47
"De 25 a 29 años (044)",82,80,,34,25,14,6,,1,,2,161
"De 30 a 34 años (045)",154,141,3,38,42,31,22,4,,1,13,348
"De 35 a 39 años (046)",218,213,8,32,55,47,49,16,3,3,5,659
"De 40 a 44 años (047)",384,379,5,43,69,69,104,61,16,12,5,1504
"De 45 a 49 años (048)",542,540,15,51,76,120,131,89,40,18,2,2247
"De 50 y más años (049)",10053,9970,191,435,595,799,2060,2032,1751,2107,83,66027
"Divorciado(a) (050)",1032,1007,44,248,251,198,144,71,29,22,25,2920
"De 15 a 19 años (052)",6,4,1,2,,1,,,,,2,5
"De 20 a 24 años (053)",16,12,4,7,1,,,,,,4,9
"De 25 a 29 años (054)",43,41,1,21,12,4,3,,,,2,71
"De 30 a 34 años (055)",94,92,3,54,17,13,4,1,,,2,150
"De 35 a 39 años (056)",116,113,3,46,32,20,11,1,,,3,220
"De 40 a 44 años (057)",125,123,6,25,45,27,14,4,1,1,2,301
"De 45 a 49 años (058)",167,162,7,32,57,34,21,9,2,,5,410
"De 50 y más años (059)",465,460,19,61,87,99,91,56,26,21,5,1754
"Soltero(a) (060)",94460,83125,73194,6119,2187,1051,574,,,,11335,15942
"De 12 a 14 años (061)",21523,21520,21488,25,7,,,,,,3,39
"De 15 a 19 años (062)",29685,29677,29289,354,24,8,2,,,,8,434
"De 20 a 24 años (063)",16426,12831,11517,1105,180,26,3,,,,3595,1555
"De 25 a 29 años (064)",8685,5458,3888,1138,324,85,23,,,,3227,2133
"De 30 a 34 años (065)",4784,3330,1838,944,367,131,50,,,,1454,2271
"De 35 a 39 años (066)",3445,2490,1264,677,303,171,75,,,,955,2096
"De 40 a 44 años (067)",2578,1930,908,519,265,141,97,,,,648,1860
"De 45 a 49 años (068)",2165,1693,782,455,225,143,88,,,,472,1686
"De 50 y más años (069)",5169,4196,2220,902,492,346,236,,,,973,3868
,,,,,,,,,,,,
"URBANA (080)",224858,212379,70936,31182,30934,24700,27140,13266,7505,6716,12479,512160
"De 12 a 14 años (081)",18477,18381,18311,55,15,,,,,,96,85
"De 15 a 19 años (082)",30039,29509,26696,2454,299,46,14,,,,530,3246
"De 20 a 24 años (083)",27600,23819,12001,7756,3181,704,158,19,,,3781,17011
"De 25 a 29 años (084)",25223,21928,4761,7119,6039,2746,1151,95,17,,3295,33025
"De 30 a 34 años (085)",22295,20810,2369,4545,6147,4181,3019,462,75,12,1485,45943
"De 35 a 39 años (086)",20434,19462,1578,2780,4889,4475,4325,1153,202,60,972,54397
"De 40 a 44 años (087)",18417,17745,1239,1927,3670,3962,4498,1678,545,226,672,58543
"De 45 a 49 años (088)",16091,15581,1017,1496,2615,3126,4055,1992,865,415,510,58489
"De 50 y más años (089)",46282,45144,2964,3050,4079,5460,9920,7867,5801,6003,1138,241421
"Conviviente (090)",43960,42777,3445,12075,10366,6576,6252,2290,1042,731,1183,111535
"De 12 a 14 años (091)",156,80,46,28,6,,,,,,76,40
"De 15 a 19 años (092)",3192,2792,915,1640,214,20,3,,,,400,2140
"De 20 a 24 años (093)",8332,7965,1059,4306,2013,467,107,13,,,367,10260
"De 25 a 29 años (094)",9107,8933,579,3071,3095,1489,636,56,7,,174,16824
"De 30 a 34 años (095)",7231,7178,265,1448,2285,1679,1293,173,31,4,53,17981
"De 35 a 39 años (096)",5298,5266,156,657,1306,1298,1426,340,64,19,32,16250
"De 40 a 44 años (097)",3775,3751,144,377,744,740,1094,463,140,49,24,13539
"De 45 a 49 años (098)",2506,2484,87,229,345,426,722,412,177,86,22,10467
"De 50 y más años (099)",4363,4328,194,319,358,457,971,833,623,573,35,24034
"Separado(a) (100)",11449,11278,203,3531,2470,1697,1853,845,413,266,171,33655
"De 12 a 14 años (101)",12,6,3,1,2,,,,,,6,5
"De 15 a 19 años (102)",256,232,20,191,18,2,1,,,,24,237
"De 20 a 24 años (103)",976,940,25,688,181,37,8,1,,,36,1201
"De 25 a 29 años (104)",1267,1244,19,677,350,145,50,2,1,,23,2038
"De 30 a 34 años (105)",1420,1411,22,535,440,237,153,22,1,1,9,2947
"De 35 a 39 años (106)",1518,1502,19,458,428,309,234,45,8,1,16,3608
"De 40 a 44 años (107)",1431,1417,23,324,331,284,317,109,24,5,14,4168
"De 45 a 49 años (108)",1262,1250,18,233,256,229,313,132,50,19,12,4272
"De 50 y más años (109)",3307,3276,54,424,464,454,777,534,329,240,31,15179
"Casado(a) (110)",73588,72844,2278,8947,14932,14188,16144,8057,4414,3884,744,285870
"De 12 a 14 años (111)",20,9,5,3,1,,,,,,11,5
"De 15 a 19 años (112)",585,491,115,310,44,15,7,,,,94,471
"De 20 a 24 años (113)",3279,3120,361,1722,817,177,39,4,,,159,4077
"De 25 a 29 años (114)",6629,6476,489,2246,2247,1016,433,37,8,,153,11915
"De 30 a 34 años (115)",8968,8871,358,1581,3014,2097,1510,262,43,6,97,22413
"De 35 a 39 años (116)",10098,10044,206,945,2792,2641,2540,755,128,37,54,31762
"De 40 a 44 años (117)",10316,10272,193,662,2229,2706,2896,1052,368,166,44,37527
"De 45 a 49 años (118)",9595,9554,147,514,1667,2175,2791,1357,605,298,41,39694
"De 50 y más años (119)",24098,24007,404,964,2121,3361,5928,4590,3262,3377,91,138006
"Viudo(a) (120)",10377,10274,197,607,825,1018,2192,2008,1609,1818,103,63050
"De 15 a 19 años (122)",11,8,,5,1,1,1,,,,3,14
"De 20 a 24 años (123)",30,26,3,16,5,,1,1,,,4,38
"De 25 a 29 años (124)",71,71,,32,22,10,6,,1,,,141
"De 30 a 34 años (125)",137,124,2,35,40,30,12,4,,1,13,295
"De 35 a 39 años (126)",189,184,8,29,49,38,43,12,2,3,5,557
"De 40 a 44 años (127)",330,325,5,40,65,65,83,50,12,5,5,1201
"De 45 a 49 años (128)",504,502,13,45,74,120,125,82,31,12,2,2014
"De 50 y más años (129)",9105,9034,166,405,569,754,1921,1859,1563,1797,71,58790
"Divorciado(a) (130)",999,978,42,245,246,194,141,66,27,17,21,2770
"De 15 a 19 años (132)",5,3,1,1,,1,,,,,2,4
"De 20 a 24 años (133)",14,11,4,6,1,,,,,,3,8
"De 25 a 29 años (134)",41,40,,21,12,4,3,,,,1,71
"De 30 a 34 años (135)",92,91,3,53,17,13,4,1,,,1,149
"De 35 a 39 años (136)",114,111,3,46,31,19,11,1,,,3,215
"De 40 a 44 años (137)",125,123,6,25,45,27,14,4,1,1,2,301
"De 45 a 49 años (138)",162,157,7,32,55,34,18,9,2,,5,393
"De 50 y más años (139)",446,442,18,61,85,96,91,51,24,16,4,1629
"Soltero(a) (140)",84485,74228,64771,5777,2095,1027,558,,,,10257,15280
"De 12 a 14 años (141)",18289,18286,18257,23,6,,,,,,3,35
"De 15 a 19 años (142)",25990,25983,25645,307,22,7,2,,,,7,380
"De 20 a 24 años (143)",14969,11757,10549,1018,164,23,3,,,,3212,1427
"De 25 a 29 años (144)",8108,5164,3674,1072,313,82,23,,,,2944,2036
"De 30 a 34 años (145)",4447,3135,1719,893,351,125,47,,,,1312,2158
"De 35 a 39 años (146)",3217,2355,1186,645,283,170,71,,,,862,2005
"De 40 a 44 años (147)",2440,1857,868,499,256,140,94,,,,583,1807
"De 45 a 49 años (148)",2062,1634,745,443,218,142,86,,,,428,1649
"De 50 y más años (149)",4963,4057,2128,877,482,338,232,,,,906,3783
,,,,,,,,,,,,
"RURAL (160)",31318,29840,9244,3443,3470,2912,4227,2713,1799,2032,1478,94187
"De 12 a 14 años (161)",3276,3257,3249,7,1,,,,,,19,9
"De 15 a 19 años (162)",4734,4592,3877,593,105,15,2,,,,142,856
"De 20 a 24 años (163)",4043,3546,1133,1272,817,263,55,6,,,497,3965
"De 25 a 29 años (164)",3458,3127,310,674,979,684,431,40,9,,331,6867
"De 30 a 34 años (165)",3067,2896,186,317,643,706,834,178,30,2,171,8749
"De 35 a 39 años (166)",2816,2711,119,169,395,549,913,434,109,23,105,10579
"De 40 a 44 años (167)",2233,2162,73,121,197,263,705,493,213,97,71,10482
"De 45 a 49 años (168)",1863,1816,76,100,125,149,450,438,299,179,47,10165
"De 50 y más años (169)",5828,5733,221,190,208,283,837,1124,1139,1731,95,42515
"Conviviente (170)",6366,6133,462,1482,1395,879,1031,456,227,201,233,18614
"De 12 a 14 años (171)",37,19,15,4,,,,,,,18,4
"De 15 a 19 años (172)",743,645,181,379,74,9,2,,,,98,562
"De 20 a 24 años (173)",1415,1340,105,621,448,133,27,6,,,75,2067
"De 25 a 29 años (174)",1188,1169,43,259,410,266,172,14,5,,19,2747
"De 30 a 34 años (175)",903,892,30,101,227,210,259,54,11,,11,2746
"De 35 a 39 años (176)",687,681,22,41,130,145,216,104,16,7,6,2563
"De 40 a 44 años (177)",451,447,10,29,47,52,161,91,40,17,4,2117
"De 45 a 49 años (178)",323,322,17,18,21,29,77,78,53,29,1,1779
"De 50 y más años (179)",619,618,39,30,38,35,117,109,102,148,1,4029
"Separado(a) (180)",848,830,21,332,160,93,87,72,36,29,18,2429
"De 12 a 14 años (181)",1,1,,1,,,,,,,,1
"De 15 a 19 años (182)",48,44,5,34,5,,,,,,4,44
"De 20 a 24 años (183)",102,98,3,72,16,7,,,,,4,125
"De 25 a 29 años (184)",141,139,4,76,35,18,5,1,,,2,227
"De 30 a 34 años (185)",115,113,3,50,33,13,10,4,,,2,223
"De 35 a 39 años (186)",110,108,1,34,30,14,13,13,3,,2,299
"De 40 a 44 años (187)",88,87,1,19,17,15,18,13,4,,1,296
"De 45 a 49 años (188)",71,71,1,17,8,10,14,11,8,2,,288
"De 50 y más años (189)",172,169,3,29,16,16,27,30,21,27,3,926
"Casado(a) (190)",12990,12861,308,1234,1771,1849,2908,1985,1332,1474,129,64373
"De 12 a 14 años (191)",4,3,3,,,,,,,,1,
"De 15 a 19 años (192)",245,207,47,132,23,5,,,,,38,193
"De 20 a 24 años (193)",1060,1027,57,488,334,120,28,,,,33,1635
"De 25 a 29 años (194)",1539,1515,48,271,520,393,254,25,4,,24,3776
"De 30 a 34 años (195)",1693,1678,33,111,365,476,552,120,19,2,15,5613
"De 35 a 39 años (196)",1760,1756,18,59,208,379,674,313,89,16,4,7519
"De 40 a 44 años (197)",1502,1501,22,50,120,191,502,378,165,73,1,7713
"De 45 a 49 años (198)",1323,1321,19,47,85,109,348,342,229,142,2,7811
"De 50 y más años (199)",3864,3853,61,76,116,176,550,807,826,1241,11,30113
"Viudo(a) (200)",1106,1090,28,50,47,63,182,195,202,323,16,7959
"De 15 a 19 años (202)",2,1,,,1,,,,,,1,2
"De 20 a 24 años (203)",7,6,,3,3,,,,,,1,9
"De 25 a 29 años (204)",11,9,,2,3,4,,,,,2,20
"De 30 a 34 años (205)",17,17,1,3,2,1,10,,,,,53
"De 35 a 39 años (206)",29,29,,3,6,9,6,4,1,,,102
"De 40 a 44 años (207)",54,54,,3,4,4,21,11,4,7,,303
"De 45 a 49 años (208)",38,38,2,6,2,,6,7,9,6,,233
"De 50 y más años (209)",948,936,25,30,26,45,139,173,188,310,12,7237
"Divorciado(a) (210)",33,29,2,3,5,4,3,5,2,5,4,150
"De 15 a 19 años (212)",1,1,,1,,,,,,,,1
"De 20 a 24 años (213)",2,1,,1,,,,,,,1,1
"De 25 a 29 años (214)",2,1,1,,,,,,,,1,
"De 30 a 34 años (215)",2,1,,1,,,,,,,1,1
"De 35 a 39 años (216)",2,2,,,1,1,,,,,,5
"De 45 a 49 años (218)",5,5,,,2,,3,,,,,17
"De 50 y más años (219)",19,18,1,,2,3,,5,2,5,1,125
"Soltero(a) (220)",9975,8897,8423,342,92,24,16,,,,1078,662
"De 12 a 14 años (221)",3234,3234,3231,2,1,,,,,,,4
"De 15 a 19 años (222)",3695,3694,3644,47,2,1,,,,,1,54
"De 20 a 24 años (223)",1457,1074,968,87,16,3,,,,,383,128
"De 25 a 29 años (224)",577,294,214,66,11,3,,,,,283,97
"De 30 a 34 años (225)",337,195,119,51,16,6,3,,,,142,113
"De 35 a 39 años (226)",228,135,78,32,20,1,4,,,,93,91
"De 40 a 44 años (227)",138,73,40,20,9,1,3,,,,65,53
"De 45 a 49 años (228)",103,59,37,12,7,1,2,,,,44,37
"De 50 y más años (229)",206,139,92,25,10,8,4,,,,67,85
