"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUALGAYOC (000)",42533,38999,1134,719,1681
"Hombres (001)",23176,20390,853,530,1403
"Mujeres (002)",19357,18609,281,189,278
"De 06 a 14 años (003)",890,874,12,3,1
"Hombres (004)",395,382,10,3,
"Mujeres (005)",495,492,2,,1
"De 15 a 29 años (006)",15731,14534,387,216,594
"Hombres (007)",8072,7161,298,163,450
"Mujeres (008)",7659,7373,89,53,144
"De 30 a 44 años (009)",13140,11537,503,334,766
"Hombres (010)",7334,6074,361,239,660
"Mujeres (011)",5806,5463,142,95,106
"De 45 a 64 años (012)",9194,8526,206,158,304
"Hombres (013)",5244,4683,165,118,278
"Mujeres (014)",3950,3843,41,40,26
"De 65 y más años (015)",3578,3528,26,8,16
"Hombres (016)",2131,2090,19,7,15
"Mujeres (017)",1447,1438,7,1,1
,,,,,
"URBANA (018)",7776,5209,633,505,1429
"Hombres (019)",5289,3344,429,342,1174
"Mujeres (020)",2487,1865,204,163,255
"De 06 a 14 años (021)",134,126,6,2,
"Hombres (022)",83,76,5,2,
"Mujeres (023)",51,50,1,,
"De 15 a 29 años (024)",2502,1714,175,122,491
"Hombres (025)",1601,1034,122,83,362
"Mujeres (026)",901,680,53,39,129
"De 30 a 44 años (027)",2989,1750,325,243,671
"Hombres (028)",2042,1102,209,160,571
"Mujeres (029)",947,648,116,83,100
"De 45 a 64 años (030)",1751,1251,113,132,255
"Hombres (031)",1254,850,82,92,230
"Mujeres (032)",497,401,31,40,25
"De 65 y más años (033)",400,368,14,6,12
"Hombres (034)",309,282,11,5,11
"Mujeres (035)",91,86,3,1,1
,,,,,
"RURAL (036)",34757,33790,501,214,252
"Hombres (037)",17887,17046,424,188,229
"Mujeres (038)",16870,16744,77,26,23
"De 06 a 14 años (039)",756,748,6,1,1
"Hombres (040)",312,306,5,1,
"Mujeres (041)",444,442,1,,1
"De 15 a 29 años (042)",13229,12820,212,94,103
"Hombres (043)",6471,6127,176,80,88
"Mujeres (044)",6758,6693,36,14,15
"De 30 a 44 años (045)",10151,9787,178,91,95
"Hombres (046)",5292,4972,152,79,89
"Mujeres (047)",4859,4815,26,12,6
"De 45 a 64 años (048)",7443,7275,93,26,49
"Hombres (049)",3990,3833,83,26,48
"Mujeres (050)",3453,3442,10,,1
"De 65 y más años (051)",3178,3160,12,2,4
"Hombres (052)",1822,1808,8,2,4
"Mujeres (053)",1356,1352,4,,
