"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SECHURA (000)",56923,3408,6797,6866,6517,11557,8053,10705,3020
"Sabe leer y escribir (001)",49705,,4936,6760,6450,11321,7866,10061,2311
"No sabe leer y escribir (002)",7218,3408,1861,106,67,236,187,644,709
"Hombres (004)",28521,1678,3398,3508,3258,5620,3983,5547,1529
"Sabe leer y escribir (005)",25382,,2446,3450,3226,5534,3938,5422,1366
"No sabe leer y escribir (006)",3139,1678,952,58,32,86,45,125,163
"Mujeres (008)",28402,1730,3399,3358,3259,5937,4070,5158,1491
"Sabe leer y escribir (009)",24323,,2490,3310,3224,5787,3928,4639,945
"No sabe leer y escribir (010)",4079,1730,909,48,35,150,142,519,546
,,,,,,,,,
"URBANA (012)",53414,3220,6374,6440,6079,10830,7618,10032,2821
"Sabe leer y escribir (013)",46751,,4671,6341,6020,10626,7444,9464,2185
"No sabe leer y escribir (014)",6663,3220,1703,99,59,204,174,568,636
"Hombres (016)",26675,1583,3199,3284,3020,5240,3746,5184,1419
"Sabe leer y escribir (017)",23782,,2319,3229,2992,5168,3709,5080,1285
"No sabe leer y escribir (018)",2893,1583,880,55,28,72,37,104,134
"Mujeres (020)",26739,1637,3175,3156,3059,5590,3872,4848,1402
"Sabe leer y escribir (021)",22969,,2352,3112,3028,5458,3735,4384,900
"No sabe leer y escribir (022)",3770,1637,823,44,31,132,137,464,502
,,,,,,,,,
"RURAL (024)",3509,188,423,426,438,727,435,673,199
"Sabe leer y escribir (025)",2954,,265,419,430,695,422,597,126
"No sabe leer y escribir (026)",555,188,158,7,8,32,13,76,73
"Hombres (028)",1846,95,199,224,238,380,237,363,110
"Sabe leer y escribir (029)",1600,,127,221,234,366,229,342,81
"No sabe leer y escribir (030)",246,95,72,3,4,14,8,21,29
"Mujeres (032)",1663,93,224,202,200,347,198,310,89
"Sabe leer y escribir (033)",1354,,138,198,196,329,193,255,45
"No sabe leer y escribir (034)",309,93,86,4,4,18,5,55,44
