"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia VILCAS HUAMAN (000)",22188,1184,2714,3071,2056,2849,2770,4755,2789
"Sin nivel (001)",5145,1184,339,25,37,139,272,1403,1746
"Educación inicial (002)",499,,480,2,3,3,11,,
"Primaria (003)",10419,,1895,2438,560,1098,1251,2262,915
"Secundaria (004)",4941,,,606,1407,1291,868,668,101
"Superior no univ. incompleto (005)",287,,,,32,118,72,60,5
"Superior no univ. completo (006)",341,,,,,88,110,135,8
"Superior univ. incompleto (007)",127,,,,17,44,34,31,1
"Superior univ. completo (008)",429,,,,,68,152,196,13
"Hombres (010)",10776,593,1357,1546,1085,1410,1398,2180,1207
"Sin nivel (011)",1541,593,169,13,17,41,68,228,412
"Educación inicial (012)",245,,237,1,2,1,4,,
"Primaria (013)",5115,,951,1220,241,408,501,1116,678
"Secundaria (014)",3062,,,312,802,764,585,506,93
"Superior no univ. incompleto (015)",187,,,,15,75,45,49,3
"Superior no univ. completo (016)",221,,,,,52,68,94,7
"Superior univ. incompleto (017)",90,,,,8,30,28,23,1
"Superior univ. completo (018)",315,,,,,39,99,164,13
"Mujeres (020)",11412,591,1357,1525,971,1439,1372,2575,1582
"Sin nivel (021)",3604,591,170,12,20,98,204,1175,1334
"Educación inicial (022)",254,,243,1,1,2,7,,
"Primaria (023)",5304,,944,1218,319,690,750,1146,237
"Secundaria (024)",1879,,,294,605,527,283,162,8
"Superior no univ. incompleto (025)",100,,,,17,43,27,11,2
"Superior no univ. completo (026)",120,,,,,36,42,41,1
"Superior univ. incompleto (027)",37,,,,9,14,6,8,
"Superior univ. completo (028)",114,,,,,29,53,32,
,,,,,,,,,
"URBANA (030)",7100,330,756,930,709,942,988,1581,864
"Sin nivel (031)",1208,330,69,13,11,24,46,286,429
"Educación inicial (032)",171,,168,1,1,,1,,
"Primaria (033)",2910,,519,681,132,238,300,675,365
"Secundaria (034)",1952,,,235,535,459,354,318,51
"Superior no univ. incompleto (035)",203,,,,23,74,60,42,4
"Superior no univ. completo (036)",227,,,,,57,76,89,5
"Superior univ. incompleto (037)",90,,,,7,34,25,23,1
"Superior univ. completo (038)",339,,,,,56,126,148,9
"Hombres (040)",3479,170,376,444,365,466,497,785,376
"Sin nivel (041)",350,170,33,7,3,8,10,40,79
"Educación inicial (042)",82,,80,1,,,1,,
"Primaria (043)",1361,,263,331,57,81,104,292,233
"Secundaria (044)",1116,,,105,293,242,206,223,47
"Superior no univ. incompleto (045)",125,,,,8,47,35,33,2
"Superior no univ. completo (046)",136,,,,,35,41,55,5
"Superior univ. incompleto (047)",65,,,,4,23,20,17,1
"Superior univ. completo (048)",244,,,,,30,80,125,9
"Mujeres (050)",3621,160,380,486,344,476,491,796,488
"Sin nivel (051)",858,160,36,6,8,16,36,246,350
"Educación inicial (052)",89,,88,,1,,,,
"Primaria (053)",1549,,256,350,75,157,196,383,132
"Secundaria (054)",836,,,130,242,217,148,95,4
"Superior no univ. incompleto (055)",78,,,,15,27,25,9,2
"Superior no univ. completo (056)",91,,,,,22,35,34,
"Superior univ. incompleto (057)",25,,,,3,11,5,6,
"Superior univ. completo (058)",95,,,,,26,46,23,
,,,,,,,,,
"RURAL (060)",15088,854,1958,2141,1347,1907,1782,3174,1925
"Sin nivel (061)",3937,854,270,12,26,115,226,1117,1317
"Educación inicial (062)",328,,312,1,2,3,10,,
"Primaria (063)",7509,,1376,1757,428,860,951,1587,550
"Secundaria (064)",2989,,,371,872,832,514,350,50
"Superior no univ. incompleto (065)",84,,,,9,44,12,18,1
"Superior no univ. completo (066)",114,,,,,31,34,46,3
"Superior univ. incompleto (067)",37,,,,10,10,9,8,
"Superior univ. completo (068)",90,,,,,12,26,48,4
"Hombres (070)",7297,423,981,1102,720,944,901,1395,831
"Sin nivel (071)",1191,423,136,6,14,33,58,188,333
"Educación inicial (072)",163,,157,,2,1,3,,
"Primaria (073)",3754,,688,889,184,327,397,824,445
"Secundaria (074)",1946,,,207,509,522,379,283,46
"Superior no univ. incompleto (075)",62,,,,7,28,10,16,1
"Superior no univ. completo (076)",85,,,,,17,27,39,2
"Superior univ. incompleto (077)",25,,,,4,7,8,6,
"Superior univ. completo (078)",71,,,,,9,19,39,4
"Mujeres (080)",7791,431,977,1039,627,963,881,1779,1094
"Sin nivel (081)",2746,431,134,6,12,82,168,929,984
"Educación inicial (082)",165,,155,1,,2,7,,
"Primaria (083)",3755,,688,868,244,533,554,763,105
"Secundaria (084)",1043,,,164,363,310,135,67,4
"Superior no univ. incompleto (085)",22,,,,2,16,2,2,
"Superior no univ. completo (086)",29,,,,,14,7,7,1
"Superior univ. incompleto (087)",12,,,,6,3,1,2,
"Superior univ. completo (088)",19,,,,,3,7,9,
