"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (036)",821,492,72,156,101
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",1,,,1,
"Profes., científicos e intelectuales (038)",198,52,29,92,25
"Técnicos de nivel medio y trab. asimilados (039)",51,19,4,9,19
"Jefes y empleados de oficina (040)",33,10,4,8,11
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",107,102,2,2,1
"Agricult.trabaj.calif.agrop.y pesqueros (042)",47,46,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",131,83,11,16,21
"Obreros construc.,conf.,papel, fab., instr. (044)",65,42,4,15,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",163,121,16,12,14
"Otra (046)",6,,,,6
"Ocupación no especificada (047)",19,17,1,1,
"Hombres (048)",516,305,47,108,56
"Profes., científicos e intelectuales (050)",98,23,14,54,7
"Técnicos de nivel medio y trab. asimilados (051)",26,14,2,7,3
"Jefes y empleados de oficina (052)",13,3,1,4,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",42,38,2,1,1
"Agricult.trabaj.calif.agrop.y pesqueros (054)",47,46,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",116,74,7,14,21
"Obreros construc.,conf.,papel, fab., instr. (056)",64,41,4,15,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",98,62,15,12,9
"Otra (058)",6,,,,6
"Ocupación no especificada (059)",6,4,1,1,
"Mujeres (060)",305,187,25,48,45
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",1,,,1,
"Profes., científicos e intelectuales (062)",100,29,15,38,18
"Técnicos de nivel medio y trab. asimilados (063)",25,5,2,2,16
"Jefes y empleados de oficina (064)",20,7,3,4,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",65,64,,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",15,9,4,2,
"Obreros construc.,conf.,papel, fab., instr. (068)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",65,59,1,,5
"Ocupación no especificada (071)",13,13,,,
,,,,,
"RURAL (072)",1457,1289,77,61,30
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",2,,,,2
"Profes., científicos e intelectuales (074)",75,24,26,23,2
"Técnicos de nivel medio y trab. asimilados (075)",5,2,2,1,
"Jefes y empleados de oficina (076)",12,3,2,3,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",41,40,1,,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",720,711,9,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",90,63,7,9,11
"Obreros construc.,conf.,papel, fab., instr. (080)",43,29,7,5,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",373,325,20,19,9
"Ocupación no especificada (083)",96,92,3,1,
"Hombres (084)",1178,1043,55,52,28
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,,,,2
"Profes., científicos e intelectuales (086)",43,11,15,16,1
"Técnicos de nivel medio y trab. asimilados (087)",5,2,2,1,
"Jefes y empleados de oficina (088)",9,1,1,3,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",16,15,1,,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",702,693,9,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",85,59,6,9,11
"Obreros construc.,conf.,papel, fab., instr. (092)",43,29,7,5,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",250,213,12,17,8
"Ocupación no especificada (095)",23,20,2,1,
"Mujeres (096)",279,246,22,9,2
"Profes., científicos e intelectuales (098)",32,13,11,7,1
"Jefes y empleados de oficina (100)",3,2,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",25,25,,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",18,18,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",5,4,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",123,112,8,2,1
"Ocupación no especificada (107)",73,72,1,,
