"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",1,,,1,,
"Primaria (033)",108,11,39,30,21,7
"Secundaria (034)",89,1,65,18,5,
"Superior no univ. incompleta (035)",9,,4,4,1,
"Superior no univ. completa (036)",21,,13,8,,
"Superior univ. incompleta (037)",6,,4,1,1,
"Superior univ. completa (038)",12,,5,6,1,
"No PEA (040)",13702,5633,3710,1954,1379,1026
"Sin nivel (041)",1203,161,109,264,318,351
"Educación inicial (042)",417,406,4,7,,
"Primaria (043)",8326,4295,1479,1174,803,575
"Secundaria (044)",3195,771,1856,344,174,50
"Superior no univ. incompleta (045)",108,,68,30,6,4
"Superior no univ. completa (046)",173,,51,69,32,21
"Superior univ. incompleta (047)",140,,104,25,8,3
"Superior univ. completa (048)",140,,39,41,38,22
,,,,,,
"URBANA (060)",14569,3353,4194,3521,2393,1108
"Sin nivel (061)",653,55,63,118,185,232
"Educación inicial (062)",228,209,8,11,,
"Primaria (063)",7589,2466,1333,1637,1400,753
"Secundaria (064)",4335,623,2228,950,468,66
"Superior no univ. incompleta (065)",345,,144,139,52,10
"Superior no univ. completa (066)",705,,198,347,136,24
"Superior univ. incompleta (067)",238,,108,96,30,4
"Superior univ. completa (068)",476,,112,223,122,19
"PEA (070)",6448,115,1971,2386,1562,414
"Sin nivel (071)",245,8,30,56,89,62
"Educación inicial (072)",12,1,5,6,,
"Primaria (073)",2917,76,669,988,878,306
"Secundaria (074)",1943,30,897,669,320,27
"Superior no univ. incompleta (075)",251,,87,111,46,7
"Superior no univ. completa (076)",558,,157,286,109,6
"Superior univ. incompleta (077)",149,,40,79,27,3
"Superior univ. completa (078)",373,,86,191,93,3
"Ocupada (080)",6248,104,1870,2332,1535,407
"Sin nivel (081)",238,7,28,53,88,62
"Educación inicial (082)",11,1,5,5,,
"Primaria (083)",2843,67,648,970,859,299
"Secundaria (084)",1870,29,845,653,316,27
"Superior no univ. incompleta (085)",242,,83,107,45,7
"Superior no univ. completa (086)",539,,144,280,109,6
"Superior univ. incompleta (087)",143,,36,78,26,3
"Superior univ. completa (088)",362,,81,186,92,3
"Desocupada (090)",200,11,101,54,27,7
"Sin nivel (091)",7,1,2,3,1,
"Educación inicial (092)",1,,,1,,
"Primaria (093)",74,9,21,18,19,7
"Secundaria (094)",73,1,52,16,4,
"Superior no univ. incompleta (095)",9,,4,4,1,
"Superior no univ. completa (096)",19,,13,6,,
"Superior univ. incompleta (097)",6,,4,1,1,
"Superior univ. completa (098)",11,,5,5,1,
"No PEA (100)",8121,3238,2223,1135,831,694
"Sin nivel (101)",408,47,33,62,96,170
"Educación inicial (102)",216,208,3,5,,
"Primaria (103)",4672,2390,664,649,522,447
"Secundaria (104)",2392,593,1331,281,148,39
"Superior no univ. incompleta (105)",94,,57,28,6,3
"Superior no univ. completa (106)",147,,41,61,27,18
"Superior univ. incompleta (107)",89,,68,17,3,1
"Superior univ. completa (108)",103,,26,32,29,16
,,,,,,
"RURAL (120)",9426,2511,2972,2000,1331,612
"Sin nivel (121)",1198,123,116,329,367,263
"Educación inicial (122)",206,200,3,3,,
"Primaria (123)",6056,2000,1758,1234,776,288
"Secundaria (124)",1533,188,939,281,98,27
"Superior no univ. incompleta (125)",47,,29,15,2,1
"Superior no univ. completa (126)",106,,38,36,23,9
"Superior univ. incompleta (127)",103,,59,22,18,4
"Superior univ. completa (128)",177,,30,80,47,20
"PEA (130)",3845,116,1485,1181,783,280
"Sin nivel (131)",403,9,40,127,145,82
"Educación inicial (132)",5,2,2,1,,
"Primaria (133)",2402,95,943,709,495,160
"Secundaria (134)",730,10,414,218,72,16
"Superior no univ. incompleta (135)",33,,18,13,2,
"Superior no univ. completa (136)",80,,28,28,18,6
"Superior univ. incompleta (137)",52,,23,14,13,2
"Superior univ. completa (138)",140,,17,71,38,14
"Ocupada (140)",3789,112,1454,1163,780,280
"Sin nivel (141)",400,7,40,126,145,82
"Educación inicial (142)",5,2,2,1,,
"Primaria (143)",2368,93,925,697,493,160
"Secundaria (144)",714,10,401,216,71,16
"Superior no univ. incompleta (145)",33,,18,13,2,
"Superior no univ. completa (146)",78,,28,26,18,6
"Superior univ. incompleta (147)",52,,23,14,13,2
"Superior univ. completa (148)",139,,17,70,38,14
"Desocupada (150)",56,4,31,18,3,
"Sin nivel (151)",3,2,,1,,
"Primaria (153)",34,2,18,12,2,
"Secundaria (154)",16,,13,2,1,
"Superior no univ. completa (156)",2,,,2,,
"Superior univ. completa (158)",1,,,1,,
"No PEA (160)",5581,2395,1487,819,548,332
"Sin nivel (161)",795,114,76,202,222,181
"Educación inicial (162)",201,198,1,2,,
"Primaria (163)",3654,1905,815,525,281,128
"Secundaria (164)",803,178,525,63,26,11
"Superior no univ. incompleta (165)",14,,11,2,,1
"Superior no univ. completa (166)",26,,10,8,5,3
"Superior univ. incompleta (167)",51,,36,8,5,2
"Superior univ. completa (168)",37,,13,9,9,6
