"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia AZANGARO (000)",51974,50266,17111,5294,5214,4622,7581,5394,3176,1874,1708,145238
"De 12 a 14 años (001)",5420,5396,5381,14,1,,,,,,24,16
"De 15 a 19 años (002)",7118,7016,6421,497,79,14,5,,,,102,717
"De 20 a 24 años (003)",5840,5225,2623,1590,752,195,58,7,,,615,3972
"De 25 a 29 años (004)",4917,4463,911,1149,1170,702,493,33,5,,454,7956
"De 30 a 34 años (005)",4231,4037,382,593,961,863,967,226,35,10,194,11103
"De 35 a 39 años (006)",4197,4072,262,366,673,775,1216,567,183,30,125,14888
"De 40 a 44 años (007)",3626,3567,236,226,394,550,1006,709,334,112,59,15705
"De 45 a 49 años (008)",3232,3198,126,175,260,355,884,735,461,202,34,16524
"De 50 y más años (009)",13393,13292,769,684,924,1168,2952,3117,2158,1520,101,74357
"Conviviente (010)",10460,10154,1163,2804,2363,1510,1525,495,206,88,306,24597
"De 12 a 14 años (011)",40,25,19,6,,,,,,,15,6
"De 15 a 19 años (012)",810,727,284,367,64,10,2,,,,83,533
"De 20 a 24 años (013)",2420,2329,403,1155,591,140,37,3,,,91,2935
"De 25 a 29 años (014)",2567,2508,216,720,810,452,287,20,3,,59,5074
"De 30 a 34 años (015)",1833,1805,86,287,470,414,453,80,11,4,28,5053
"De 35 a 39 años (016)",1248,1233,47,129,266,261,335,144,44,7,15,4309
"De 40 a 44 años (017)",629,623,37,57,78,117,174,105,38,17,6,2509
"De 45 a 49 años (018)",348,342,21,32,39,47,95,53,43,12,6,1510
"De 50 y más años (019)",565,562,50,51,45,69,142,90,67,48,3,2668
"Separado(a) (020)",1915,1889,58,710,413,234,271,127,45,31,26,4960
"De 12 a 14 años (021)",4,1,,1,,,,,,,3,1
"De 15 a 19 años (022)",59,52,4,44,4,,,,,,7,52
